stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,843.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,1366.91,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,67.43,12.26,0,0,24.52,0,61.3,0,0,0,0,0,0,0,0,0,0
  7-9,65.72,55.2,0,105.15,0,0,0,162.98,0,0,0,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,1503.62,63.09,0,0,607.23,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,62.94,0,6.29,0,125.88,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,1054.23,12.59,0,0,481.49,0,6.29,0,53.5,0,6.29,9.44,0,0,0,0,0
 14-21,1,0,0,7,81,34,0,32,0,0,0,17,3,0,0,1,3,0,0,1,0,40,0,0,23,524,20,7,4,26,0,32,79,9,1,47,154,0,0,7,0,0
 24-34,0,0,0,0,21.34,5.75,0,112.46,0,0,0.82,20.52,0,0,0.82,2.46,0.82,0.82,2.46,2.46,0,87.83,0.82,0,46.79,923.46,6.57,10.67,6.57,0,0,39.4,0,2.46,0,8.21,220.81,0,0,12.31,0,3.28
 36-46,0,0,0,0,8.06,0.81,0,264.26,0,1.61,0,16.92,0.81,0,1.61,5.64,0.81,0,0.81,0,0,99.9,0,3.22,36.26,689.65,4.03,3.22,1.61,0,0,17.72,0.81,1.61,0.81,0,165.97,0,0,10.47,0,2.42
 48-58,0,0,0,0,12.62,0.57,0,298.38,0,0.57,1.15,24.1,0.57,0,1.15,4.02,0.57,2.3,1.72,0,0,109.6,0,8.61,17.79,312.72,0,2.87,4.59,0,0.57,5.16,0,0,1.15,0,56.81,0,0,6.89,0,2.3
 60-70,0,0,0,0,19.63,0,0,211.03,0,2.94,0,28.46,2.94,0,0.98,0.98,0,0.98,0.98,2.94,0,76.56,0,3.93,9.82,192.38,0.98,1.96,0.98,0,0,8.83,0,0.98,1.96,0,21.59,0,0.98,5.89,0,0.98
 72-82,0,0,0,0,17.67,0.98,0,107,0.98,0,3.93,29.45,2.94,0,0,11.78,1.96,0,0,0.98,0,78.53,0.98,6.87,14.72,156.08,0.98,0,2.94,0,0.98,4.91,0,0,0,0,15.71,0.98,0.98,13.74,1.96,0.98
 84-94,0,0,0,0,18.05,2.12,0,104.08,0,2.12,1.06,15.93,9.56,0,1.06,13.81,4.25,2.12,0,0,0,63.72,1.06,7.43,11.68,100.89,1.06,0,0,0,0,10.62,0,3.19,0,0,6.37,1.06,0,7.43,0,1.06
 96-106,0,0,0,0,5.46,3.28,1.09,51.36,0,1.09,0,16.39,3.28,0,1.09,29.51,0,3.28,1.09,1.09,0,55.74,0,1.09,3.28,90.71,0,2.19,4.37,0,0,7.65,0,1.09,0,0,6.56,0,0,4.37,0,0
108-118,0,0,0.77,0,12.26,6.13,0,55.92,1.53,0,0.77,23.74,7.66,0,0,28.34,0.77,3.06,0.77,2.3,0.77,36,0,1.53,9.96,124.09,3.06,3.83,0.77,0,0,3.06,0,0.77,1.53,0,3.83,0.77,0,7.66,1.53,0
120,0,0,0,0,23.52,5.88,0,50.95,0,0,1.96,19.6,3.92,0,0,31.36,0,7.84,0,0,0,25.48,0,0,3.92,109.75,1.96,1.96,0,0,0,5.88,0,0,0,0,3.92,0,0,3.92,0,0
