stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,177.76,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,5.26,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,89.38,10.51,0,0,31.54,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.7,9.44,0,0,47.2,3.15,6.29,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,15,10,0,9,0,0,0,3,1,0,0,0,0,0,0,0,0,13,0,0,10,135,5,0,1,3,1,2,20,4,2,17,45,0,0,3,0,0
 24-34,0,0,0,1.64,9.03,2.46,0,31.19,0,0,0,6.57,0.82,0,0.82,0,1.64,1.64,0.82,0,0.82,25.45,0,0,12.31,248.72,0.82,4.93,9.03,0,9.03,0,0,0.82,0.82,9.85,57.46,0,0,4.93,0,1.64
 36-46,0,0,0,0,2.42,0,0,30.62,1.61,0.81,0.81,4.03,0,0.81,0.81,0,0,0,0.81,0.81,0,20.95,0,0.81,4.03,82.98,0.81,1.61,0,0,2.42,0,0,1.61,0.81,0,21.75,0,0,3.22,0,0
 48-58,0,0,0,0,2.87,0,0,30.41,1.72,1.15,1.15,6.31,0.57,0,0.57,0,0.57,0.57,0,0,0.57,21.8,0.57,0.57,2.3,48.2,0,0.57,1.15,0,3.44,0,0,0,0.57,0,10.33,0,0,1.72,0,0
 60-70,0,0,0.98,0.98,4.91,0.98,0,26.5,1.96,0.98,0.98,6.87,0,0,0,0.98,1.96,0,0,0.98,0,18.65,0,1.96,3.93,29.45,0.98,0.98,0.98,0,8.83,0,0,0.98,0.98,0,4.91,0,0,2.94,0,0
 72-82,0,0,0.98,0,0.98,4.91,0,39.27,0,0,3.93,37.3,0,0,0,1.96,2.94,0,2.94,0.98,0,62.83,0.98,6.87,7.85,46.14,1.96,0.98,1.96,0,2.94,0,0,0,0,0,0.98,0.98,1.96,4.91,1.96,1.96
 84-94,0,0,1.06,0,6.37,4.25,0,23.36,1.06,0,4.25,10.62,2.12,0,0,2.12,1.06,0,2.12,1.06,1.06,28.68,2.12,1.06,3.19,20.18,0,1.06,1.06,0,23.36,0,0,1.06,0,0,2.12,1.06,0,1.06,1.06,0
 96-106,0,0,0,0,5.46,3.28,0,13.11,0,1.09,0,24.04,3.28,0,0,1.09,1.09,2.19,5.46,1.09,0,33.88,1.09,1.09,4.37,26.23,0,1.09,5.46,0,5.46,0,0,2.19,0,0,1.09,0,2.19,4.37,2.19,1.09
108-118,0,0,0,0.77,5.36,3.06,1.53,13.79,0,3.83,1.53,19.15,1.53,0,0,2.3,1.53,0.77,0.77,0.77,0.77,26.81,0,1.53,3.83,26.81,2.3,0,3.83,0,3.06,0,0,0,0,0,1.53,0,1.53,5.36,1.53,0.77
120,0,0,0,1.96,17.64,1.96,0,19.6,0,1.96,0,27.44,9.8,0,0,5.88,0,0,3.92,1.96,0,27.44,0,1.96,5.88,31.36,1.96,3.92,1.96,0,29.4,0,0,0,1.96,0,0,0,1.96,13.72,0,0
