stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,1027.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.39,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,839.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,0,0,809.11,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,18.4,0,15.77,0,0,0,57.83,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,423.22,2.63,0,0,115.66,0,115.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,28.32,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,289.52,12.59,0,0,59.79,0,62.94,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,12,1,0,2,0,0,0,1,0,1,0,0,3,0,0,0,0,2,8,0,1,22,5,0,2,0,0,906,1,1,0,1,4,0,0,0,0,0
 24-34,0,0,0,0,18.88,0,0,21.34,0,13.13,1.64,3.28,0,0.82,0,1.64,9.03,0.82,1.64,1.64,0.82,14.78,32.01,0,12.31,149.4,10.67,1.64,1.64,0,0.82,1929.01,0,0,1.64,2.46,24.63,0,0,6.57,0,1.64
 36-46,0,0,0.81,0,11.28,0.81,0,19.34,1.61,32.23,0.81,2.42,0.81,0,0,0,8.06,0,1.61,0,0.81,7.25,28.2,0,6.45,111.18,7.25,1.61,0,0,0,2163.22,0,0.81,0,0,23.36,0,0,2.42,0,0.81
 48-58,0.57,0,0,0,24.1,1.72,0,36.72,0,43.04,1.72,16.07,1.72,0.57,1.15,1.15,5.16,0.57,0,0,1.15,15.49,20.08,0.57,2.3,112.47,4.59,1.15,1.72,0,0,1809.78,0,0,0,0,22.95,0,0,1.72,0,2.87
 60-70,0,0,0,0,73.61,0,0,40.24,0,45.15,1.96,6.87,1.96,0.98,0.98,0,13.74,0,0.98,0,0.98,14.72,16.69,0.98,0.98,73.61,0,1.96,0,0,0,1679.38,0,0.98,0,0,12.76,1.96,0,0.98,0,2.94
 72-82,0,0,0,0,144.3,1.96,0,35.34,0,58.9,0,9.82,8.83,0.98,0.98,1.96,30.43,0.98,2.94,0,0.98,18.65,17.67,0.98,0.98,89.33,1.96,0.98,1.96,0,0.98,1679.62,0,0,0.98,0,3.93,4.91,0,2.94,0,2.94
 84-94,0,0,0,0,328.17,5.31,0,22.3,0,182.67,1.06,8.5,22.3,0,0,1.06,95.58,1.06,1.06,2.12,0,13.81,39.3,0,0,42.48,0,1.06,0,0,1.06,4734.56,0,0,1.06,0,4.25,26.55,0,4.25,2.12,1.06
 96-106,0,0,0,0,438.23,10.93,0,62.29,2.19,213.11,3.28,25.14,45.9,0,1.09,4.37,138.79,3.28,6.56,4.37,0,32.79,69.94,1.09,2.19,155.18,0,3.28,1.09,0,2.19,4645.69,0,1.09,1.09,0,6.56,26.23,3.28,5.46,2.19,1.09
108-118,0,0,0.77,0,446.56,7.66,3.06,31.4,0.77,344.68,3.83,7.66,51.32,0,0,2.3,168.51,2.3,0,2.3,0,26.81,81.96,1.53,5.36,81.96,1.53,1.53,0.77,0,1.53,4573.56,0,1.53,0,0,3.06,19.92,0,1.53,0.77,3.06
120,0,0,0,0,280.25,9.8,0,7.84,0,207.74,0,9.8,7.84,0,1.96,0,70.55,0,1.96,5.88,0,11.76,41.16,1.96,3.92,70.55,1.96,1.96,1.96,0,0,2477.17,0,0,0,0,0,7.84,1.96,1.96,1.96,0
