stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,6.13,0,165.5,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,18.4,0,21.03,0,0,0,18.4,0,0,0,0,68.35,0,0,0,0,0,0,0,0,0,0,0,184.01,47.32,0,0,147.21,0,86.75,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,31.47,0,6.29,0,59.79,0,0,0,0,113.29,0,0,0,0,0,0,0,0,0,0,0,613.66,132.17,0,0,229.73,0,59.79,6.29,0,37.76,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,8,692,16,0,11,5,0,5,16,12,3,0,23,0,0,0,0,65,5,0,69,165,127,1,3,10,0,419,2,65,0,1,65,120,0,0,3,0,0
 24-34,0,0,0.82,11.49,258.57,3.28,0,27.09,38.58,9.03,5.75,2.46,0.82,3.28,6.57,32.83,0.82,8.21,1.64,0.82,131.34,33.66,0,122.31,174.84,36.94,1.64,6.57,0,0,564.75,0,0,4.1,0.82,20.52,57.46,0,0,27.91,0,0.82
 36-46,0,0,0,1.61,96.68,0.81,0,19.34,21.75,20.95,11.28,3.22,0,4.03,4.83,12.89,0,3.22,0,0.81,168.38,33.03,4.03,72.51,119.24,24.98,4.83,2.42,0,0,441.51,0,1.61,2.42,0,0,20.14,0,0,13.7,0,2.42
 48-58,0,0,0,0.57,57.95,0,0,25.25,28.69,17.21,12.05,1.15,0,2.3,5.16,8.03,0,5.74,0,0,222.64,29.26,4.02,37.87,64.27,9.18,2.3,6.89,0,0,292.07,0,0,0,0,0,16.64,0,1.72,6.31,0,0
 60-70,0,0,0,0,58.89,0,0,14.72,14.72,12.76,10.8,6.87,0,1.96,6.87,6.87,0,5.89,0.98,0,313.11,21.59,2.94,25.52,40.24,8.83,2.94,1.96,0,0.98,201.21,0,0,0.98,0,0,8.83,1.96,2.94,7.85,0.98,0
 72-82,0,0,1.96,0,62.83,0.98,0.98,28.47,13.74,16.69,12.76,50.06,1.96,1.96,10.8,13.74,0,7.85,0,0.98,361.25,56.94,10.8,24.54,51.05,3.93,2.94,10.8,0,0,175.72,0,0,0,0,0,5.89,4.91,3.93,13.74,3.93,0.98
 84-94,0,0,3.19,1.06,130.63,0,2.12,23.36,35.05,21.24,13.81,88.15,0,2.12,24.43,20.18,1.06,6.37,2.12,0,286.75,42.48,6.37,18.05,42.48,12.74,2.12,9.56,0,0,545.89,0,0,3.19,1.06,0,3.19,4.25,3.19,16.99,7.43,2.12
 96-106,0,0,1.09,0,142.07,4.37,1.09,18.58,25.14,10.93,13.11,110.38,1.09,4.37,26.23,24.04,4.37,7.65,1.09,2.19,207.64,44.81,6.56,6.56,42.62,7.65,8.74,9.84,0,0,497.25,0,0,0,0,0,2.19,10.93,5.46,14.21,6.56,2.19
108-118,0,0,2.3,0.77,112.6,3.06,4.6,10.72,30.64,7.66,20.68,117.19,0,0,28.34,26.81,0.77,6.13,3.06,0,143.24,30.64,3.83,15.32,36,6.89,3.83,5.36,0,2.3,366.13,0,0,0.77,0.77,0,0.77,17.62,3.83,10.72,3.06,1.53
120,0,0,1.96,0,92.11,0,0,11.76,21.56,7.84,15.68,47.03,0,3.92,25.48,7.84,0,1.96,0,1.96,72.51,23.52,1.96,7.84,39.2,7.84,1.96,7.84,0,1.96,194.02,0,0,0,0,0,0,5.88,0,7.84,3.92,0
