stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,1097.2,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,49.04,6.13,0,0,12.26,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,31.54,0,52.57,0,0,0,52.57,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,754.44,34.17,0,0,291.79,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,44.06,0,3.15,0,53.5,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,544.43,28.32,0,0,204.55,0,3.15,3.15,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,1,8,106,63,0,59,0,0,0,11,9,8,4,0,2,0,0,2,1,109,0,0,77,682,52,0,3,16,0,2,1,164,11,74,273,198,0,0,16,0,3
 24-34,0,0,0.82,3.28,36.94,7.39,0,137.08,0.82,4.1,2.46,34.48,1.64,0,4.93,0,0.82,2.46,0.82,0.82,9.03,188.8,2.46,0,79.62,1027.71,13.13,1.64,10.67,0,0,12.31,0,2.46,2.46,12.31,54.18,231.48,0,0,55.82,0,20.52
 36-46,0,0,0,0,8.06,0.81,0,150.66,4.03,3.22,6.45,64.45,1.61,0,9.67,0,0,1.61,2.42,1.61,11.28,184.5,0,5.64,59.62,667.09,6.45,1.61,2.42,0,0.81,4.83,0,0,2.42,6.45,0.81,179.66,0,0,27.39,0,14.5
 48-58,0,0,0,0,7.46,4.02,0,165.26,5.16,3.44,11.48,103.86,0.57,1.72,9.75,0.57,0,0.57,2.87,0.57,5.74,251.33,0,6.31,47.05,251.9,3.44,1.15,5.74,0,1.15,8.03,0,0,0,5.16,0,118.2,0,1.72,25.82,0,12.05
 60-70,0,0,0,0,12.76,2.94,0,155.08,16.69,2.94,6.87,159.01,0,0.98,9.82,0,0.98,5.89,0,2.94,2.94,352.37,1.96,5.89,41.22,156.06,2.94,1.96,4.91,0,1.96,8.83,0,0,0.98,4.91,0,43.19,0,5.89,25.52,0.98,11.78
 72-82,0,0,0,0,11.78,25.52,0,75.59,2.94,0.98,10.8,127.62,2.94,0,9.82,0,0,4.91,4.91,1.96,1.96,360.27,0,9.82,42.21,134.49,1.96,0,0,0,1.96,14.72,0.98,0,0.98,2.94,0,11.78,0.98,10.8,47.12,9.82,5.89
 84-94,0,0,0,0,22.3,37.17,1.06,90.27,8.5,4.25,13.81,114.7,3.19,2.12,7.43,2.12,0,16.99,4.25,5.31,7.43,287.81,2.12,14.87,41.42,109.39,3.19,0,10.62,0,2.12,38.23,0,0,0,2.12,0,11.68,0,14.87,32.92,10.62,4.25
 96-106,0,0,0,0,27.32,20.76,1.09,65.57,9.84,2.19,7.65,103.82,4.37,0,16.39,2.19,2.19,9.84,1.09,1.09,5.46,179.23,2.19,6.56,30.6,93.98,4.37,3.28,6.56,0,4.37,33.88,1.09,0,1.09,1.09,0,6.56,1.09,9.84,46.99,8.74,10.93
108-118,0,0,0,0,39.83,21.45,3.83,57.45,6.89,9.96,4.6,90.38,3.06,0,5.36,3.83,3.06,13.79,2.3,1.53,2.3,180,2.3,4.6,35.23,103.41,3.06,3.83,8.43,0,3.83,23.74,0,0,1.53,5.36,0,2.3,4.6,6.89,21.45,4.6,11.49
120,0,0,0,0,31.36,35.28,1.96,37.24,7.84,5.88,11.76,54.87,7.84,0,11.76,1.96,9.8,7.84,5.88,0,3.92,94.07,0,7.84,37.24,94.07,0,1.96,11.76,0,0,27.44,0,0,0,3.92,0,9.8,1.96,7.84,33.32,1.96,5.88
