stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,131.78,1172.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,367.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,10.51,0,23.66,0,0,0,57.83,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,294.42,10.51,0,0,126.18,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,50.35,0,0,0,47.2,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,686.04,40.91,0,0,273.79,0,9.44,0,12.59,0,9.44,0,0,0,0,0,0
 14-21,0,1,1,14,118,18,0,25,0,1,0,11,4,5,5,0,12,0,0,6,1,38,0,0,25,311,12,2,8,8,0,51,56,18,9,129,139,0,0,9,0,2
 24-34,0,0.82,1.64,8.21,41.86,4.93,0,97.68,0,7.39,1.64,18.06,2.46,0.82,3.28,4.1,18.06,0,4.93,8.21,17.24,63.21,3.28,0,36.12,703.47,4.1,11.49,9.03,0,0,200.29,0.82,29.55,4.93,26.27,160.07,0,0,23.8,0,9.85
 36-46,0,0,0,0.81,20.14,1.61,0,145.02,3.22,3.22,4.83,35.45,3.22,0,4.03,1.61,4.03,2.42,1.61,3.22,6.45,80.57,1.61,1.61,21.75,649.37,4.83,11.28,4.83,0,0,144.21,0,12.89,2.42,0.81,174.83,0,0,12.09,0,15.31
 48-58,0,0,1.15,0.57,18.94,0,0,242.15,4.59,6.31,3.44,72.3,6.31,0.57,2.87,0.57,4.02,3.44,2.87,3.44,5.16,120.5,6.31,3.44,21.8,506.67,3.44,6.89,9.18,0,1.72,118.2,0,14.35,2.3,0,110.17,0,1.15,14.35,0,13.77
 60-70,0,0,0.98,0,22.58,0,0,358.26,3.93,4.91,4.91,118.76,21.59,0,1.96,10.8,5.89,6.87,3.93,4.91,0,140.36,2.94,3.93,18.65,461.32,0.98,4.91,6.87,0,0.98,105.02,0,16.69,3.93,0,59.87,0.98,1.96,4.91,0,11.78
 72-82,0,0,11.78,0,49.08,7.85,1.96,171.79,1.96,4.91,3.93,129.58,88.35,0.98,1.96,10.8,5.89,2.94,2.94,14.72,3.93,119.76,4.91,3.93,17.67,273.88,1.96,4.91,4.91,0,0.98,140.38,0,19.63,0.98,0,27.49,2.94,4.91,23.56,1.96,10.8
 84-94,1.06,0,5.31,1.06,63.72,3.19,7.43,141.25,1.06,9.56,3.19,62.66,146.56,1.06,3.19,12.74,9.56,3.19,1.06,24.43,5.31,92.4,2.12,1.06,20.18,157.18,7.43,6.37,8.5,0,1.06,320.74,0,22.3,1.06,0,21.24,7.43,4.25,13.81,3.19,7.43
 96-106,0,0,8.74,1.09,99.45,10.93,10.93,111.47,1.09,3.28,2.19,60.11,254.63,0,4.37,22.95,10.93,1.09,3.28,25.14,4.37,83.06,4.37,2.19,6.56,155.18,2.19,13.11,10.93,0,1.09,243.7,0,15.3,0,0,3.28,6.56,2.19,18.58,2.19,3.28
108-118,0,0,6.13,1.53,87.32,7.66,25.28,79.66,1.53,8.43,1.53,52.09,260.43,0,0.77,16.85,14.55,6.13,2.3,32.94,3.83,67.4,3.83,0.77,19.15,166.21,3.06,6.89,7.66,0,1.53,212.17,0,9.96,5.36,0,3.83,4.6,3.06,12.26,0.77,9.19
120,0,0,1.96,0,76.43,7.84,7.84,58.79,5.88,3.92,5.88,45.08,174.42,0,3.92,11.76,1.96,0,1.96,23.52,5.88,68.59,1.96,0,21.56,125.43,1.96,3.92,7.84,0,1.96,141.1,0,9.8,0,0,3.92,0,3.92,7.84,3.92,11.76
