stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.83,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.64,15.73,0,0,18.88,0,0,0,6.29,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,12,3,0,20,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,8,100,1,2,0,0,0,4,0,31,0,1,93,22,0,0,0,0,0
 24-34,0,0,0,0,13.95,0.82,0,25.45,0,0,0.82,2.46,0,0,0.82,8.21,0.82,0,0,0,16.42,0,0,13.13,129.7,4.93,1.64,0,0,0,17.24,0,0,0,0.82,17.24,27.09,0,0,0,0,0.82
 36-46,0,0,0,0,8.86,0.81,0,38.67,4.83,0.81,1.61,18.53,0,0.81,1.61,3.22,0,0.81,0,0.81,33.03,0,1.61,13.7,143.41,0.81,0,4.83,0,0,12.09,0,0,2.42,2.42,0,18.53,0,0,0,0,3.22
 48-58,0,0,0,0,9.18,0.57,0,40.17,4.59,1.15,0,39.59,0.57,0.57,2.3,2.3,1.72,0.57,0,2.87,65.41,0,0,13.77,90.09,4.02,0.57,4.02,0,0.57,26.97,0,0,1.72,0,0,14.35,0,0,0.57,0,2.87
 60-70,0,0,0,0,17.67,4.91,0,48.09,0.98,2.94,1.96,54.97,0,0,7.85,4.91,0,0,0,1.96,100.12,1.96,1.96,7.85,84.41,1.96,0,3.93,0,1.96,35.33,0,0,3.93,1.96,0,13.74,0,0,0,0,1.96
 72-82,0,0,0,0,33.38,18.65,0,77.55,0.98,3.93,2.94,69.7,0.98,0.98,3.93,9.82,0.98,0.98,0,1.96,101.11,0.98,0.98,7.85,68.72,0,0,5.89,0,0.98,61.84,0,0,0.98,0,0,8.83,0.98,1.96,0.98,1.96,3.93
 84-94,0,0,1.06,0,44.61,26.55,0,78.59,0,4.25,5.31,43.54,3.19,1.06,10.62,6.37,3.19,1.06,0,5.31,78.59,4.25,7.43,13.81,55.23,1.06,0,4.25,0,2.12,170.99,0,0,1.06,1.06,0,2.12,0,0,2.12,4.25,3.19
 96-106,0,0,1.09,0,61.2,17.49,1.09,84.15,3.28,5.46,3.28,62.29,6.56,0,6.56,18.58,0,0,2.19,4.37,73.22,4.37,3.28,6.56,48.09,1.09,3.28,8.74,0,1.09,147.53,0,0,4.37,0,0,5.46,0,3.28,0,1.09,0
108-118,0,0,0,0,96.51,12.26,4.6,93.45,4.6,13.02,0,41.36,6.89,0.77,7.66,31.4,0.77,0,4.6,6.13,68.17,6.89,3.83,13.02,70.47,0,0,3.83,0,2.3,183.83,0,0,0.77,3.83,0,2.3,0.77,0.77,1.53,0.77,6.13
120,1.96,0,3.92,0,105.83,19.6,1.96,125.43,3.92,11.76,1.96,60.75,7.84,0,11.76,7.84,1.96,1.96,13.72,3.92,62.71,7.84,1.96,17.64,68.59,1.96,0,7.84,0,1.96,176.38,1.96,0,7.84,1.96,0,3.92,0,1.96,1.96,1.96,1.96
