stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,6.29,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,0,2,66,1,2,0,0,0,11,0,4,0,3,37,0,0,0,0,0
 24-34,0,0,0.82,0,1.64,0,4.93,0,0,0,4.93,0,0,0.82,0,4.93,0,0,0,0,9.03,0,0,2.46,128.05,0,1.64,2.46,0,0,32.01,0,0,0,0,32.01,0,0,1.64,0,0
 36-46,0,0,0,0,0,0,9.67,0,0,0.81,6.45,0,0,0,0,1.61,0.81,0,0,0,10.47,0.81,1.61,2.42,140.99,0,3.22,1.61,0,0,31.42,0,0,0,0,45.92,0,0,0.81,0,0.81
 48-58,0,0,0,0,0.57,0.57,28.12,0.57,0.57,2.3,10.33,0,0,0.57,0,1.72,0,0,0,0,22.95,0.57,1.15,2.3,192.22,0.57,4.02,0.57,0,0,21.23,0,0,0.57,0,47.05,0,0,1.72,0,0.57
 60-70,0,0,0,0,2.94,0,54.97,0,0.98,0.98,23.56,0,0.98,0.98,0,0.98,0,0,0,0,30.43,1.96,0,1.96,235.57,0,0.98,0.98,0,0,20.61,0,0,0,0,39.26,0,0,4.91,0,0
 72-82,0,0,0.98,0,2.94,0.98,81.48,0.98,1.96,1.96,34.36,0.98,0,0,0.98,3.93,0,0,0,0,34.36,2.94,3.93,4.91,240.51,0.98,4.91,0.98,0,0,24.54,0,0,0,0,20.61,1.96,3.93,6.87,0,0
 84-94,0,0,0,0,6.37,0,55.23,1.06,1.06,0,26.55,0,0,0,0,6.37,1.06,0,1.06,1.06,25.49,0,0,0,111.51,0,3.19,1.06,0,0,65.85,0,0,0,0,7.43,0,0,3.19,1.06,0
 96-106,0,0,0,0,6.56,1.09,30.6,0,0,1.09,31.69,2.19,0,1.09,3.28,9.84,1.09,1.09,0,0,25.14,0,1.09,2.19,130.05,0,2.19,2.19,0,2.19,73.22,0,0,0,0,8.74,1.09,1.09,6.56,0,0
108-118,0,0,0,0,11.49,0,36.77,0,2.3,1.53,23.74,0.77,0,0.77,0,7.66,3.06,0.77,0,0,22.21,2.3,2.3,0.77,101.87,0,2.3,1.53,0,0,72,0,0,0,0,6.13,0.77,0.77,4.6,0,0
120,0,0,0,0,13.72,0,29.4,0,5.88,1.96,27.44,5.88,0,0,3.92,11.76,0,1.96,0,1.96,17.64,1.96,0,1.96,131.31,1.96,5.88,1.96,0,0,84.27,0,0,1.96,0,7.84,1.96,0,3.92,0,3.92
