stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,57,3,0,0,4,0,1,11,0,0,4,77,0,0,0,0,0
 24-34,0,0,0,5.75,0.82,0,10.67,0,0,0.82,4.1,0,0,0.82,0.82,0.82,0,0,0.82,0.82,18.06,0,0,5.75,223.27,0.82,0.82,0,0,0,4.1,0,1.64,0,1.64,192.9,0,0,9.85,0,0
 36-46,0,0,0,4.03,0.81,0,21.75,0.81,0,0,5.64,0,0,0,0.81,0,0,0,0,1.61,10.47,0,0,2.42,369,2.42,0,0.81,0,0,1.61,0,1.61,0,0,245.73,0,0,0,0,2.42
 48-58,0,0,0,2.3,0,0,370.68,0,0.57,1.15,22.38,0,0,1.15,0,0,0,0,0,0,36.15,1.15,0,7.46,447.57,0.57,2.3,1.15,0,0,1.15,0,0,0,0,192.22,0,0,2.3,0,3.44
 60-70,0,0,0,6.87,1.96,0,2004.27,1.96,1.96,0.98,20.61,0,0,0.98,0.98,0,0.98,0,0,0.98,60.85,0,0,2.94,505.48,2.94,0.98,0,0,0.98,7.85,0,3.93,0,0,170.78,0,1.96,1.96,0.98,4.91
 72-82,0,1.96,1.96,69.7,12.76,1.96,3365.14,2.94,8.83,11.78,135.47,5.89,0,3.93,1.96,3.93,3.93,0.98,1.96,1.96,158.05,0.98,4.91,7.85,826.56,0.98,5.89,2.94,0,2.94,10.8,0,2.94,1.96,0,129.58,4.91,1.96,11.78,6.87,13.74
 84-94,0,3.19,3.19,93.46,10.62,0,2249.4,2.12,13.81,7.43,138.06,4.25,1.06,3.19,7.43,5.31,8.5,2.12,3.19,0,105.14,2.12,8.5,12.74,533.14,4.25,2.12,5.31,0,0,25.49,0,0,1.06,0,73.28,7.43,9.56,19.12,6.37,4.25
 96-106,0,1.09,2.19,97.26,25.14,0,2178.04,4.37,17.49,2.19,119.12,9.84,0,3.28,15.3,1.09,3.28,3.28,5.46,0,91.8,4.37,4.37,4.37,441.51,7.65,9.84,7.65,0,2.19,31.69,0,3.28,0,0,34.97,9.84,4.37,17.49,4.37,7.65
108-118,0,0,7.66,22.98,11.49,1.53,1551.08,2.3,4.6,3.06,85.02,3.83,0,1.53,7.66,1.53,1.53,0,6.13,0.77,71.23,0.77,4.6,6.89,448.09,1.53,4.6,3.83,0,1.53,10.72,0,0.77,0,0,29.87,14.55,3.06,9.19,3.83,3.06
120,0,0,0,37.24,5.88,1.96,1162.15,3.92,1.96,5.88,84.27,5.88,0,1.96,9.8,5.88,3.92,1.96,3.92,0,52.91,5.88,0,11.76,523.26,1.96,0,5.88,0,0,11.76,0,1.96,0,0,21.56,3.92,7.84,1.96,3.92,5.88
