stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.63,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,312.61,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,2.63,0,0,26.29,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,149.84,10.51,0,0,44.69,0,70.98,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,333.58,12.59,0,0,34.62,0,15.73,9.44,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,2,44,2,1,0,0,0,1,3,1,0,0,3,0,0,0,0,2,0,0,8,42,0,1,2,0,0,9,2,1,4,0,4,17,0,0,1,0,0
 24-34,0,0,0.82,2.46,32.01,0,4.93,0,4.1,0,0.82,0.82,0,0,0,8.21,0,2.46,0,2.46,10.67,0.82,0,2.46,157.6,0.82,6.57,8.21,0,0,40.22,0,0,6.57,0,0.82,58.28,0,0,2.46,0,1.64
 36-46,0,0,0,0,13.7,0,8.86,0,3.22,0.81,3.22,0.81,0,0,0.81,4.83,0,2.42,0.81,4.03,9.67,1.61,0.81,4.03,346.44,0,10.47,7.25,0,0,39.48,0,0,0.81,0,0,68.48,0,0,0.81,0,0
 48-58,0,0,0,0.57,7.46,0,35,0,1.15,1.72,9.18,1.15,1.72,0,0,1.72,0.57,2.3,0.57,1.72,14.35,0.57,1.15,2.87,570.36,0,8.61,5.74,0,0,27.54,0.57,0,0.57,0,0,79.76,0,0,2.87,0,1.72
 60-70,0,0,0,0,16.69,0,89.32,0.98,5.89,0.98,19.63,4.91,0,0.98,0,0,0,4.91,0.98,0.98,6.87,0,0,4.91,1009,0,7.85,7.85,0,0.98,43.19,0,0,2.94,0.98,0,97.17,0,0.98,0.98,0,2.94
 72-82,0,0,1.96,0,18.65,0.98,99.15,0,1.96,0.98,27.49,5.89,0,0.98,0.98,1.96,0,3.93,0,0,15.71,3.93,2.94,5.89,851.1,0,8.83,12.76,0.98,0,43.19,0,0,4.91,0,0,41.23,0.98,0.98,1.96,0,0
 84-94,0,0,0,0,29.74,0,96.65,0,4.25,2.12,14.87,6.37,3.19,0,3.19,11.68,1.06,8.5,2.12,1.06,9.56,2.12,1.06,3.19,429.06,1.06,7.43,12.74,0,2.12,118.95,0,0,8.5,0,0,22.3,3.19,0,2.12,1.06,2.12
 96-106,0,0,0,0,38.25,2.19,49.18,1.09,6.56,0,20.76,10.93,1.09,2.19,2.19,7.65,0,7.65,4.37,0,13.11,1.09,0,1.09,336.6,0,14.21,20.76,0,1.09,100.54,0,0,2.19,0,0,17.49,4.37,1.09,4.37,1.09,2.19
108-118,0,0,1.53,0,43.66,0,54.38,0,11.49,0.77,7.66,10.72,0,0.77,4.6,10.72,1.53,6.89,0.77,0,6.13,5.36,0,0.77,337.02,0.77,11.49,17.62,0,0,71.23,0,0,3.83,0,0,9.19,2.3,0.77,1.53,0.77,0.77
120,0,0,0,0,50.95,0,48.99,0,11.76,0,15.68,19.6,0,0,3.92,3.92,0,5.88,3.92,0,7.84,7.84,0,1.96,362.56,0,21.56,19.6,0,1.96,97.99,0,0,3.92,0,0,13.72,7.84,0,1.96,0,0
