stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1884.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,232.93,2188.28,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,24.52,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,78.86,0,128.81,0,0,0,194.52,0,0,0,0,0,81.49,0,0,0,0,0,0,0,0,0,0,0,1663.98,63.09,0,0,633.52,0,13.14,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,0,78.67,0,12.59,0,157.35,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,1384.67,56.65,0,0,468.9,0,9.44,9.44,6.29,34.62,0,6.29,3.15,0,0,0,0,0
 14-21,0,1,1,21,225,43,0,90,0,2,0,29,42,3,2,0,6,0,0,0,0,101,0,0,63,1067,36,7,15,54,0,27,1,158,12,4,156,414,0,0,7,0,0
 24-34,0,0,4.1,13.95,134.62,9.85,0,214.24,1.64,11.49,4.93,45.15,9.85,0.82,3.28,2.46,8.21,1.64,5.75,4.93,2.46,174.84,0.82,0.82,78.8,1984.01,13.95,21.34,25.45,0,0,74.7,0,2.46,4.1,4.1,62.39,493.33,0,0,37.76,0,4.93
 36-46,0,0,0,0.81,32.23,2.42,0,385.92,0,2.42,4.03,93.46,4.83,0,3.22,3.22,4.03,0.81,1.61,4.83,1.61,217.53,3.22,5.64,48.34,1829.67,6.45,21.75,16.11,0,0,45.92,0.81,0,1.61,2.42,0.81,442.31,0,0.81,24.98,0,1.61
 48-58,0,0.57,1.72,0,28.12,2.3,0,607.66,3.44,5.74,9.75,113.61,3.44,1.72,5.74,2.87,3.44,3.44,4.59,3.44,4.02,241,5.16,10.9,43.04,1428.2,3.44,12.62,13.2,0,1.15,19.51,0,0,1.72,1.15,0,311.58,0,1.72,13.77,0,5.16
 60-70,0,0,2.94,0,42.21,2.94,0,649.77,3.93,2.94,3.93,128.58,4.91,3.93,2.94,7.85,0.98,5.89,6.87,2.94,0.98,263.05,2.94,10.8,34.35,1306.41,3.93,9.82,6.87,0,0.98,40.24,0,0,4.91,1.96,0,156.06,0.98,3.93,15.7,0.98,1.96
 72-82,0,0,3.93,0,43.19,29.45,0,670.48,1.96,5.89,14.72,154.12,7.85,0.98,5.89,10.8,4.91,2.94,9.82,1.96,0.98,328.86,8.83,7.85,45.16,1150.51,5.89,26.5,21.6,0,4.91,36.32,0,0,2.94,3.93,0,93.26,4.91,6.87,29.45,3.93,3.93
 84-94,0,0,6.37,0,78.59,22.3,3.19,464.11,3.19,12.74,9.56,127.44,15.93,2.12,4.25,26.55,14.87,5.31,8.5,6.37,5.31,192.23,3.19,18.05,36.11,588.37,2.12,8.5,22.3,0,0,97.71,0,0,6.37,0,0,65.85,6.37,6.37,28.68,8.5,6.37
 96-106,1.09,0,3.28,1.09,61.2,27.32,0,371.57,3.28,8.74,7.65,107.1,17.49,0,8.74,24.04,5.46,3.28,4.37,1.09,3.28,192.34,6.56,9.84,34.97,508.17,8.74,20.76,24.04,0,5.46,84.15,0,0,1.09,2.19,0,27.32,10.93,4.37,29.51,7.65,3.28
108-118,0,0,2.3,0.77,82.72,19.15,3.83,273.45,4.6,14.55,7.66,91.15,21.45,0,0.77,16.85,11.49,10.72,6.89,6.13,2.3,166.98,3.83,9.19,29.87,588.26,5.36,19.92,17.62,0,1.53,67.4,0.77,0,2.3,1.53,0,18.38,16.09,3.06,19.92,3.83,10.72
120,0,0,1.96,0,78.39,21.56,0,248.89,0,19.6,9.8,78.39,17.64,0,1.96,25.48,5.88,7.84,5.88,1.96,3.92,186.18,5.88,5.88,25.48,652.61,9.8,5.88,17.64,0,5.88,70.55,0,0,9.8,0,0,15.68,5.88,3.92,19.6,9.8,3.92
