stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,316.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,65.72,0,0,0,21.03,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,9.44,0,9.44,0,3.15,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,302.11,6.29,0,0,72.38,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,2,20,8,0,26,0,0,0,5,0,0,1,0,2,0,0,0,0,33,0,0,25,256,2,2,3,4,0,1,0,4,0,0,10,83,0,0,0,0,0
 24-34,0,0.82,0.82,13.13,6.57,0,113.28,0,0.82,0,14.78,1.64,0,1.64,0,1.64,0.82,2.46,1.64,0,69.77,0,0,70.59,526.17,1.64,3.28,4.1,0,0.82,3.28,0,0,11.49,0,1.64,94.4,0,0,9.85,0,0
 36-46,0,0,0,12.89,4.03,0,166.77,0,1.61,4.83,21.75,0,0,0.81,2.42,0.81,0.81,2.42,0,0,77.34,0,0.81,50.76,377.05,0,4.03,1.61,0,0,4.03,0,0,2.42,0,0,87.82,0,0,4.03,0,0
 48-58,0,0,0,6.89,1.15,0,156.07,0.57,2.3,6.89,28.12,0.57,0,0.57,0,0,0,1.15,0.57,1.72,92.96,0.57,2.3,37.3,152.06,0,1.15,2.3,0,0,0.57,0,0,1.72,0.57,0,24.1,0,0,3.44,0,0.57
 60-70,0,0,0,10.8,2.94,0,130.54,0,0,4.91,41.22,0,0,0.98,1.96,0,0,0,0.98,0,77.54,0,1.96,19.63,122.69,0,2.94,0.98,0,1.96,1.96,0,0,1.96,0,0,14.72,0,0.98,2.94,0,0.98
 72-82,0,0,0,4.91,23.56,0,50.06,0,0.98,4.91,37.3,1.96,0,1.96,0,0,0.98,1.96,0,0,98.17,0,7.85,31.41,110.93,0,4.91,0.98,0,0.98,2.94,0,0,0.98,0,0,8.83,0,0.98,4.91,0.98,0
 84-94,0,0,0,7.43,25.49,1.06,71.16,0,1.06,10.62,12.74,1.06,0,1.06,2.12,0,0,0,1.06,0,65.85,0,3.19,22.3,62.66,2.12,1.06,6.37,0,0,5.31,0,0,0,0,0,5.31,1.06,1.06,9.56,1.06,1.06
 96-106,0,0,0,12.02,26.23,1.09,60.11,0,3.28,3.28,24.04,6.56,0,1.09,5.46,0,0,1.09,0,0,60.11,0,0,19.67,93.98,2.19,5.46,4.37,0,0,3.28,0,0,1.09,0,0,5.46,0,2.19,2.19,2.19,2.19
108-118,0,0,0,22.98,19.92,0,35.23,0,1.53,6.13,22.98,3.06,0,0,3.83,3.06,3.83,1.53,0.77,0,57.45,0,0.77,7.66,70.47,3.06,9.19,2.3,0,0.77,3.83,0,0,0.77,0,0,4.6,0.77,1.53,7.66,0,0.77
120,0,0,0,23.52,17.64,1.96,21.56,0,3.92,3.92,21.56,0,0,0,1.96,1.96,0,0,0,0,35.28,0,0,11.76,70.55,0,5.88,5.88,0,0,1.96,0,1.96,1.96,0,0,3.92,0,0,3.92,1.96,0
