stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,23,4,0,0,0,0,0,1,0,0,4,9,0,0,1,0,0
 24-34,0,0,0.82,0,9.03,0,0,9.03,0,0,0,1.64,0,0,0,0,0,0,0,0.82,0,11.49,0,0.82,8.21,75.52,5.75,2.46,0,0,0.82,4.93,0.82,0,0,0,32.83,0,0,10.67,0,1.64
 36-46,0,0,0,0,4.03,0,0,4.83,0.81,0.81,0,2.42,0,0,0.81,0,0,0,0.81,0,0.81,20.14,0.81,2.42,8.06,161.13,1.61,1.61,0,0,0.81,4.03,0.81,0,0.81,0,56.4,0,0,7.25,0,1.61
 48-58,0,0,0,0,0.57,0,0,40.74,1.15,0.57,1.15,8.03,0,0.57,1.15,0,0,0,0,0,3.44,21.23,1.72,6.31,2.3,177.88,0.57,0.57,0.57,0,1.15,4.02,0,0,1.15,0,51.64,0,1.15,4.59,0,3.44
 60-70,0,0,0,0,0.98,0,0,133.49,0,0.98,2.94,31.41,0,0,0,0.98,0.98,0.98,0,0.98,1.96,16.69,0,5.89,2.94,308.2,1.96,0.98,0.98,0,0,6.87,0,0,0,0,49.08,0.98,2.94,9.82,0,4.91
 72-82,0,0,0,0,3.93,0.98,0,178.66,0,0,3.93,32.39,0,0,2.94,0,0,0.98,0,0,2.94,50.06,1.96,3.93,4.91,305.3,1.96,1.96,1.96,0,0,0.98,0,0,0,0,28.47,0,1.96,4.91,2.94,0.98
 84-94,0,0,0,0,7.43,0,0,150.81,0,0,2.12,28.68,0,3.19,1.06,1.06,2.12,1.06,1.06,0,2.12,28.68,1.06,2.12,3.19,172.05,2.12,1.06,3.19,0,2.12,14.87,0,0,2.12,0,12.74,1.06,3.19,9.56,3.19,1.06
 96-106,0,0,0,0,8.74,1.09,0,125.68,0,1.09,0,26.23,1.09,0,2.19,1.09,0,2.19,1.09,0,0,21.86,2.19,3.28,1.09,146.44,0,0,7.65,0,1.09,6.56,0,1.09,0,0,8.74,0,3.28,8.74,1.09,0
108-118,0,0,0,0,9.19,0,0,86.55,0.77,2.3,1.53,22.98,0.77,0,2.3,0.77,0.77,4.6,2.3,0,4.6,20.68,0,6.13,0.77,147.06,0,1.53,4.6,0,1.53,7.66,0,0,0.77,0,6.13,0.77,2.3,8.43,2.3,2.3
120,0,0,0,0,15.68,1.96,1.96,86.23,0,3.92,1.96,15.68,1.96,0,0,0,1.96,3.92,0,0,3.92,29.4,0,1.96,1.96,148.94,1.96,3.92,3.92,0,3.92,11.76,0,0,0,0,7.84,0,1.96,13.72,0,0
