stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1172.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,790.72,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,18.39,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,21.03,0,42.06,0,0,0,105.15,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,641.41,15.77,0,0,286.53,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,31.47,0,12.59,0,84.97,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,3.15,959.83,40.91,0,0,343.02,0,0,3.15,6.29,31.47,0,6.29,0,0,0,0,0,0
 14-21,0,0,1,0,32,7,0,18,0,0,6,0,0,1,0,0,0,0,0,2,22,0,0,11,238,3,1,3,6,0,2,1,24,3,0,37,73,0,0,1,0,0
 24-34,0,0,0,3.28,10.67,0,0,31.19,1.64,0.82,8.21,1.64,0,1.64,0.82,0,0,0.82,0,1.64,26.27,0,0.82,16.42,387.44,2.46,4.93,4.1,0,0,1.64,0,1.64,0,0.82,7.39,78.8,0,0,7.39,0,0
 36-46,0,0,0,0,5.64,0,0,102.32,0,0,21.75,0,0,0,0,0,0.81,1.61,0,0.81,30.62,0.81,1.61,9.67,400.42,1.61,3.22,1.61,0.81,0,3.22,0,0,0,0,0,84.6,0,0,0.81,0,0.81
 48-58,0,0,0.57,0,4.59,0,0,151.48,0.57,2.3,29.26,0,0,0,0,0,0.57,0.57,0,0,48.2,0,2.3,6.89,372.97,0.57,3.44,4.59,0,0,1.72,0,0,0.57,0,0,62.54,0,0.57,2.3,0,0.57
 60-70,0,0,0.98,0,7.85,0.98,0,246.36,0,0.98,32.39,0,0,0,2.94,0,0.98,0,0,0,47.11,0,0.98,4.91,380.83,0,0.98,4.91,0,1.96,0,0,0,0,0,0,41.22,0.98,0,3.93,0.98,0.98
 72-82,0,0,1.96,0,4.91,1.96,0,173.75,0,4.91,35.34,0.98,0,0,0,0.98,1.96,5.89,0,0,47.12,0,4.91,4.91,253.27,0,3.93,4.91,0,0,0.98,0,0,0.98,0,0,15.71,0,3.93,3.93,4.91,0.98
 84-94,0,0,0,0,15.93,2.12,0,124.26,2.12,2.12,32.92,2.12,0,0,4.25,1.06,1.06,0,1.06,1.06,37.17,0,5.31,7.43,144.44,2.12,1.06,5.31,0,0,10.62,0,0,0,0,0,20.18,0,0,2.12,1.06,1.06
 96-106,0,0,0,0,6.56,1.09,1.09,104.91,1.09,2.19,22.95,1.09,0,2.19,3.28,2.19,2.19,3.28,0,1.09,34.97,0,1.09,7.65,132.23,1.09,3.28,7.65,0,0,13.11,0,0,0,0,0,8.74,2.19,0,4.37,2.19,3.28
108-118,0,0,0.77,0,16.09,1.53,0,75.06,0.77,0.77,15.32,0.77,0,0.77,2.3,0.77,1.53,2.3,0,1.53,28.34,0,2.3,6.13,163.92,0,3.06,10.72,0,0,3.83,0,0,0,0,0,4.6,0,0.77,6.89,0.77,0
120,0,0,1.96,0,13.72,3.92,0,74.47,3.92,1.96,19.6,1.96,0,1.96,0,0,0,0,0,0,17.64,0,0,9.8,121.51,0,1.96,9.8,0,0,1.96,0,0,0,1.96,0,1.96,0,0,5.88,1.96,0
