stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,9,255,26,0,114,0,2,0,20,10,0,4,0,6,0,0,0,4,80,0,0,58,1351,11,2,10,21,0,2,0,57,12,2,54,303,0,0,11,0,1
 24-34,0,0,10.67,125.59,4.1,0,204.39,0,6.57,5.75,50.89,6.57,0,8.21,2.46,0,0,4.93,5.75,0,329.98,0,0.82,151.86,2357.5,12.31,0.82,19.7,0,2.46,1.64,0,0.82,0,0,30.37,435.87,0,0,72.24,0,4.93
 36-46,0,0,2.42,40.28,0.81,0,159.52,0,3.22,11.28,118.43,0.81,0,7.25,0,0,1.61,8.06,0,0,354.49,0,6.45,89.43,1266.51,14.5,3.22,22.56,0,0.81,0,0,0,0,0.81,0,293.26,0,0,35.45,0,4.83
 48-58,0.57,0,0,25.25,0,0,144.03,0,5.74,21.8,211.16,0.57,0.57,8.61,0,0.57,0.57,6.89,1.15,0.57,486.01,0.57,14.35,78.61,802.18,7.46,1.15,24.1,0,2.3,1.15,0,0,0,0.57,0,179.03,0,2.87,21.8,0,4.02
 60-70,0.98,0,0,47.11,0.98,0,111.89,0.98,13.74,14.72,192.38,2.94,0,6.87,0.98,0,4.91,4.91,1.96,0.98,624.25,1.96,26.5,67.73,669.4,10.8,1.96,21.59,0,3.93,1.96,0,0,0,0,0,71.65,0,12.76,24.54,3.93,5.89
 72-82,0,0,0,39.27,2.94,0,116.82,0,3.93,25.52,259.16,9.82,0,18.65,0,3.93,4.91,9.82,1.96,0,902.15,0,24.54,96.2,587.03,4.91,0.98,27.49,0,3.93,2.94,0,0,1.96,0,0,21.6,0,13.74,42.21,19.63,5.89
 84-94,0,1.06,0,60.54,1.06,0,138.06,0,23.36,19.12,142.31,3.19,0,6.37,0,2.12,4.25,6.37,3.19,4.25,585.18,0,31.86,53.1,337.73,5.31,4.25,38.23,0,5.31,1.06,0,0,2.12,0,0,25.49,2.12,21.24,35.05,21.24,6.37
 96-106,0,0,0,52.46,1.09,0,80.87,2.19,4.37,18.58,167.21,5.46,0,18.58,4.37,3.28,2.19,7.65,0,1.09,455.72,1.09,14.21,40.44,259,5.46,3.28,22.95,0,9.84,1.09,0,0,2.19,0,0,17.49,1.09,12.02,36.06,21.86,7.65
108-118,0,0,0,52.09,2.3,1.53,75.83,0.77,14.55,13.79,130.21,6.13,0,9.96,0,3.06,6.13,3.06,2.3,0.77,493.28,0,17.62,57.45,330.9,9.96,2.3,44.43,0,11.49,2.3,0,0,0.77,0,0,9.96,0.77,9.19,32.17,10.72,9.96
120,0,0,0,88.19,1.96,0,109.75,1.96,21.56,41.16,227.34,5.88,0,17.64,0,1.96,3.92,3.92,1.96,1.96,597.73,0,21.56,94.07,495.83,21.56,0,43.12,1.96,5.88,3.92,1.96,0,1.96,0,0,13.72,0,7.84,21.56,25.48,1.96
