stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,421.69,6760.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.45,0,0,0,0,0,0,0,0,0,0,0
  5-6,588.44,6215.45,0,6.13,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,202.28,24.52,0,0,36.78,0,85.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,68.35,0,86.75,0,2.63,0,218.18,0,0,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,2347.44,57.83,0,0,856.96,0,5.26,23.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.35,0,56.65,0,12.59,0,147.91,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,1233.61,25.18,0,0,531.84,0,6.29,18.88,0,53.5,0,0,3.15,0,0,0,0,0
 14-21,1,0,0,16,129,22,0,38,0,0,18,6,1,1,1,8,0,0,0,0,55,0,0,49,727,15,4,9,55,0,14,0,127,9,0,48,242,0,0,4,0,0
 24-34,0,0,0,0,35.3,3.28,0,142.01,0,1.64,20.52,0.82,0,0.82,2.46,0,0.82,5.75,1.64,0,115.74,0.82,1.64,35.3,1250.16,6.57,9.85,12.31,0,0.82,50.07,0,1.64,1.64,0.82,6.57,253.64,0,0,17.24,0,0
 36-46,0,0,0,0.81,14.5,0,0,346.44,0.81,0,25.78,0.81,0,0.81,1.61,0,1.61,0,0,0.81,87.82,0,2.42,33.84,839.51,3.22,8.86,8.06,0,0,13.7,0,1.61,1.61,0,0,188.53,0,0,8.86,0,1.61
 48-58,0,0,0,0,17.79,0.57,0,375.27,0.57,1.15,33.28,2.87,0,2.87,1.72,0,1.15,2.3,1.72,1.15,107.3,0,1.72,29.84,420.03,1.15,1.15,4.02,0,0,4.59,0,0,0,0,0,62.54,0,0,7.46,0,2.3
 60-70,0,0,0,0,9.82,0,0.98,277.77,1.96,0,44.17,0,0,0.98,1.96,0,0.98,0,0,0,79.5,0,5.89,19.63,189.43,0,0,4.91,0,0,5.89,0,0,0.98,0,0,12.76,0,0.98,5.89,0,0.98
 72-82,0,0,0.98,0,19.63,0,0.98,107.98,0,0.98,31.41,2.94,0,1.96,4.91,0.98,1.96,0.98,0,0,105.04,0,6.87,16.69,152.16,0.98,0.98,4.91,0,0,2.94,0,0,0.98,0,0,3.93,1.96,0,4.91,0,0
 84-94,0,0,0,0,25.49,5.31,0,81.78,0,0,22.3,6.37,0,1.06,9.56,4.25,2.12,1.06,0,0,91.34,0,10.62,12.74,122.13,1.06,4.25,2.12,0,1.06,3.19,0,0,1.06,0,0,7.43,1.06,0,9.56,1.06,0
 96-106,0,0,0,0,18.58,0,0,69.94,0,0,26.23,7.65,0,1.09,7.65,3.28,1.09,0,1.09,0,51.36,0,2.19,5.46,103.82,1.09,5.46,3.28,0,0,12.02,0,0,3.28,0,0,3.28,1.09,0,5.46,0,0
108-118,0,0,0,0,16.85,3.83,0,58.98,0,0.77,22.98,5.36,0,0,9.96,0.77,1.53,0.77,0,0,41.36,0,3.83,15.32,131.75,0,2.3,3.83,0,0.77,5.36,0,0,0.77,0,0,1.53,1.53,0,5.36,0,0
120,0,0,0,0,11.76,1.96,0,52.91,1.96,0,25.48,0,0,0,9.8,0,0,0,0,0,27.44,0,0,5.88,96.03,1.96,1.96,3.92,0,1.96,3.92,0,0,0,0,0,0,0,0,1.96,0,0
