stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,487.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,416.82,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,10.51,0,0,0,2.63,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,191.9,2.63,0,0,84.12,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,12.59,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.52,0,0,0,37.76,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,12,1,0,11,0,1,0,8,0,0,0,0,2,0,0,0,3,9,0,0,26,69,3,0,0,2,3,0,3,1,1,34,43,0,0,1,0,3
 24-34,0,0,0.82,1.64,4.93,0,0,7.39,0,0,0,6.57,0.82,0,1.64,0,1.64,0,0,1.64,3.28,13.95,0,0,18.88,139.55,0,0.82,0,0,4.1,0,0,0,2.46,2.46,41.04,0,0,0.82,0,10.67
 36-46,0,0,0,0,0.81,0,0,10.47,0,1.61,0,7.25,0,0,0,0.81,0,1.61,1.61,0,3.22,39.48,0,0.81,9.67,412.5,0.81,0.81,0,0,4.03,0,0,0,0,0,114.41,0,0,0,0,7.25
 48-58,0,0,0,0,1.15,0,0,17.79,0.57,0,0.57,11.48,0.57,0,0,0.57,0,1.15,0,0,0,20.66,0.57,0,6.89,156.07,0,0.57,0,0,2.3,0,0,0,1.15,0,35,0,0,1.15,0,3.44
 60-70,0,0,0,0,2.94,0,0,54.97,0,0.98,0,16.69,0,0,0.98,0,0.98,2.94,0,0,1.96,29.45,0,0,2.94,256.18,1.96,1.96,0,0,1.96,0,0,0,0,0,54.97,0,0,1.96,0,0.98
 72-82,0,0,1.96,0,0.98,0.98,0,40.25,0,0,0.98,28.47,0,0,0,0.98,1.96,1.96,0.98,0,0,58.9,0.98,0.98,2.94,91.29,0,1.96,0,0,2.94,0,0,0,0,0,17.67,0,0,0.98,0.98,1.96
 84-94,0,0,1.06,0,3.19,0,0,41.42,1.06,1.06,2.12,16.99,1.06,0,1.06,1.06,0,4.25,1.06,0,6.37,24.43,0,1.06,1.06,41.42,0,1.06,0,0,1.06,0,0,2.12,0,0,11.68,1.06,1.06,0,1.06,2.12
 96-106,0,0,1.09,0,5.46,0,0,30.6,0,0,1.09,31.69,2.19,0,1.09,1.09,4.37,1.09,0,0,2.19,24.04,0,1.09,2.19,38.25,1.09,4.37,1.09,0,7.65,0,0,0,0,0,7.65,0,0,2.19,1.09,2.19
108-118,0,0,0.77,0,4.6,0.77,2.3,32.17,0,0.77,0.77,19.92,1.53,0,0,1.53,0,8.43,0.77,0,0,25.28,0,2.3,2.3,60.51,0,0.77,0,0,3.06,0,0,0.77,0,0,3.06,3.06,0,1.53,1.53,0
120,0,0,0,0,3.92,0,0,25.48,0,0,1.96,25.48,0,0,0,0,0,9.8,0,0,0,15.68,0,1.96,1.96,41.16,1.96,1.96,3.92,0,1.96,0,0,0,0,0,0,3.92,0,0,1.96,1.96
