stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,300.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,5.26,0,0,0,18.4,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,118.29,18.4,0,0,113.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,28.32,0,3.15,0,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.99,15.73,0,0,100.7,0,3.15,6.29,0,15.73,0,0,0,0,0,0,0
 14-21,0,1,0,0,62,178,0,20,0,0,0,5,1,1,7,0,0,0,1,0,0,12,0,0,14,358,4,0,3,9,0,3,0,17,1,1,10,117,0,126,0,0
 24-34,0,0,0,0,10.67,27.09,0,98.5,0,0,0,9.03,0,0,12.31,0,0.82,0,0,0.82,0.82,14.78,0,0,3.28,242.97,1.64,1.64,0.82,0,0,3.28,0,0,0,0,3.28,71.41,0,485.13,0,0.82
 36-46,0,0,0,0,11.28,4.83,0,782.3,0,0.81,0,37.87,0,0,10.47,0,0,0.81,0.81,0,0,30.62,0,0.81,12.09,506.77,2.42,4.83,0,0,0.81,1.61,0,0,0.81,0,0,143.41,0.81,301.32,0,0.81
 48-58,0,0,0,0,4.02,1.72,0,1077.61,0.57,0.57,0.57,35.58,0,0,19.51,1.15,0,1.15,0.57,0,0,33.28,0.57,2.87,7.46,245.01,1.15,2.87,1.15,0,0,2.3,0,0,0.57,0,0,74.59,0,262.23,0,1.15
 60-70,0.98,0,0,0,6.87,0.98,0,872.57,0,0,4.91,122.69,0,0,15.7,0.98,0,0,3.93,0.98,0,25.52,0,3.93,1.96,202.19,0,0,4.91,0,0,1.96,0,0,0,0,0,19.63,0,234.58,0,1.96
 72-82,0,0,0,0,9.82,2.94,0,527.15,0.98,0.98,1.96,151.18,0.98,0,19.63,1.96,0.98,0.98,0,0,0,49.08,0.98,0.98,2.94,205.17,0.98,1.96,2.94,0,0.98,2.94,0,0,0,0,0,15.71,1.96,370.09,4.91,2.94
 84-94,0,0,1.06,0,8.5,0,0,331.36,0,0,1.06,107.27,2.12,0,5.31,0,0,1.06,0,0,0,41.42,0,0,1.06,110.45,0,2.12,0,0,3.19,3.19,0,0,0,0,0,11.68,3.19,366.4,4.25,0
 96-106,0,0,0,0,14.21,6.56,0,348.62,1.09,1.09,3.28,154.09,2.19,0,24.04,2.19,1.09,1.09,1.09,2.19,0,63.39,0,0,2.19,139.88,0,1.09,0,0,3.28,7.65,0,0,0,0,0,9.84,0,440.42,5.46,1.09
108-118,0.77,0,0,0,11.49,4.6,0.77,308.68,0.77,2.3,3.06,117.96,1.53,0,11.49,2.3,0.77,0,1.53,2.3,0,45.96,0,0,3.06,153.19,0,3.83,1.53,0,1.53,0.77,0,0,1.53,0,0,3.06,0.77,337.79,0.77,0
120,0,0,0,0,11.76,9.8,0,248.89,0,1.96,1.96,90.15,0,1.96,11.76,0,0,1.96,0,0,0,33.32,0,1.96,3.92,109.75,0,0,0,0,0,1.96,0,0,0,0,0,3.92,0,325.32,0,1.96
