stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,79.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.83,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.56,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,185,0,2,0,0,0,0,0,3,0,0,0,62,0,0,0,0,0
 24-34,0,0,2.46,0,0.82,0,0,25.45,0,0,0,4.1,0,0,0,0.82,0,0,0,0,18.06,0,0,3.28,768.32,0,11.49,5.75,0,0,0.82,0,0,0,0.82,0.82,171.56,0,0,4.1,0,0
 36-46,0,0,0,0,3.22,0,0,136.96,0.81,0,0,20.95,0.81,0,0,0,0,0,0,0.81,26.59,0,1.61,8.86,2022.23,0.81,16.92,1.61,0,0,1.61,0,0,0,0,0,385.92,0,0,7.25,0,0
 48-58,0,0,0,0,6.89,0.57,0,304.69,0,1.15,1.72,44.18,0,1.72,0,0,0,0,0,0.57,35,0.57,2.87,5.16,2103.57,0.57,18.36,1.72,0,0,1.72,0,0,1.15,0.57,0,365.51,0,0.57,2.87,0,1.15
 60-70,0,0,0,0,5.89,0,0,663.51,0,0,2.94,91.28,0,0.98,0.98,0,0.98,0,0.98,0,45.15,0,2.94,3.93,2836.6,0,15.7,2.94,0,0,0.98,0,0,0,0,0,386.72,0,0.98,2.94,0,1.96
 72-82,0,0,4.91,0,12.76,0,0,563.47,0.98,0,3.93,116.82,0.98,1.96,0,0,0.98,3.93,0,0.98,68.72,0,5.89,4.91,1706.13,0,18.65,9.82,0,1.96,3.93,0,0,0,0,0,181.61,1.96,4.91,5.89,5.89,2.94
 84-94,0,0,2.12,0,11.68,1.06,0,428,0,2.12,1.06,93.46,2.12,2.12,1.06,0,1.06,1.06,0,1.06,47.79,0,3.19,3.19,927.16,0,8.5,14.87,0,1.06,7.43,1.06,0,0,0,0,112.58,4.25,3.19,7.43,0,2.12
 96-106,0,0,1.09,0,10.93,1.09,2.19,399.98,0,1.09,0,79.78,2.19,1.09,1.09,1.09,0,2.19,1.09,1.09,63.39,1.09,3.28,3.28,795.59,0,20.76,17.49,0,2.19,5.46,0,0,1.09,0,0,44.81,7.65,0,8.74,3.28,1.09
108-118,0,0,1.53,0.77,13.79,0.77,0,304.09,0,0,1.53,79.66,4.6,0.77,2.3,0.77,1.53,3.06,0.77,0.77,49.79,0,3.83,2.3,877.03,0,9.19,18.38,0,0,3.83,0,0,0.77,0,0,29.11,3.06,1.53,3.83,3.83,0.77
120,0,0,1.96,0,21.56,3.92,0,329.24,3.92,1.96,3.92,101.91,1.96,0,3.92,0,0,1.96,1.96,1.96,39.2,0,3.92,9.8,1013.21,1.96,5.88,5.88,0,1.96,9.8,0,0,1.96,0,0,35.28,3.92,0,11.76,3.92,0
