stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,1,0,1,17,0,0,4,0,0,0,3,1,0,1,0,1,0,0,0,0,12,0,0,5,71,386,1,3,1,0,0,0,13,1,1,16,50,0,0,0,0,0
 24-34,1.64,0.82,1.64,60.74,3.28,0,91.12,0.82,6.57,2.46,12.31,0,0,5.75,1.64,5.75,0.82,3.28,4.93,4.1,90.29,2.46,1.64,53.36,1108.98,312.75,13.13,13.95,0,0,64.85,0,0,3.28,6.57,18.06,183.05,0,0,37.76,0,6.57
 36-46,0.81,0,0.81,25.78,1.61,0,142.6,4.83,2.42,3.22,30.62,0.81,0.81,4.83,3.22,3.22,0.81,2.42,4.03,8.86,75.73,0.81,1.61,32.23,765.39,305.35,7.25,8.06,0,0.81,51.56,0,0,4.03,1.61,0,205.45,0,0,18.53,0,8.06
 48-58,2.87,0,0,41.31,5.16,0,270.84,2.3,2.87,5.74,56.81,1.15,0.57,2.3,3.44,1.15,1.15,1.72,1.72,2.3,130.83,2.3,2.3,24.67,683.98,246.16,4.02,6.31,0,0.57,21.8,0,0,0,1.72,0,164.11,0,0.57,11.48,0,14.35
 60-70,2.94,0,0.98,67.73,9.82,0,180.6,0,6.87,4.91,25.52,3.93,0,0.98,0.98,0.98,0,1.96,1.96,0.98,96.19,0,1.96,6.87,329.79,171.77,2.94,0.98,0,0.98,23.56,0,0,1.96,0.98,0,47.11,0,1.96,4.91,0.98,8.83
 72-82,0,0.98,0,58.9,11.78,0,112.89,0,7.85,5.89,48.1,2.94,1.96,0.98,1.96,0,2.94,4.91,2.94,0.98,134.49,0.98,0.98,15.71,251.31,115.84,6.87,0,0,0,19.63,0,0,0.98,0,0,24.54,4.91,8.83,10.8,6.87,9.82
 84-94,1.06,1.06,0,158.24,6.37,0,128.51,1.06,9.56,2.12,25.49,8.5,0,0,7.43,3.19,0,1.06,2.12,3.19,100.89,2.12,6.37,4.25,112.58,174.17,1.06,1.06,0,1.06,33.99,0,0,0,0,0,15.93,6.37,11.68,8.5,12.74,3.19
 96-106,2.19,1.09,1.09,139.88,36.06,5.46,107.1,3.28,15.3,2.19,53.55,22.95,0,3.28,18.58,2.19,4.37,1.09,12.02,2.19,118.03,5.46,3.28,5.46,208.73,136.61,8.74,7.65,0,2.19,67.76,0,0,0,0,0,7.65,14.21,9.84,18.58,15.3,4.37
108-118,3.83,0,0,157.79,21.45,6.13,108.77,3.83,19.15,8.43,47.49,11.49,0,5.36,1.53,4.6,1.53,0.77,11.49,3.06,126.38,0.77,6.89,14.55,298.73,163.92,6.89,6.13,0,2.3,32.17,0.77,0,0.77,1.53,0,10.72,6.13,14.55,11.49,7.66,6.13
120,7.84,0,0,119.55,13.72,1.96,90.15,1.96,17.64,3.92,39.2,13.72,1.96,1.96,5.88,0,1.96,5.88,5.88,0,94.07,0,0,15.68,262.61,295.93,1.96,5.88,0,0,19.6,0,0,0,3.92,0,11.76,5.88,3.92,9.8,7.84,5.88
