stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,158.14,2727.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,747.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,15.77,0,0,13.14,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,139.32,7.89,0,0,42.06,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,3.15,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.03,34.62,0,0,47.2,0,0,9.44,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,2,16,3,11,0,0,0,1,2,0,2,0,0,0,0,0,0,15,0,0,24,205,29,0,0,1,0,1,0,13,2,2,33,77,0,0,2,0,0
 24-34,0,0,0.82,4.1,5.75,1.64,35.3,0,0.82,0,14.78,0.82,0,2.46,2.46,0.82,0,0.82,0,3.28,49.25,0,0,30.37,752.73,27.91,7.39,1.64,0,0,9.03,0,0,1.64,0,15.6,202.75,0,0,9.85,0,0.82
 36-46,0,0,0,0,4.83,0,123.27,0,0.81,0.81,36.26,0,0,4.83,0.81,0,0,0,0.81,1.61,82.18,1.61,0,17.72,1264.1,29,6.45,4.83,0,0,4.03,0,0,1.61,0,0,319.85,0,0,7.25,0,0
 48-58,0,0,0,0,4.59,1.72,207.72,0.57,0.57,1.72,63.12,0,0,1.72,0,1.15,0.57,1.15,0,1.72,70.58,0.57,1.15,11.48,1089.08,6.31,4.59,1.72,0,0,5.16,0,0,0.57,0.57,0,267.97,0,0.57,3.44,0,1.72
 60-70,0,0,0.98,0,2.94,0.98,488.8,0,0,0.98,99.13,1.96,0,2.94,5.89,0.98,0.98,0,0,0,116.8,0,2.94,10.8,1413.39,2.94,4.91,4.91,0,1.96,3.93,0,0,0,0,0,188.45,0,2.94,4.91,0,3.93
 72-82,0,0,6.87,0,9.82,4.91,448.62,0.98,1.96,6.87,105.04,4.91,0,3.93,5.89,1.96,0.98,2.94,0,0.98,166.88,1.96,2.94,16.69,1121.06,0.98,5.89,5.89,0,0,2.94,0,0,1.96,0,0,105.04,0.98,1.96,12.76,5.89,1.96
 84-94,0,0,4.25,0,18.05,3.19,357.91,5.31,2.12,1.06,75.4,13.81,0,0,12.74,3.19,5.31,1.06,1.06,2.12,100.89,1.06,3.19,13.81,596.87,3.19,5.31,11.68,0,1.06,15.93,0,0,2.12,0,0,69.03,1.06,4.25,10.62,4.25,3.19
 96-106,0,0,2.19,0,18.58,4.37,269.93,3.28,2.19,1.09,66.66,6.56,0,4.37,13.11,1.09,5.46,4.37,2.19,1.09,96.17,2.19,4.37,10.93,502.71,2.19,22.95,8.74,0,1.09,19.67,0,0,1.09,0,0,22.95,1.09,1.09,13.11,4.37,3.28
108-118,0,0,3.83,0,16.85,4.6,197.62,3.06,2.3,6.13,68.17,9.96,0,1.53,7.66,5.36,3.06,2.3,0,0,99.58,0,2.3,6.89,606.64,3.06,4.6,10.72,0,1.53,9.96,0,0,1.53,0.77,0,25.28,2.3,3.83,13.79,2.3,5.36
120,0,0,3.92,1.96,15.68,7.84,139.14,3.92,0,1.96,54.87,7.84,0,5.88,17.64,5.88,5.88,7.84,1.96,1.96,84.27,1.96,1.96,7.84,566.38,1.96,11.76,11.76,0,3.92,13.72,0,0,0,0,0,29.4,0,5.88,7.84,5.88,1.96
