stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,961.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,839.76,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,28.92,0,39.43,0,0,44.69,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,407.45,15.77,0,0,141.95,0,0,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,59.79,0,9.44,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,365.05,12.59,0,0,132.17,0,3.15,0,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,11,22,2,0,0,0,9,0,0,1,0,2,0,0,0,1,14,0,0,7,146,2,2,0,1,0,0,1,17,1,0,14,62,0,0,0,0,0
 24-34,0.82,0,0.82,0,5.75,0.82,28.73,0,0.82,2.46,4.93,0.82,0,0.82,1.64,0.82,0,0,0.82,0,23.8,0.82,0,13.95,403.86,1.64,13.95,3.28,0.82,0.82,0.82,0,0,1.64,1.64,2.46,90.29,0,0,4.93,0,0
 36-46,0,0,0,0,5.64,0,91.85,0,0,1.61,7.25,0.81,0,1.61,0,0,0,0.81,0,0,44.31,0.81,0,8.06,713.82,0.81,8.86,2.42,0,0.81,4.03,0,0,0,0,0,119.24,0,0,7.25,0,0.81
 48-58,0,0,0,0,4.59,0,141.73,0.57,0.57,0.57,21.8,0.57,0.57,0.57,0,0.57,0.57,0.57,0.57,1.15,49.92,1.15,2.3,5.74,751.11,0.57,4.59,2.3,0,0,3.44,0,0,0,0.57,0,123.37,0,0,5.74,0,0
 60-70,0,0,0,0,2.94,0,221.82,0.98,0,2.94,21.59,0,0,0,0.98,0.98,0.98,0.98,0,0,69.69,0,0.98,4.91,882.39,0.98,6.87,3.93,0,0.98,3.93,0,0,0,0.98,0,86.37,0.98,0.98,3.93,0.98,0.98
 72-82,0,0,2.94,0,7.85,3.93,160.01,0,0.98,2.94,26.5,2.94,0,1.96,0,0.98,0.98,0,0,0,78.53,0.98,3.93,9.82,520.28,0,7.85,4.91,0,4.91,2.94,0,0,0,0.98,0,40.25,0,2.94,2.94,0.98,2.94
 84-94,0,0,2.12,1.06,9.56,4.25,105.14,0,2.12,4.25,25.49,3.19,0,2.12,1.06,2.12,0,2.12,0,1.06,43.54,4.25,2.12,7.43,295.25,0,4.25,12.74,0,1.06,4.25,0,0,1.06,0,0,27.61,1.06,1.06,7.43,1.06,2.12
 96-106,0,0,1.09,0,6.56,2.19,67.76,1.09,1.09,3.28,18.58,3.28,0,0,1.09,4.37,0,2.19,0,1.09,46.99,0,1.09,3.28,212.01,1.09,10.93,13.11,0,0,3.28,0,0,0,0,0,13.11,1.09,2.19,17.49,2.19,1.09
108-118,0,0,0.77,0,11.49,1.53,56.68,0.77,2.3,2.3,23.74,0.77,0,0.77,0.77,0.77,0.77,0.77,0.77,0,43.66,1.53,2.3,3.83,285.7,0,4.6,5.36,0,0,2.3,0,0,0,0,0,9.19,2.3,0,8.43,0.77,0.77
120,0,0,1.96,0,5.88,1.96,56.83,0,5.88,5.88,17.64,0,0,3.92,3.92,0,0,1.96,0,0,39.2,0,1.96,3.92,301.81,0,3.92,7.84,0,0,7.84,0,0,0,0,0,1.96,1.96,1.96,9.8,1.96,0
