stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,43,52,0,6,0,0,0,3,0,1,4,1,0,0,0,1,13,40,0,0,30,53,4,0,3,3,0,2,14,2,1,18,20,0,0,24,0,6
 24-34,0.82,0,0,3.28,69.77,7.39,0,18.06,0,10.67,2.46,4.1,0.82,0,7.39,0.82,4.1,1.64,0,2.46,18.06,113.28,1.64,0.82,53.36,171.56,4.1,1.64,4.1,0,0,7.39,0,0.82,0,12.31,49.25,0,0,82.91,0,17.24
 36-46,0,0,0,0,23.36,0,0,13.7,0,2.42,14.5,8.06,1.61,0,9.67,2.42,0.81,1.61,1.61,0,7.25,142.6,0.81,3.22,45.12,107.96,3.22,0,8.06,0,0,5.64,0,2.42,0,0,44.31,0,0,40.28,0,9.67
 48-58,0,0,0,0,16.07,0.57,0,17.21,0.57,5.74,14.92,21.23,0.57,0,8.61,1.15,0.57,1.15,2.87,0.57,8.03,192.22,1.15,7.46,32.71,44.18,4.02,0.57,4.02,0,0.57,4.59,0,0,0,0,20.08,0,1.72,26.97,0,9.18
 60-70,0,0,0,0,24.54,0,0,17.67,0,6.87,14.72,23.56,0,0,8.83,7.85,2.94,1.96,4.91,0.98,0.98,343.53,0,7.85,24.54,34.35,1.96,1.96,9.82,0,0.98,12.76,0,0.98,0,0,8.83,0.98,6.87,29.45,0.98,7.85
 72-82,0,0,0,0.98,24.54,1.96,0,21.6,0.98,3.93,19.63,24.54,5.89,0,13.74,10.8,3.93,1.96,4.91,1.96,0,393.65,1.96,11.78,30.43,52.03,0.98,0.98,9.82,0,1.96,10.8,0,0.98,0,0,5.89,1.96,11.78,68.72,6.87,4.91
 84-94,0,0,1.06,0,54.16,3.19,0,33.99,0,13.81,18.05,20.18,1.06,0,9.56,14.87,8.5,5.31,7.43,2.12,7.43,349.41,4.25,9.56,31.86,44.61,4.25,1.06,18.05,0,4.25,41.42,0,0,0,0,3.19,6.37,11.68,53.1,7.43,12.74
 96-106,0,0,0,0,72.13,3.28,0,26.23,1.09,13.11,20.76,28.41,6.56,0,20.76,37.16,5.46,5.46,16.39,4.37,6.56,287.42,6.56,3.28,24.04,48.09,6.56,2.19,19.67,0,7.65,40.44,0,2.19,0,0,4.37,1.09,12.02,69.94,14.21,13.11
108-118,0,0,0,0,51.32,1.53,0.77,21.45,2.3,23.74,10.72,24.51,12.26,0,9.96,24.51,3.06,16.85,9.96,3.06,4.6,261.19,4.6,6.89,33.7,66.64,6.13,2.3,12.26,0,3.83,41.36,0,0,0,0,3.06,3.06,8.43,57.45,0.77,16.09
120,0,0,0,0,39.2,5.88,0,11.76,1.96,5.88,1.96,11.76,1.96,0,3.92,11.76,0,1.96,0,3.92,1.96,160.7,1.96,3.92,27.44,23.52,5.88,1.96,1.96,0,1.96,21.56,0,0,0,0,0,3.92,7.84,43.12,5.88,1.96
