stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,269.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,9,132,18,0,25,0,0,0,13,9,0,2,0,0,0,0,1,3,78,0,0,103,625,13,0,0,8,0,0,12,12,3,70,179,0,0,4,0,4
 24-34,0.82,0,0.82,2.46,94.4,3.28,0,59.92,0.82,3.28,4.1,44.33,4.1,0,13.13,0,4.1,3.28,2.46,3.28,13.13,315.21,0,0,197.83,1585.07,15.6,18.88,4.93,0.82,0,4.1,0,19.7,1.64,38.58,485.95,0,0,14.78,0,34.48
 36-46,0,0,0,0,25.78,0.81,0,62.04,1.61,0.81,16.92,73.32,0.81,0,7.25,3.22,0,0.81,0.81,0.81,7.25,389.94,0,7.25,95.07,2136.63,13.7,33.03,8.06,0,1.61,6.45,0,10.47,0.81,0,509.99,0,0.81,4.03,0,16.92
 48-58,0,0,0,0,26.4,0,0,225.51,2.3,3.44,24.67,162.39,0,0.57,12.62,1.15,0,4.59,1.15,1.15,10.33,440.68,0.57,15.49,85.5,2775.49,5.16,21.8,10.33,0,2.3,2.3,0,7.46,1.15,0,439.53,0,1.72,5.74,0,40.74
 60-70,0,0,0,0,25.52,0,0,503.52,2.94,8.83,24.54,171.77,1.96,0.98,12.76,1.96,3.93,1.96,1.96,0,4.91,529.04,0.98,14.72,54.97,3359.75,6.87,28.46,6.87,0,5.89,5.89,0,9.82,0,0,310.16,0,8.83,4.91,5.89,25.52
 72-82,0,0,0.98,0,29.45,2.94,0,618.45,1.96,0.98,36.32,198.3,7.85,0,15.71,5.89,2.94,8.83,0,0,6.87,713.67,2.94,24.54,75.59,2914.55,3.93,49.08,24.54,0,3.93,9.82,0,3.93,0.98,0,140.38,1.96,9.82,11.78,21.6,25.52
 84-94,0,0,1.06,0,53.1,3.19,0,549.07,2.12,4.25,18.05,140.19,4.25,0,11.68,3.19,2.12,14.87,3.19,2.12,18.05,503.41,0,32.92,42.48,1531.46,3.19,43.54,32.92,0,7.43,9.56,0,7.43,0,0,88.15,1.06,14.87,5.31,16.99,22.3
 96-106,0,0,0,0,53.55,7.65,2.19,416.37,5.46,4.37,26.23,154.09,4.37,0,19.67,6.56,5.46,10.93,5.46,3.28,18.58,402.17,2.19,25.14,40.44,1293.93,2.19,65.57,33.88,0,10.93,7.65,0,7.65,2.19,0,37.16,1.09,14.21,4.37,19.67,29.51
108-118,0,0,1.53,0,45.19,3.83,0,307.15,3.83,5.36,19.92,144,14.55,0,7.66,3.83,1.53,18.38,2.3,0.77,26.04,392.17,0.77,18.38,42.89,1449.2,9.19,49.02,24.51,0,6.89,9.19,0,6.13,1.53,0,27.57,3.06,7.66,11.49,14.55,29.87
120,0,0,1.96,1.96,41.16,5.88,0,260.65,3.92,7.84,15.68,121.51,7.84,1.96,11.76,3.92,0,5.88,3.92,1.96,11.76,346.88,3.92,17.64,50.95,1512.95,5.88,23.52,15.68,0,9.8,9.8,1.96,7.84,0,0,27.44,0,7.84,7.84,19.6,13.72
