stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,303.09,4862.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,410.69,4713.69,0,18.39,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,42.91,12.26,0,0,36.78,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,31.54,0,42.06,0,0,0,84.12,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,1075.14,42.06,0,0,399.56,0,28.92,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,44.06,0,0,0,28.32,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,380.78,15.73,0,0,103.85,0,18.88,0,0,12.59,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,4,164,8,0,27,0,3,0,1,9,7,3,0,49,0,1,6,0,24,7,0,7,132,7,3,17,5,0,248,0,21,6,1,15,34,0,0,4,0,0
 24-34,0,0,3.28,4.93,86.19,3.28,0,46.79,0,4.93,0.82,6.57,6.57,3.28,4.1,2.46,132.16,0.82,16.42,7.39,2.46,55,35.3,0.82,15.6,330.81,6.57,50.89,31.19,0,0,508.11,0,0,40.22,0.82,11.49,73.88,0,0,50.07,0,3.28
 36-46,0,0,1.61,0.81,43.51,0.81,0,62.04,0.81,5.64,6.45,12.89,2.42,1.61,1.61,3.22,51.56,0,11.28,1.61,0,107.15,24.98,1.61,9.67,361.75,4.83,57.2,24.17,0,0,372.22,0,0,23.36,0.81,0,87.01,0,0,40.28,0,1.61
 48-58,0,0,1.15,1.15,49.35,1.15,0,102.71,0,12.05,8.03,35,8.03,2.87,3.44,7.46,26.4,1.72,16.64,1.15,1.15,159.52,22.95,5.16,18.36,328.22,3.44,38.44,31.56,0,1.15,245.59,0,0,19.51,0,0,71.15,0,1.15,40.17,0,1.72
 60-70,0.98,0,2.94,0,70.67,0.98,0,253.23,0,14.72,7.85,64.78,10.8,0.98,0,13.74,30.43,3.93,25.52,3.93,0,296.42,12.76,5.89,10.8,376.9,3.93,45.15,34.35,0,0,181.58,0,0,17.67,0.98,0,50.06,2.94,1.96,62.82,0.98,0.98
 72-82,0,0,8.83,0.98,76.57,9.82,0.98,369.1,0,15.71,19.63,94.24,49.08,3.93,1.96,22.58,65.77,1.96,34.36,5.89,1.96,502.61,38.28,22.58,20.61,419.17,0.98,79.51,83.44,0,1.96,158.05,0,0,37.3,0.98,0,44.17,18.65,6.87,115.84,14.72,2.94
 84-94,1.06,0,5.31,3.19,121.07,7.43,8.5,271.88,1.06,24.43,10.62,62.66,98.77,3.19,1.06,25.49,105.14,4.25,44.61,9.56,2.12,306.93,25.49,23.36,18.05,258.08,4.25,81.78,95.58,0,2.12,330.29,0,0,55.23,1.06,0,18.05,76.47,4.25,109.39,14.87,3.19
 96-106,0,0,10.93,1.09,132.23,10.93,7.65,209.83,0,21.86,8.74,61.2,98.36,0,4.37,40.44,86.33,4.37,66.66,12.02,1.09,249.17,24.04,21.86,5.46,209.83,4.37,138.79,102.73,0,1.09,301.63,1.09,0,57.92,0,0,12.02,92.89,4.37,103.82,19.67,1.09
108-118,0,0,4.6,2.3,115.66,4.6,18.38,174.64,0,25.28,6.13,41.36,90.38,0,1.53,29.87,84.26,2.3,45.19,20.68,6.13,235.92,16.85,12.26,7.66,239.75,6.89,91.15,82.72,0,2.3,199.15,0,0,41.36,0.77,0,11.49,102.64,2.3,83.49,7.66,0.77
120,0,0,7.84,1.96,113.67,1.96,9.8,148.94,3.92,27.44,5.88,52.91,96.03,0,3.92,50.95,68.59,0,37.24,13.72,3.92,221.46,17.64,15.68,13.72,256.73,1.96,54.87,97.99,0,1.96,168.54,1.96,0,52.91,0,0,7.84,37.24,3.92,76.43,19.6,1.96
