stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,632.54,10028.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.41,0,0,0,0,0,0,0,0,0,0,0
  5-6,986.87,13926.53,0,18.39,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,447.46,55.17,0,0,190.02,0,300.35,0,0,0,0,0,0,0,0,0,0,0
  7-9,178.75,333.85,0,554.66,0,5.26,0,1154.01,0,0,0,0,336.48,0,0,0,0,0,0,0,0,0,0,0,10541.14,278.64,0,0,4040.33,0,15.77,44.69,0,2.63,0,0,0,0,0,0,0,0
 10-12,6.29,280.08,0,380.78,0,50.35,0,909.47,0,0,0,0,81.82,0,0,0,0,0,3.15,0,0,0,0,0,7514.96,169.94,0,0,3077.74,0,18.88,47.2,18.88,320.99,0,18.88,22.03,0,0,0,0,0
 14-21,1,0,1,29,255,85,0,163,0,0,47,17,2,3,0,9,0,1,1,1,123,2,0,85,1955,89,12,17,73,0,51,8,233,10,4,160,591,0,0,8,0,0
 24-34,0,0,0,9.85,94.4,36.12,0,428.49,0.82,2.46,52.53,2.46,0,3.28,4.1,9.85,4.1,4.93,5.75,1.64,270.88,0.82,0.82,83.73,2216.31,16.42,14.78,36.12,0,0,97.68,1.64,1.64,2.46,0,13.13,455.58,0,0,29.55,0,3.28
 36-46,0,0,0,1.61,52.37,3.22,0,568,4.83,1.61,44.31,3.22,0,1.61,2.42,2.42,5.64,6.45,3.22,0,217.53,0,6.45,66.87,1196.42,5.64,4.03,10.47,0,0,39.48,1.61,3.22,1.61,0,0,270.7,0,0,14.5,0,6.45
 48-58,0,0,0,0,59.1,2.87,0,616.84,1.72,4.02,49.92,3.44,0,1.72,5.16,1.72,2.87,4.02,2.87,0,222.64,0.57,14.35,52.79,514.7,2.87,4.02,5.74,0,0.57,14.35,0,0,0.57,0,0,86.64,0,0,12.05,0.57,4.59
 60-70,0,0,0,0,65.76,2.94,0,443.65,3.93,3.93,70.67,8.83,0,1.96,5.89,1.96,1.96,2.94,1.96,0,184.53,0.98,11.78,28.46,396.53,3.93,1.96,4.91,0,0.98,9.82,0,0,1.96,0,0,31.41,0,0,10.8,0.98,0.98
 72-82,0,0,0,0,37.3,3.93,0,160.99,0,6.87,51.05,12.76,0,5.89,3.93,3.93,3.93,1.96,2.94,1.96,140.38,0,7.85,37.3,251.31,2.94,1.96,9.82,0,0.98,12.76,0,0,1.96,0,0,8.83,2.94,2.94,18.65,0.98,0
 84-94,0,0,0,0,56.29,7.43,1.06,148.69,0,4.25,44.61,16.99,0,0,5.31,4.25,1.06,1.06,4.25,1.06,120.01,1.06,8.5,24.43,192.23,2.12,4.25,9.56,0,0,20.18,0,0,3.19,0,0,5.31,4.25,1.06,21.24,0,1.06
 96-106,0,0,0,0,44.81,7.65,0,99.45,1.09,1.09,31.69,10.93,0,4.37,10.93,3.28,2.19,1.09,2.19,0,80.87,1.09,2.19,14.21,139.88,2.19,3.28,10.93,0,0,28.41,1.09,0,2.19,0,0,6.56,1.09,0,16.39,1.09,2.19
108-118,0,0,0,0,25.28,11.49,0.77,83.49,1.53,2.3,38.3,7.66,0,1.53,15.32,2.3,3.06,2.3,6.89,1.53,70.47,0,4.6,16.85,174.64,3.83,5.36,6.13,0,2.3,17.62,0.77,0,1.53,0.77,0,5.36,3.06,0,7.66,1.53,0.77
120,0,0,0,1.96,35.28,29.4,0,92.11,5.88,0,56.83,9.8,0,0,17.64,0,7.84,3.92,0,0,74.47,0,1.96,29.4,207.74,0,3.92,3.92,0,0,13.72,0,0,0,0,0,1.96,0,0,7.84,3.92,0
