stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,18.88,28.32,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3,8,2,0,2,0,0,0,0,1,2,0,0,3,0,0,0,5,3,0,0,0,45,40,2,2,1,0,8,4,2,1,8,35,0,0,1,0,2
 24-34,0,0.82,0,13.95,0.82,0,23.8,0,3.28,0.82,2.46,0,0.82,1.64,2.46,9.03,9.03,0.82,0,5.75,19.7,0.82,0,5.75,234.76,11.49,11.49,2.46,0,0,51.71,0,3.28,0,3.28,76.34,0,0,7.39,0,9.85
 36-46,0,0,0,4.03,0,0,42.7,0,0.81,0.81,4.03,0.81,0.81,0,4.03,3.22,22.56,0.81,0,12.89,24.98,0.81,0,6.45,453.59,3.22,8.06,4.03,0,0,37.06,0,4.03,0.81,0,107.15,0,0,4.83,0,29
 48-58,0,0,0,6.31,0.57,0,91.81,0,1.15,2.87,27.54,0.57,0,0.57,2.3,2.3,52.79,1.15,1.15,11.48,53.94,1.15,1.72,10.33,469.37,2.3,4.59,1.72,0,0,28.69,0,2.87,0,0,133.12,0,0,2.87,0,59.1
 60-70,0,0.98,0,8.83,0.98,0,131.52,0,3.93,3.93,40.24,1.96,0,0.98,3.93,0.98,91.28,0,0,2.94,55.95,0,0.98,3.93,386.72,3.93,2.94,1.96,0,0.98,26.5,0,1.96,0,0,68.71,0,0,7.85,0,27.48
 72-82,0,0.98,0,7.85,0,0,143.32,0.98,0.98,5.89,55.95,4.91,0,0,3.93,1.96,87.37,0,2.94,0.98,57.92,0.98,2.94,4.91,275.85,0,5.89,8.83,0,0,25.52,0,7.85,0,0,31.41,2.94,3.93,3.93,4.91,32.39
 84-94,0,1.06,0,15.93,0,0,95.58,0,4.25,0,24.43,8.5,0,0,10.62,3.19,125.32,0,3.19,7.43,36.11,0,0,1.06,118.95,1.06,3.19,4.25,0,0,43.54,0,27.61,0,0,16.99,2.12,2.12,9.56,3.19,14.87
 96-106,0,1.09,1.09,13.11,0,2.19,63.39,0,1.09,2.19,29.51,14.21,1.09,1.09,6.56,4.37,92.89,3.28,18.58,5.46,24.04,1.09,2.19,2.19,87.43,1.09,4.37,5.46,0,0,44.81,0,30.6,0,0,5.46,1.09,2.19,7.65,4.37,10.93
108-118,0,0,0,14.55,0.77,0,45.96,0.77,0,0,21.45,9.96,0,0.77,4.6,4.6,114.89,1.53,26.04,4.6,19.15,0.77,0.77,2.3,108.77,0.77,5.36,6.13,0,0.77,34.47,0,40.6,0,0,2.3,0.77,0.77,3.83,0,8.43
120,0,0,0,5.88,1.96,1.96,21.56,0,0,0,5.88,9.8,0,0,9.8,1.96,64.67,0,17.64,0,19.6,0,0,5.88,107.79,0,9.8,3.92,0,0,33.32,0,7.84,0,0,5.88,1.96,0,1.96,0,0
