stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1357.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,496.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,2.63,0,0,0,0,2.63,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,70.98,31.54,0,0,10.51,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,18.88,0,3.15,0,3.15,0,0,0,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,154.2,94.41,0,0,62.94,0,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,3,123,24,0,13,0,1,0,8,10,3,0,1,0,0,0,1,0,20,0,0,17,71,45,0,4,4,0,0,0,10,7,2,9,112,0,0,19,0,0
 24-34,0,0,3.28,50.89,5.75,0,12.31,0,13.13,1.64,14.78,1.64,0.82,5.75,0.82,0,0,0,0,0,50.89,0,0,40.22,70.59,13.13,0.82,3.28,0,0,1.64,0,0,1.64,0,3.28,54.18,0,0,71.41,0,0
 36-46,0,0,0,12.89,0,0,6.45,0,10.47,1.61,12.89,1.61,0,8.06,0.81,0,0,0,0,0,78.15,0,1.61,24.98,55.59,13.7,0,2.42,0,1.61,0,0,0,1.61,1.61,0,33.03,0,0,41.09,0,0
 48-58,0.57,0,0,11.48,0,0,6.89,0.57,5.16,4.02,16.07,0.57,0,6.89,1.15,0,0,0,0,1.15,68.28,0,3.44,16.64,30.99,4.02,0,4.59,0,1.72,0.57,0,0,1.72,0,0,14.92,0,0,29.26,0,0.57
 60-70,0,0,0,12.76,0,0,11.78,0,9.82,5.89,53,1.96,0,2.94,8.83,0,0,0,0,0,157.04,0,4.91,11.78,35.33,5.89,0,5.89,0,0,0,0,0,0.98,0,0,9.82,0,5.89,34.35,0,0
 72-82,0,0,0,15.71,0,0,17.67,0,0.98,7.85,86.39,1.96,0,7.85,6.87,0,0.98,0,0.98,0,136.45,0,7.85,5.89,32.39,1.96,0.98,10.8,0,1.96,0,0,0,1.96,0,0,6.87,0.98,2.94,53.01,8.83,0
 84-94,0,0,0,44.61,0,1.06,14.87,0,10.62,4.25,49.92,5.31,0,9.56,19.12,3.19,1.06,1.06,2.12,0,122.13,0,6.37,3.19,21.24,5.31,0,7.43,0,0,2.12,0,0,1.06,0,0,3.19,3.19,5.31,53.1,6.37,0
 96-106,0,0,0,33.88,1.09,1.09,12.02,2.19,8.74,4.37,61.2,7.65,0,3.28,14.21,0,1.09,0,0,0,83.06,0,5.46,6.56,25.14,2.19,0,6.56,0,2.19,1.09,1.09,0,3.28,0,0,2.19,1.09,2.19,48.09,3.28,0
108-118,0,0,0,24.51,1.53,3.83,16.85,0.77,9.96,3.06,47.49,2.3,0,1.53,17.62,0,3.06,0,1.53,0,57.45,0,3.83,4.6,15.32,0.77,0,7.66,0,1.53,0,0,0,0.77,0,0,0.77,1.53,3.06,28.34,2.3,0
120,0,0,0,23.52,0,0,15.68,0,15.68,0,31.36,9.8,0,1.96,19.6,0,1.96,3.92,0,0,62.71,1.96,0,1.96,11.76,9.8,1.96,7.84,0,0,0,0,0,1.96,0,0,1.96,5.88,0,13.72,3.92,1.96
