stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,421.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,128.72,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,2.63,0,10.51,0,0,7.89,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,89.38,7.89,0,0,36.8,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,9.44,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,251.76,3.15,0,0,103.85,0,3.15,3.15,0,18.88,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,12,2,2,0,0,0,1,3,1,3,0,0,0,0,0,0,9,0,0,9,53,2,1,2,2,0,5,1,14,0,0,36,24,0,0,1,0,0
 24-34,0,0,0,0,15.6,0,11.49,0.82,0.82,0.82,4.1,0.82,0,1.64,0.82,0,0,0,0,0.82,15.6,0,0,13.13,169.1,1.64,5.75,2.46,0,0,17.24,0,0,0,0.82,4.1,56.64,0,0,1.64,0,2.46
 36-46,0,0,0,0,0.81,1.61,17.72,0.81,0,0,4.83,0,0,0,0,0.81,0.81,0,0,2.42,14.5,0,0,4.83,153.08,0,5.64,1.61,0,0,12.89,0,0,1.61,0,0,36.26,0,0,0,0,3.22
 48-58,0,0,0.57,0,3.44,0,37.87,1.15,0,1.15,12.62,0,1.15,0.57,0,0,0.57,0.57,0,4.02,13.77,0,0.57,2.87,167.55,0,2.87,0.57,0,0,10.33,0,0,0.57,0,0,37.3,0,0,2.87,0,2.3
 60-70,0,0,0,0,5.89,0,69.69,0.98,0.98,0,30.43,1.96,0.98,0,0.98,0,0.98,0,0,0.98,15.7,0,0,2.94,243.42,4.91,3.93,1.96,0,0,5.89,0,0,1.96,0.98,0,24.54,0,0,0,0,1.96
 72-82,0,0,1.96,0,4.91,4.91,100.13,0,2.94,2.94,29.45,2.94,0.98,0,1.96,2.94,0,0,0.98,1.96,39.27,0.98,1.96,0.98,211.06,0,17.67,2.94,0,1.96,7.85,0,0,0,0,0,24.54,2.94,1.96,4.91,0.98,3.93
 84-94,0,0,1.06,0,12.74,2.12,63.72,0,3.19,1.06,35.05,4.25,0,1.06,1.06,2.12,6.37,2.12,0,3.19,22.3,1.06,0,5.31,111.51,1.06,4.25,3.19,0,0,38.23,0,0,1.06,1.06,0,9.56,2.12,0,3.19,3.19,0
 96-106,0,0,1.09,0,18.58,1.09,37.16,1.09,2.19,1.09,30.6,6.56,0,0,1.09,2.19,1.09,3.28,0,0,14.21,4.37,2.19,2.19,87.43,0,7.65,3.28,0,0,18.58,0,0,0,0,0,6.56,0,0,5.46,0,2.19
108-118,0.77,0,0,0,8.43,0.77,32.94,0.77,3.06,1.53,14.55,3.06,0,0,0.77,2.3,5.36,1.53,0.77,3.83,13.79,0,0.77,3.06,81.96,0.77,4.6,2.3,0,0,21.45,0,0,1.53,0.77,0,2.3,0,0,0.77,0,3.83
120,0,0,1.96,0,17.64,0,29.4,0,1.96,1.96,33.32,0,0,0,7.84,0,0,0,1.96,1.96,11.76,0,0,3.92,109.75,3.92,19.6,3.92,0,0,25.48,0,0,1.96,0,0,5.88,0,0,1.96,0,1.96
