stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,421.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,600.7,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,23.66,0,23.66,0,2.63,84.12,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,570.43,28.92,0,0,197.15,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,31.47,0,9.44,78.67,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,626.25,25.18,0,0,280.08,0,0,3.15,22.03,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,51,9,17,0,0,0,6,3,0,1,0,1,0,0,0,0,27,0,0,19,367,6,5,0,1,0,1,26,2,0,35,167,0,0,3,0,0
 24-34,0,0,0.82,0.82,18.88,0.82,90.29,0,0.82,9.03,31.19,1.64,0,1.64,0.82,0.82,0,4.1,0.82,0,79.62,0,0,32.01,1849.39,6.57,10.67,8.21,0.82,0,7.39,0,1.64,0,9.03,477.74,0,0,13.95,0,0.82
 36-46,0,0,0.81,0.81,7.25,0.81,165.16,0,0,6.45,56.4,0,0,3.22,0.81,0,0,3.22,0,1.61,118.43,0,2.42,33.03,2497.57,3.22,9.67,4.03,0,0,6.45,0,0,0,0,755.72,0,0.81,10.47,0,0.81
 48-58,0,0,0,0.57,6.89,0,227.8,0.57,0,9.75,79.19,0.57,0,0.57,0,0.57,0,0.57,0,0,105.58,0,2.87,16.07,1299.09,2.3,4.02,4.02,0,0,2.3,0,0,0,0,467.08,0,0.57,3.44,0,1.15
 60-70,0,0,0.98,0,13.74,0,303.29,0,3.93,5.89,53.98,0,0,2.94,3.93,0.98,0,0.98,1.96,0.98,133.49,0,4.91,18.65,961.89,1.96,3.93,3.93,0,0,0.98,0,0.98,0.98,0,226.73,0,4.91,3.93,0.98,0.98
 72-82,0,0,0,0,9.82,6.87,167.86,0,3.93,5.89,53.01,0.98,0,1.96,2.94,2.94,1.96,1.96,0,0.98,123.69,0,3.93,13.74,590.96,0,0.98,10.8,0,0.98,1.96,0,0,0,0,61.84,0.98,5.89,10.8,2.94,0.98
 84-94,0,0,1.06,0,19.12,7.43,128.51,0,4.25,7.43,55.23,0,1.06,1.06,11.68,1.06,1.06,0,0,1.06,104.08,1.06,7.43,11.68,331.36,1.06,2.12,3.19,0,3.19,14.87,0,2.12,0,0,55.23,2.12,3.19,9.56,0,0
 96-106,0,0,3.28,0,9.84,4.37,79.78,0,1.09,8.74,29.51,2.19,0,1.09,7.65,2.19,2.19,1.09,3.28,2.19,72.13,0,2.19,6.56,234.96,0,2.19,6.56,0,0,4.37,0,0,0,0,20.76,1.09,4.37,8.74,5.46,3.28
108-118,0,0,0.77,0,17.62,1.53,59.75,0,4.6,6.89,28.34,2.3,0,0.77,9.19,2.3,2.3,1.53,0,1.53,62.81,0.77,0.77,3.06,246.64,0.77,2.3,3.83,0,0,1.53,0,0.77,0,0,8.43,0.77,3.83,4.6,0.77,6.13
120,0,0,0,0,7.84,1.96,62.71,0,1.96,5.88,23.52,3.92,0,1.96,7.84,3.92,0,1.96,0,0,64.67,1.96,3.92,13.72,211.66,0,1.96,1.96,0,0,7.84,0,0,0,0,11.76,0,9.8,13.72,1.96,0
