stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,737.96,13929.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.76,0,0,0,0,0,0,0,0,0,0,0
  5-6,1066.56,12964.18,0,24.52,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,294.22,30.65,0,0,91.94,0,190.02,0,0,0,0,0,0,0,0,0,0,0
  7-9,162.98,223.44,0,404.82,0,0,0,788.61,0,0,0,0,0,249.73,0,0,0,0,0,0,0,0,0,0,0,6811,220.81,0,0,2683.92,0,26.29,34.17,0,0,0,0,0,0,0,0,0,0
 10-12,0,251.76,0,405.96,0,44.06,0,774.15,0,0,0,0,0,132.17,0,0,0,0,0,6.29,0,0,0,0,0,7461.46,135.32,0,0,2454.64,0,15.73,12.59,6.29,283.23,0,9.44,18.88,0,0,0,0,0
 14-21,1,1,6,76,1257,147,0,479,0,7,0,111,26,6,5,4,38,0,1,3,4,395,2,0,297,5400,88,39,75,197,0,44,4,663,45,4,647,1744,0,0,20,0,6
 24-34,0,0,5.75,37.76,561.47,37.76,0,1241.13,0,31.19,9.85,171.56,9.03,2.46,16.42,15.6,20.52,8.21,22.16,13.13,12.31,856.97,14.78,3.28,344.76,8947.33,50.89,106.71,111.64,0,0.82,79.62,0,4.93,18.88,4.1,100.14,2122.73,0,0,110.82,0,25.45
 36-46,0,0,0.81,2.42,220.75,19.34,0,2518.52,0.81,20.95,17.72,297.29,9.67,0,12.89,15.31,9.67,4.03,18.53,12.09,10.47,880.6,5.64,13.7,261.04,9371.55,25.78,82.18,71.7,0,0.81,55.59,0.81,1.61,17.72,2.42,3.22,2284.88,0,1.61,70.9,0,12.89
 48-58,0.57,0,1.15,4.02,165.26,4.59,0,3237.41,2.87,22.38,35.58,442.98,8.03,5.16,17.21,13.77,8.61,8.61,23.53,5.74,6.31,1039.73,4.02,36.15,184.19,6803.03,12.62,45.33,44.76,0,2.87,28.69,0,1.15,5.74,3.44,0,1444.27,0,2.3,51.07,0.57,17.79
 60-70,0.98,0,2.94,0,197.29,8.83,0,3800.45,4.91,29.45,23.56,406.35,22.58,1.96,16.69,20.61,6.87,20.61,14.72,5.89,0,1192.55,6.87,39.26,125.63,5992.19,14.72,30.43,34.35,0,7.85,34.35,0,0,7.85,3.93,0,815.64,3.93,17.67,51.04,6.87,19.63
 72-82,0,0,14.72,0,231.67,41.23,0.98,2580.79,2.94,18.65,48.1,464.33,38.28,1.96,21.6,37.3,16.69,15.71,31.41,4.91,0,1376.29,8.83,30.43,169.83,4548.04,7.85,41.23,46.14,0.98,4.91,38.28,0.98,0,7.85,0.98,0,434.88,16.69,25.52,112.89,21.6,16.69
 84-94,0,0,12.74,4.25,390.83,52.04,4.25,2011.5,4.25,46.73,42.48,346.22,69.03,6.37,16.99,60.54,30.8,24.43,29.74,8.5,11.68,1109.83,5.31,53.1,151.87,2635.98,21.24,40.36,71.16,0,10.62,83.9,0,0,16.99,2.12,0,299.49,44.61,29.74,92.4,25.49,11.68
 96-106,2.19,0,9.84,3.28,339.88,48.09,4.37,1469.88,4.37,29.51,34.97,373.75,66.66,0,21.86,69.94,22.95,28.41,43.71,7.65,6.56,904.88,10.93,37.16,111.47,2107.01,16.39,59.01,92.89,0,10.93,87.43,1.09,0,10.93,1.09,0,122.4,29.51,26.23,112.56,29.51,14.21
108-118,0,0,9.19,2.3,248.17,42.89,3.83,1090.73,3.06,42.89,26.04,287.24,48.26,0,11.49,80.43,26.04,29.11,19.15,14.55,6.89,694.73,11.49,19.15,114.13,2768.19,16.85,39.83,53.62,0,11.49,59.75,0,0,9.19,3.83,0,86.55,35.23,9.96,78.13,16.09,15.32
120,7.84,0,1.96,1.96,205.78,58.79,0,862.31,0,31.36,21.56,225.38,37.24,0,5.88,88.19,13.72,19.6,17.64,13.72,3.92,474.27,3.92,17.64,97.99,2194.96,17.64,33.32,50.95,0,9.8,66.63,0,0,15.68,1.96,0,60.75,13.72,15.68,66.63,7.84,5.88
