stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86,0,0,0,7.89,0,5.26,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,3.15,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.94,0,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,14,6,6,0,0,0,46,0,0,3,1,0,0,0,0,0,8,0,0,0,206,1,2,3,5,0,1,0,4,19,27,47,281,0,0,13,0,0
 24-34,0,0,0,0,12.31,0,13.95,0,0,0.82,66.49,0,0,1.64,2.46,0,0,0,0,0,9.85,0.82,0,2.46,614.82,0.82,11.49,4.1,0,0,2.46,0,0,18.06,0,3.28,319.31,0,0,27.91,0,0.82
 36-46,0,0,0,0,0.81,0,55.59,0,0,0,64.45,0,0,1.61,5.64,0,1.61,0.81,0,1.61,3.22,0,0,0,1305.18,0.81,13.7,3.22,0,0,3.22,0,0,6.45,0,0,393.17,0,0,12.89,0,1.61
 48-58,0,0,0,0,4.59,0.57,215.75,1.15,0.57,1.15,106.15,0,0,0.57,7.46,0.57,6.89,2.3,0,2.3,12.62,0,0,3.44,1282.45,1.15,13.77,4.59,0,0,0,0,0,3.44,0,0,311.58,0,0,6.31,0,2.3
 60-70,0.98,0,0.98,0.98,3.93,0,641.92,0,0.98,0.98,143.3,0,0.98,1.96,8.83,0,29.45,2.94,0,0.98,15.7,0,0.98,0.98,1411.43,0.98,20.61,9.82,0,0.98,2.94,0,0,3.93,0,0,245.38,0,0,11.78,0,1.96
 72-82,0,0,3.93,0,6.87,3.93,904.11,0,0.98,2.94,234.62,0.98,0,5.89,19.63,0.98,33.38,4.91,0.98,0,27.49,0.98,1.96,0,1180.94,0,20.61,23.56,0,0,4.91,0,0,0.98,0,0,132.52,0,0.98,43.19,0.98,0
 84-94,0,0,1.06,0,10.62,1.06,655.28,0,0,5.31,142.31,0,0,5.31,16.99,0,55.23,7.43,1.06,0,20.18,0,3.19,2.12,605.36,1.06,11.68,35.05,0,0,2.12,1.06,0,7.43,0,0,71.16,0,1.06,32.92,2.12,2.12
 96-106,0,0,1.09,0,10.93,2.19,478.67,1.09,0,2.19,139.88,3.28,0,10.93,21.86,1.09,76.5,9.84,1.09,0,20.76,0,3.28,1.09,505.99,0,24.04,42.62,0,0,3.28,1.09,0,4.37,0,0,32.79,1.09,1.09,36.06,2.19,1.09
108-118,0,0,1.53,1.53,9.19,2.3,396.77,0.77,0.77,1.53,144,1.53,0,3.83,23.74,0,113.36,5.36,1.53,0,18.38,0,3.06,2.3,543.07,0,18.38,26.04,0,0,0,0,0,3.06,0,0,20.68,0.77,0,37.53,0,3.06
120,0,0,0,0,7.84,3.92,276.33,1.96,0,0,141.1,0,1.96,0,31.36,1.96,66.63,7.84,0,0,25.48,1.96,7.84,3.92,593.82,0,13.72,35.28,0,0,0,0,0,3.92,0,0,37.24,0,3.92,31.36,0,1.96
