stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,31.54,0,0,0,10.51,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,18.88,0,9.44,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,3.15,0,0,9.44,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,40,15,0,2,0,0,0,1,1,0,1,2,2,0,0,0,0,10,1,0,6,14,0,1,65,0,0,7,0,6,11,42,4,0,0,6,0,0
 24-34,0,0,0.82,0.82,36.12,5.75,0,11.49,5.75,2.46,0,0,0.82,0,5.75,9.85,13.13,0,2.46,1.64,9.85,28.73,0.82,1.64,32.01,58.28,2.46,1.64,105.07,0,1.64,13.13,0.82,65.67,3.28,41.04,9.03,0,0,18.88,0,20.52
 36-46,0,0,0,0,16.92,0.81,0,40.28,7.25,2.42,0.81,0.81,2.42,2.42,4.03,15.31,14.5,0.81,2.42,0,8.06,22.56,3.22,3.22,16.92,50.76,3.22,0.81,73.32,0,0.81,12.89,0,37.06,2.42,0.81,12.09,0,0,5.64,0,38.67
 48-58,0,0,0,0,16.64,0.57,0,55.09,8.61,2.3,1.72,2.3,0,6.31,1.72,19.51,16.07,0.57,0.57,2.3,12.62,26.97,8.03,1.15,11.48,32.71,2.87,1.72,77.46,0,0.57,6.31,0,36.15,0,0,8.03,0,0,2.3,0,28.69
 60-70,0,0,0,0,37.3,1.96,0,90.3,3.93,4.91,1.96,0.98,1.96,1.96,0,22.58,30.43,3.93,3.93,1.96,3.93,41.22,7.85,2.94,6.87,32.39,3.93,1.96,63.8,0,0.98,8.83,0,22.58,0,0,0,0,0,4.91,0.98,31.41
 72-82,0,0,2.94,0,25.52,2.94,0,195.35,2.94,5.89,4.91,8.83,8.83,0,2.94,32.39,73.62,1.96,3.93,4.91,4.91,84.42,5.89,1.96,5.89,47.12,2.94,7.85,109.95,0,0.98,10.8,0,30.43,0.98,0,2.94,0.98,2.94,10.8,7.85,22.58
 84-94,1.06,0,0,1.06,88.15,0,2.12,194.35,5.31,12.74,1.06,4.25,12.74,1.06,4.25,54.16,121.07,0,2.12,13.81,8.5,58.41,7.43,7.43,7.43,30.8,7.43,4.25,158.24,0,0,23.36,0,44.61,1.06,0,2.12,2.12,3.19,8.5,7.43,20.18
 96-106,0,0,0,2.19,128.96,3.28,0,219.66,4.37,14.21,3.28,5.46,18.58,0,3.28,55.74,201.08,5.46,1.09,10.93,13.11,54.64,16.39,6.56,10.93,50.27,2.19,6.56,144.26,0,1.09,22.95,0,39.34,2.19,0,1.09,1.09,1.09,5.46,3.28,36.06
108-118,0,0,0,0,127.92,5.36,4.6,185.36,1.53,18.38,1.53,3.83,20.68,0,0,42.13,202.98,10.72,3.83,19.15,12.26,58.98,18.38,3.06,17.62,37.53,4.6,5.36,147.06,0,0.77,13.02,0,17.62,0.77,0,1.53,3.83,2.3,12.26,3.83,32.94
120,0,0,0,1.96,146.98,1.96,0,180.3,1.96,11.76,0,9.8,25.48,0,0,56.83,103.87,5.88,5.88,9.8,7.84,43.12,5.88,1.96,9.8,25.48,3.92,1.96,113.67,0,0,15.68,0,13.72,0,0,1.96,0,0,11.76,1.96,11.76
