stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,2582.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,1023.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,18.39,0,30.65,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,0,0,5.26,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,84.12,0,0,0,21.03,0,2.63,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,75.53,0,0,0,9.44,0,3.15,6.29,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,1,1,0,0,5,1,1,1,0,0,98,1,2,3,2,1,0,0,0,0,0
 24-34,0,0,0.82,0,8.21,0,0,2.46,0,0,0,0,4.1,0,0,10.67,74.7,0,1.64,2.46,0,0.82,19.7,0,0.82,59.1,0.82,39.4,0.82,0,0,306.18,0,0.82,6.57,0,4.93,0,0,0,0,0
 36-46,0,0,0.81,0,0.81,0,0,2.42,0,0,0,0.81,1.61,0,0,28.2,21.75,0,2.42,2.42,0,2.42,14.5,0,0,84.6,0,41.89,0,0,0,280.37,1.61,0,4.83,0,2.42,0,0,0,0,0
 48-58,0,0,0,0,9.75,0,0,6.89,0.57,1.72,0.57,2.87,2.87,1.15,0,33.28,9.18,0,0.57,1.15,0,4.59,6.31,0,1.72,44.76,0.57,35,0,0,0,231.82,0,0,0.57,0,5.16,0,0,1.15,0,0
 60-70,0,0,0.98,0.98,35.33,0,0,9.82,0.98,7.85,0,2.94,30.43,1.96,0,36.32,15.7,0,3.93,0.98,0,6.87,8.83,0,0,30.43,0,49.08,2.94,0,0,255.2,0.98,0,1.96,0,6.87,6.87,0,0.98,0,1.96
 72-82,0,0,15.71,0,111.91,2.94,0.98,17.67,0.98,5.89,0,2.94,126.63,1.96,0,66.75,40.25,0,15.71,2.94,0,16.69,28.47,0,0.98,82.46,0,94.24,2.94,0,0,325.91,0.98,0,0,0,3.93,43.19,0.98,7.85,1.96,0
 84-94,0,0,15.93,7.43,246.39,5.31,7.43,19.12,1.06,23.36,1.06,3.19,267.63,3.19,0,99.83,61.6,1.06,11.68,7.43,0,13.81,23.36,1.06,0,63.72,0,117.89,6.37,0,0,891.05,0,0,7.43,0,2.12,172.05,0,5.31,1.06,0
 96-106,0,0,24.04,7.65,384.68,9.84,1.09,37.16,0,39.34,2.19,14.21,427.3,0,0,135.51,104.91,2.19,29.51,13.11,0,37.16,31.69,3.28,0,107.1,1.09,180.32,9.84,0,2.19,1104.87,2.19,0,2.19,0,1.09,255.73,1.09,8.74,0,2.19
108-118,0,0,15.32,13.79,352.34,3.06,3.06,29.87,0.77,44.43,2.3,12.26,446.56,0,0.77,107.23,101.11,0.77,25.28,12.26,0.77,21.45,29.11,0.77,2.3,90.38,1.53,117.19,4.6,0,0,835.67,0,0,3.06,0,1.53,257.36,0,8.43,2.3,1.53
120,0,0,3.92,3.92,188.14,1.96,3.92,11.76,1.96,41.16,0,3.92,188.14,0,0,101.91,31.36,0,9.8,9.8,0,19.6,27.44,0,5.88,62.71,0,50.95,5.88,0,0,484.07,0,0,0,0,3.92,99.95,3.92,9.8,0,0
