stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,159.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,7.89,0,0,0,18.4,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,160.35,5.26,0,0,76.23,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,3.15,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.64,9.44,0,0,113.29,0,0,3.15,0,18.88,0,0,0,0,0,0,0
 14-21,0,0,1,0,5,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,87,1,0,3,0,0,0,0,11,3,9,27,0,0,1,0,0
 24-34,0,0,0.82,0,5.75,0,0,25.45,0,0,0,3.28,0.82,0,1.64,0,0,0,3.28,1.64,0,20.52,0,0,13.13,279.09,2.46,2.46,3.28,0,0,7.39,0,0,1.64,4.93,55,0,0,4.1,0,0
 36-46,0,0,0,0.81,0.81,0,0,37.87,0,0.81,2.42,12.09,0,0,0.81,0.81,0,0,0.81,0,0.81,28.2,0,0.81,5.64,324.68,0,3.22,1.61,0,0,4.03,0,0,0.81,0,58.81,0,0,1.61,0,0.81
 48-58,0,0,0,0,2.87,0,0,52.22,0,0,2.87,17.79,0,0,0.57,0,0,0,0,0,2.3,44.76,0,2.3,10.9,289.77,0,1.72,2.3,0,0.57,0.57,0,0,0,0,76.89,0,0,2.87,0,1.15
 60-70,0,0,0,0,1.96,0,0,94.23,0.98,0.98,2.94,21.59,0,0,2.94,0,0.98,0.98,0.98,0,0,49.08,0,0,6.87,323.9,0,0.98,1.96,0,0,5.89,0,0,0,0,58.89,0,3.93,1.96,0,0.98
 72-82,0,0,0.98,0,3.93,3.93,0,107.98,0,0.98,1.96,34.36,0.98,0,0,1.96,0.98,0.98,1.96,0,0.98,101.11,0,1.96,6.87,305.3,0.98,1.96,3.93,0,0.98,7.85,0,0,0.98,0,30.43,0.98,0,10.8,0,1.96
 84-94,0,0,0,0,4.25,3.19,0,65.85,0,2.12,3.19,27.61,3.19,0,1.06,2.12,5.31,2.12,1.06,0,0,49.92,0,0,7.43,129.57,1.06,0,3.19,0,0,14.87,0,0,2.12,0,22.3,3.19,1.06,7.43,1.06,0
 96-106,0,0,0,0,9.84,1.09,0,52.46,0,1.09,1.09,32.79,4.37,0,1.09,1.09,1.09,0,1.09,1.09,1.09,52.46,1.09,1.09,3.28,115.84,0,3.28,3.28,0,0,5.46,0,0,0,0,6.56,1.09,1.09,2.19,1.09,2.19
108-118,0,0,0.77,0,6.89,1.53,0.77,36,0,1.53,3.83,18.38,3.83,0,1.53,0,1.53,1.53,0,1.53,1.53,40.6,0.77,0.77,3.83,134.04,0.77,2.3,3.06,0,0,9.19,0,0,3.06,0,6.89,0.77,0,8.43,0,2.3
120,0,0,0,0,9.8,1.96,0,25.48,1.96,1.96,3.92,13.72,1.96,0,1.96,3.92,1.96,1.96,1.96,1.96,0,50.95,1.96,3.92,5.88,121.51,0,5.88,1.96,0,0,5.88,0,0,1.96,0,9.8,0,0,3.92,0,0
