stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,245.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,18.4,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,155.09,7.89,0,0,39.43,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,3.15,0,28.32,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,355.61,15.73,0,0,94.41,0,0,0,0,12.59,0,6.29,0,0,0,0,0,0
 14-21,0,0,1,4,29,5,0,6,0,0,0,3,3,0,0,0,1,0,0,1,0,11,0,0,8,121,10,1,1,7,0,5,3,13,1,1,16,59,0,0,3,0,1
 24-34,0,0,0.82,0.82,13.13,0.82,0,49.25,0,0.82,0.82,7.39,0,0,0.82,2.46,4.93,0.82,0,3.28,7.39,32.83,0,0,17.24,348.04,3.28,6.57,2.46,0,0.82,22.16,0,0,4.1,0,5.75,103.43,0,0,12.31,0,6.57
 36-46,0,0,0.81,0,5.64,0,0,88.62,0,0,1.61,24.17,0,0,0,4.03,0.81,3.22,0.81,0,11.28,41.89,0.81,0.81,9.67,512.41,2.42,12.89,3.22,0,0,17.72,0,0,0,0,0,130.52,0,0,8.86,0,12.89
 48-58,0.57,0,0,0,6.89,0,0,128.53,0.57,0.57,4.02,40.17,1.15,0,1.72,4.02,1.15,3.44,0.57,0.57,11.48,64.27,1.15,1.15,10.9,479.13,1.15,5.16,1.72,0,0,14.92,0,0,1.15,0,0,115.91,0,0.57,9.75,0,10.33
 60-70,0,0,0.98,0,6.87,0.98,0,246.36,1.96,0.98,4.91,63.8,0.98,0,0.98,9.82,4.91,8.83,1.96,0,2.94,89.32,2.94,1.96,5.89,618.36,0,3.93,1.96,0,0,19.63,0,0,1.96,0,0,80.48,1.96,0.98,7.85,0,8.83
 72-82,0,0,1.96,0,14.72,8.83,0,226.76,0,1.96,2.94,67.73,1.96,0,4.91,5.89,0,11.78,5.89,0.98,5.89,92.28,0.98,4.91,7.85,413.28,0,6.87,4.91,0,1.96,15.71,0,0,1.96,0,0,47.12,1.96,3.93,15.71,1.96,3.93
 84-94,0,0,3.19,0,18.05,7.43,0,149.75,0,4.25,1.06,29.74,6.37,0,0,13.81,3.19,14.87,4.25,0,6.37,59.47,3.19,0,6.37,219.84,1.06,4.25,4.25,0,0,58.41,0,0,4.25,0,0,21.24,4.25,2.12,8.5,1.06,9.56
 96-106,0,0,2.19,0,17.49,7.65,1.09,123.49,2.19,2.19,4.37,56.83,9.84,0,0,13.11,9.84,13.11,4.37,1.09,5.46,50.27,3.28,1.09,5.46,179.23,0,5.46,17.49,0,0,38.25,0,0,6.56,2.19,0,12.02,0,4.37,12.02,4.37,6.56
108-118,0,0,0.77,0.77,13.02,5.36,1.53,95.75,0.77,5.36,2.3,47.49,12.26,0,0.77,16.85,8.43,19.92,3.83,2.3,12.26,52.85,1.53,0.77,8.43,206.04,0.77,6.13,9.96,0,0,41.36,0,0,3.06,2.3,0,8.43,0,0.77,10.72,0.77,4.6
120,1.96,0,3.92,0,25.48,3.92,0,86.23,0,5.88,5.88,31.36,11.76,0,0,25.48,1.96,9.8,13.72,5.88,5.88,27.44,0,0,5.88,194.02,0,3.92,3.92,0,0,41.16,0,0,1.96,0,0,7.84,0,0,13.72,0,3.92
