stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,672.07,8605.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.63,0,0,0,0,0,0,0,0,0,0,0
  5-6,484.24,6442.25,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,153.24,12.26,0,0,73.56,0,177.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.06,36.8,0,44.69,0,0,0,39.43,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,1004.17,70.98,0,0,578.32,0,0,21.03,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,22.03,0,3.15,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.26,50.35,0,0,330.43,0,0,25.18,3.15,28.32,0,6.29,3.15,0,0,0,0,0
 14-21,0,0,0,7,27,4,0,3,0,0,0,0,6,1,3,0,0,0,0,0,8,1,0,12,26,44,1,1,5,0,0,1,26,5,54,146,14,0,0,4,0,0
 24-34,0,0,2.46,0.82,14.78,0,0,7.39,0,4.93,0.82,1.64,0,0,4.1,0,4.1,0,0.82,2.46,9.85,0.82,0,10.67,64.85,21.34,10.67,4.1,0,0,0.82,0,0,18.88,0.82,15.6,26.27,0,0,13.95,0,0
 36-46,0,0,0,0,8.06,0.81,0,26.59,0,2.42,0,0,1.61,0,2.42,0.81,1.61,0,0,0,16.11,0,0.81,3.22,149.85,10.47,9.67,4.83,0,0,0,0,0,7.25,1.61,0,22.56,0,0,12.89,0,0
 48-58,0,0,0,0,11.48,0,0,57.95,0,1.72,0,3.44,1.72,0,2.3,1.72,1.15,0.57,0.57,0.57,21.23,0,2.3,2.3,203.7,13.2,3.44,2.87,0,0.57,0.57,0,0,4.02,1.15,0,43.61,0,0,15.49,0,0.57
 60-70,0,0,0,0,13.74,0,0,107.97,0,6.87,1.96,1.96,2.94,0,4.91,1.96,1.96,0,0,0,32.39,0,0.98,2.94,272.86,11.78,1.96,6.87,0,0,0,0,0,1.96,0,0,31.41,0,1.96,20.61,0.98,0
 72-82,0,0,0,0,15.71,0,0,184.55,0.98,0,0,12.76,1.96,0,7.85,5.89,1.96,1.96,2.94,1.96,58.9,0.98,1.96,2.94,314.13,5.89,4.91,17.67,0,0.98,4.91,0,0,5.89,1.96,0,28.47,0,4.91,37.3,1.96,0.98
 84-94,0,0,0,0,30.8,1.06,0,106.2,1.06,5.31,1.06,9.56,5.31,0,3.19,11.68,6.37,1.06,1.06,3.19,41.42,1.06,2.12,1.06,163.55,7.43,2.12,19.12,0,0,4.25,0,0,14.87,0,0,19.12,1.06,0,26.55,0,0
 96-106,0,0,0,2.19,21.86,1.09,1.09,96.17,0,3.28,0,6.56,2.19,0,4.37,4.37,3.28,0,0,3.28,19.67,0,1.09,4.37,122.4,2.19,8.74,21.86,0,2.19,7.65,0,0,6.56,0,0,6.56,0,3.28,36.06,3.28,0
108-118,0,0,0,2.3,39.83,0,1.53,75.06,0,6.13,0,6.89,3.06,0,2.3,11.49,2.3,0,1.53,3.83,26.81,0,0,1.53,125.62,3.83,3.83,21.45,0,2.3,1.53,0,0,8.43,0,0,4.6,0,0,20.68,0,0.77
120,1.96,0,0,5.88,60.75,0,1.96,107.79,1.96,13.72,1.96,15.68,0,0,0,9.8,3.92,1.96,3.92,0,27.44,0,1.96,0,207.74,9.8,0,27.44,0,0,1.96,0,0,15.68,0,0,15.68,0,0,15.68,0,0
