stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,159.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,2.63,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,254,0,1,0,0,2,0,1,6,0,3,119,0,0,0,0,0
 24-34,0,0,1.64,0.82,7.39,0.82,0,18.88,0,0.82,0,3.28,0,0,1.64,0,0,0,0,1.64,0.82,7.39,0,0,5.75,1076.14,0.82,30.37,1.64,0,9.03,0,0,5.75,0,0,372.67,0,0,6.57,0,0.82
 36-46,0,0,0.81,0,1.61,0,0,182.89,2.42,0.81,0,10.47,0,0,0.81,1.61,0.81,0,0.81,0,1.61,12.09,0,0,0,2661.93,1.61,33.03,1.61,0,4.83,0,0,0.81,0.81,0,613.92,0,0,3.22,0,1.61
 48-58,0,0,0,0,20.66,0.57,0,616.84,1.72,1.72,1.72,48.77,0.57,0,0.57,0.57,1.72,1.15,0,2.3,3.44,62.54,1.72,1.72,10.33,3973.02,2.3,22.38,1.72,0,10.9,0,0,1.72,1.15,0,736.19,0,0.57,5.16,0,4.59
 60-70,0,0,0,0,17.67,3.93,0,734.18,0,2.94,3.93,53,0,0,0.98,0.98,1.96,2.94,2.94,0.98,0,52.02,0.98,1.96,5.89,4523.83,2.94,14.72,2.94,0,11.78,0,0,0,2.94,0,556.52,0,0,5.89,0.98,4.91
 72-82,0,0,0.98,0,23.56,13.74,0,720.54,0,3.93,3.93,69.7,5.89,0,2.94,0.98,0,0.98,0.98,0.98,2.94,100.13,0.98,1.96,5.89,3395.57,0.98,12.76,3.93,0,5.89,0,0,2.94,3.93,0,248.36,0.98,2.94,6.87,0.98,1.96
 84-94,0,0,1.06,0,39.3,5.31,0,514.03,1.06,0,3.19,70.09,1.06,0,1.06,4.25,2.12,3.19,0,4.25,0,48.85,3.19,3.19,5.31,1691.83,4.25,9.56,2.12,0,7.43,0,0,0,1.06,0,124.26,0,0,4.25,1.06,4.25
 96-106,0,0,1.09,0,31.69,6.56,3.28,326.76,1.09,1.09,3.28,53.55,1.09,1.09,0,6.56,1.09,3.28,2.19,8.74,1.09,48.09,0,0,4.37,1288.47,1.09,12.02,4.37,0,20.76,0,0,1.09,2.19,0,67.76,1.09,1.09,5.46,3.28,1.09
108-118,0,0,0,0,22.98,3.06,2.3,219.83,0,0.77,1.53,31.4,4.6,0,0,5.36,2.3,0.77,0,6.13,0,40.6,0,0.77,3.83,1492.86,0,11.49,0.77,0,8.43,0,0,0,0.77,0,31.4,0.77,0.77,3.06,0.77,1.53
120,0,0,1.96,0,27.44,11.76,0,266.53,1.96,1.96,1.96,47.03,1.96,0,0,3.92,1.96,0,0,5.88,0,19.6,1.96,0,7.84,1910.79,0,9.8,1.96,0,1.96,0,0,0,0,0,68.59,0,0,0,0,1.96
