stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,5.26,0,0,0,23.66,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,118.29,7.89,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,25.18,0,3.15,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.75,9.44,0,0,119.58,0,0,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,9,79,21,0,85,0,0,0,11,4,0,1,0,3,0,1,0,2,74,0,0,63,1220,47,9,36,19,0,1,62,1,4,106,529,0,0,4,0,0
 24-34,0,0,0.82,6.57,26.27,3.28,0,119.84,0,0.82,2.46,36.94,1.64,0,0.82,0,1.64,0.82,1.64,2.46,1.64,123.13,0,0,53.36,2205.64,7.39,14.78,45.15,0,0.82,4.1,0,0.82,0.82,30.37,565.57,0,0,19.7,0,0.82
 36-46,0,0,0,0,4.03,0,0,398.81,0.81,0,2.42,107.96,0,0,0.81,0,0.81,0.81,0.81,0.81,2.42,88.62,0,2.42,31.42,3586.03,6.45,12.89,16.11,0,0,1.61,0,0.81,1.61,0.81,672.73,0,0,12.09,0,0.81
 48-58,0,0,0,0,15.49,1.15,0,836.03,1.72,2.3,4.02,224.36,0.57,0.57,1.72,0.57,0.57,1.15,0.57,0,0,91.81,0,5.16,25.82,3715.39,2.3,10.33,14.35,0,0.57,2.87,0,0,0,0,788.98,0,0,8.61,0,2.3
 60-70,0.98,0,0.98,0,11.78,0.98,0,1020.78,0,1.96,3.93,187.47,0,0,1.96,1.96,0,1.96,3.93,0,0,81.47,0.98,4.91,15.7,2858.19,0,9.82,10.8,0,0.98,3.93,0,0.98,0.98,0,467.2,0,0.98,3.93,0,2.94
 72-82,0,0,1.96,0,22.58,3.93,0,740.17,0,0.98,4.91,194.37,0.98,0,0,0.98,2.94,4.91,0.98,0,0.98,84.42,0,2.94,19.63,2047.75,0.98,9.82,18.65,0,0,0.98,0,0,0,0,210.08,2.94,4.91,6.87,1.96,1.96
 84-94,0,0,2.12,0,14.87,2.12,0,432.25,2.12,1.06,2.12,115.76,3.19,0,2.12,2.12,1.06,2.12,2.12,0,1.06,60.54,0,4.25,24.43,948.4,0,6.37,9.56,0,0,2.12,0,0,0,0,129.57,2.12,2.12,4.25,3.19,0
 96-106,0,0,0,0,13.11,2.19,0,315.83,2.19,0,2.19,119.12,2.19,0,2.19,0,1.09,0,0,1.09,0,40.44,1.09,2.19,21.86,737.67,0,9.84,21.86,0,0,4.37,0,0,0,0,49.18,4.37,0,3.28,4.37,3.28
108-118,0,0,0,0,13.79,1.53,3.06,259.66,1.53,0.77,1.53,94.21,1.53,0,2.3,4.6,0,0.77,0.77,0.77,0,35.23,0.77,0.77,13.02,800.43,0,12.26,14.55,0,0.77,2.3,0,0.77,0,0,34.47,1.53,0,3.06,0.77,1.53
120,0,0,0,0,5.88,3.92,0,229.29,1.96,0,1.96,66.63,0,0,0,1.96,1.96,0,1.96,1.96,0,25.48,0,0,17.64,585.98,0,5.88,9.8,0,0,1.96,0,0,0,0,31.36,1.96,0,1.96,0,1.96
