stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,289.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,0,0,7.89,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,94.63,2.63,0,0,47.32,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,0,12.59,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,122.73,3.15,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,1,0,0,4,21,4,0,4,0,0,0,1,1,0,1,0,1,0,0,0,0,9,0,0,7,92,5,1,0,0,0,3,20,2,2,21,40,0,0,0,0,0
 24-34,0,0,0.82,3.28,14.78,0,0,25.45,0,0,1.64,3.28,0.82,0,1.64,0,2.46,0.82,0,1.64,0.82,23.8,0,0,12.31,264.32,2.46,4.93,3.28,0,0.82,17.24,0,1.64,0.82,9.85,65.67,0,0,9.03,0,1.64
 36-46,0,0,0,0.81,1.61,0,0,53.17,0,1.61,1.61,10.47,0,0,1.61,0.81,0.81,1.61,0.81,0,1.61,35.45,0,0,12.89,347.24,0,3.22,4.03,0,0,22.56,0,2.42,0,0,70.09,0,0,6.45,0,1.61
 48-58,0,0,0,0,4.59,0.57,0,98.12,1.15,2.87,1.72,25.82,0.57,0,2.3,0.57,0.57,1.15,0.57,0.57,1.72,52.79,1.15,1.15,6.89,327.07,1.15,0.57,2.87,0,0,13.2,0,0.57,0,0,51.64,0,0,1.15,0,0
 60-70,0,0,0,0,11.78,1.96,0,178.64,0.98,0.98,2.94,34.35,1.96,1.96,0.98,0,1.96,0,1.96,0.98,0.98,60.85,1.96,1.96,1.96,476.04,0,1.96,0.98,0,0,16.69,0,1.96,0,0,42.21,0,1.96,2.94,0,1.96
 72-82,0,0,2.94,0.98,8.83,11.78,0,154.12,0.98,0.98,5.89,33.38,1.96,0,4.91,2.94,0.98,1.96,3.93,1.96,0.98,88.35,0,6.87,5.89,393.65,1.96,1.96,5.89,0,0.98,11.78,0,0,0,0,13.74,2.94,0.98,8.83,3.93,0.98
 84-94,0,0,1.06,0,12.74,9.56,0,112.58,0,5.31,1.06,27.61,3.19,0,1.06,7.43,1.06,3.19,0,0,1.06,56.29,4.25,4.25,7.43,224.09,1.06,3.19,4.25,0,0,46.73,0,1.06,0,0,22.3,2.12,4.25,10.62,2.12,1.06
 96-106,0,0,2.19,0,24.04,15.3,1.09,78.68,0,1.09,2.19,41.53,3.28,0,1.09,6.56,5.46,2.19,4.37,1.09,1.09,68.85,1.09,2.19,4.37,192.34,1.09,0,7.65,0,1.09,36.06,0,2.19,0,0,4.37,3.28,2.19,13.11,3.28,3.28
108-118,0,0,1.53,0,20.68,7.66,0.77,72,0.77,6.89,2.3,21.45,4.6,0,0,5.36,5.36,4.6,6.13,2.3,1.53,60.51,0.77,3.06,6.89,208.34,0.77,4.6,9.96,0,2.3,38.3,0,2.3,0.77,0,8.43,5.36,0.77,4.6,2.3,1.53
120,0,0,1.96,0,21.56,1.96,0,62.71,1.96,5.88,7.84,35.28,3.92,0,1.96,1.96,1.96,1.96,1.96,1.96,0,29.4,1.96,3.92,3.92,203.82,1.96,0,5.88,0,0,35.28,0,0,0,0,3.92,3.92,1.96,7.84,0,1.96
