stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,56.65,0,9.44,0,0,0,28.32,0,0,0,0,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,896.89,31.47,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,235,7,0,13,0,0,0,8,0,2,0,0,0,0,0,0,1,44,0,0,7,671,4,0,107,1,0,15,0,6,0,4,318,0,0,0,0,0
 24-34,0,0,0,0,172.38,0.82,0,18.06,0,1.64,0.82,55,0.82,0,0,0.82,2.46,0,0.82,0,0,124.77,0.82,0,11.49,618.1,5.75,1.64,98.5,0,0,73.88,0,0,3.28,4.93,284.84,0,0,2.46,0,0
 36-46,0,0,0.81,0,62.04,0.81,0,24.98,0.81,1.61,0,62.84,0,0,1.61,0,0,0,0,0.81,0,254.59,0.81,0,12.89,803.25,2.42,0.81,66.87,0,0,55.59,0,0,3.22,0,219.14,0,0,0,0,0.81
 48-58,0,0.57,0,0,37.3,0.57,0,44.18,1.15,4.59,1.15,64.27,0.57,0,0,1.72,0,0,0.57,0,0.57,249.03,0.57,0,10.9,741.93,1.15,0.57,63.12,0,0.57,35,0.57,0,1.15,0,165.26,0,0,0.57,0,0
 60-70,0,0,0,0,47.11,0.98,0,34.35,0,0.98,7.85,35.33,0,0,0,0,0,0,0,0.98,0.98,266.97,1.96,0.98,13.74,564.38,0,0,53,0,6.87,35.33,0,0,0.98,0,80.48,0.98,0,1.96,0,1.96
 72-82,0,0,0,0,54.97,0.98,0,54.97,0,0.98,16.69,49.08,1.96,0,0,1.96,0,0.98,0.98,0.98,0,334.75,0,0.98,9.82,306.28,0,0,65.77,0,5.89,21.6,0.98,0,2.94,0,56.94,9.82,0,0.98,0,0.98
 84-94,0,0,1.06,0,118.95,0,0,52.04,0,5.31,10.62,39.3,3.19,0,1.06,1.06,0,2.12,0,0,0,234.71,2.12,1.06,6.37,201.79,1.06,0,80.71,0,6.37,50.98,0,0,6.37,0,40.36,47.79,1.06,0,0,1.06
 96-106,0,0,1.09,0,101.63,4.37,0,40.44,0,3.28,6.56,46.99,4.37,0,0,0,0,0,1.09,2.19,0,274.3,2.19,0,1.09,156.28,0,1.09,108.19,0,12.02,27.32,0,0,4.37,0,51.36,81.96,0,0,0,1.09
108-118,0,0,0,0,103.41,0.77,0,26.04,0,3.83,11.49,30.64,2.3,0,0,0.77,0,0,1.53,0.77,0,242.81,2.3,1.53,3.83,193.02,0.77,1.53,90.38,0,3.06,25.28,0,0,5.36,0,22.21,80.43,1.53,0,0,0
120,0,0,0,0,82.31,3.92,1.96,29.4,1.96,3.92,1.96,37.24,0,0,0,1.96,0,0,1.96,0,0,195.98,3.92,1.96,3.92,195.98,0,0,70.55,0,1.96,21.56,0,0,0,0,23.52,21.56,1.96,0,1.96,0
