stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,1950.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,1250.45,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,85.81,0,0,0,30.65,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,47.32,34.17,0,52.57,0,0,0,184.01,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,1238.12,52.57,0,0,496.83,0,0,18.4,0,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,94.41,0,12.59,0,217.14,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,1689.92,62.94,0,0,579.04,0,3.15,12.59,9.44,59.79,3.15,0,0,0,0,0,0
 14-21,0,0,7,10,300,57,0,168,0,4,0,99,8,1,2,0,1,0,0,0,2,161,1,0,95,2031,40,11,41,52,0,3,13,194,77,66,912,0,0,10,0,2
 24-34,0,0.82,3.28,8.21,110.82,9.03,0,166.63,0,7.39,2.46,94.4,3.28,0,6.57,0,0,2.46,9.85,2.46,3.28,255.29,0,0.82,109.99,2327.95,9.03,24.63,23.8,0,0.82,4.93,0,0,15.6,11.49,712.5,0,0,27.09,0,9.03
 36-46,0,0,4.03,0,31.42,1.61,0,145.83,0,5.64,9.67,102.32,0.81,0,3.22,0.81,0,0,5.64,0.81,2.42,241.7,0.81,6.45,66.06,1602.48,4.83,32.23,16.92,0,0,6.45,4.03,0,8.86,0,572.83,0,0,19.34,0,1.61
 48-58,0.57,0,1.15,0.57,20.66,0.57,0,138.86,0,6.31,11.48,139.43,0.57,0,4.02,0,0.57,1.15,3.44,0,2.3,228.37,0.57,11.48,48.77,576.1,1.15,25.25,5.74,0,0.57,2.3,0,0,1.72,0,262.23,0,1.15,8.61,0.57,2.3
 60-70,0.98,0,1.96,0.98,18.65,0.98,0,198.27,0.98,8.83,6.87,139.38,2.94,0,3.93,0,2.94,0.98,4.91,0,0.98,261.08,0.98,10.8,22.58,478.98,2.94,26.5,10.8,0,2.94,0.98,0,0,0.98,0,113.86,0,5.89,8.83,2.94,1.96
 72-82,0,0,6.87,0,30.43,4.91,0,196.33,0.98,3.93,14.72,212.04,10.8,0,5.89,2.94,2.94,2.94,8.83,3.93,0.98,464.33,0,21.6,46.14,483.96,0.98,53.01,15.71,0,2.94,1.96,0.98,0,4.91,0,83.44,0.98,12.76,18.65,14.72,6.87
 84-94,0,0,6.37,1.06,55.23,8.5,0,140.19,0,12.74,19.12,116.82,12.74,0,5.31,0,3.19,5.31,6.37,1.06,1.06,319.67,3.19,22.3,29.74,339.85,1.06,47.79,12.74,0,3.19,9.56,0,0,4.25,0,54.16,6.37,9.56,21.24,16.99,3.19
 96-106,0,0,10.93,0,54.64,10.93,1.09,134.42,1.09,15.3,15.3,139.88,14.21,0,9.84,3.28,4.37,5.46,8.74,1.09,0,283.05,1.09,14.21,31.69,306,2.19,79.78,26.23,0,1.09,2.19,2.19,0,5.46,0,36.06,5.46,8.74,16.39,32.79,4.37
108-118,0.77,0,7.66,0.77,58.98,6.13,1.53,111.06,0,24.51,16.85,140.17,12.26,0,5.36,5.36,3.83,3.83,8.43,2.3,0.77,309.45,0,9.96,35.23,432,3.06,71.23,22.98,0,3.83,1.53,1.53,0,6.13,0,29.11,3.83,6.89,16.85,13.79,3.06
120,0,0,3.92,0,43.12,9.8,0,86.23,1.96,9.8,15.68,99.95,9.8,0,3.92,1.96,3.92,3.92,3.92,5.88,0,152.86,1.96,13.72,19.6,299.85,1.96,19.6,11.76,0,5.88,1.96,0,0,1.96,0,23.52,1.96,7.84,19.6,13.72,1.96
