stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.86,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.44,6.29,0,0,18.88,0,3.15,3.15,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,13,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,72,0,1,0,2,0,1,2,11,2,53,39,77,0,0,0,0,0
 24-34,0,0,0.82,0,3.28,0,7.39,24.63,0,0,3.28,0,0.82,0.82,0,0.82,0,0.82,0,0,11.49,0,0,21.34,518.78,0.82,4.1,2.46,0,0,5.75,0,0,0.82,76.34,29.55,293.87,0,0,2.46,0,0
 36-46,0,0,0.81,0,0.81,0,32.23,51.56,0,0.81,16.92,0,0,1.61,0.81,0.81,0,0,0,0.81,17.72,0,0,11.28,1169.03,0,5.64,0,0,0,4.03,0,0,0,60.43,8.06,551.08,0,0.81,1.61,0,1.61
 48-58,0,0,0,0,5.16,1.15,129.11,52.79,0,0.57,44.18,0,0,0.57,0,0.57,0.57,0.57,0,0,22.95,0.57,0.57,14.92,1379.43,0,1.72,1.15,0,0.57,6.31,0,0,0,49.35,0,555.44,0,0,2.3,0,3.44
 60-70,0,0,0,0,6.87,0.98,348.44,76.56,0.98,0.98,57.91,1.96,0,0,0.98,0,0,0,0.98,0,37.3,0.98,2.94,17.67,1875.69,0.98,2.94,1.96,0,0.98,2.94,0,0,0,43.19,0,496.65,0.98,0,1.96,0,2.94
 72-82,0,0,3.93,0,14.72,0.98,529.12,71.66,0.98,0.98,63.81,2.94,0,0.98,1.96,1.96,1.96,0,0.98,0,56.94,0,7.85,20.61,1818.04,0,3.93,2.94,0.98,0,7.85,0,0,0,37.3,0,313.15,0.98,3.93,2.94,2.94,0
 84-94,0,0,2.12,0,14.87,4.25,336.67,101.96,0,1.06,61.6,5.31,0,0,3.19,1.06,3.19,2.12,0,0,55.23,0,4.25,22.3,963.27,0,3.19,3.19,0,1.06,12.74,0,0,0,57.35,0,174.17,1.06,0,1.06,6.37,0
 96-106,0,0,1.09,0,21.86,4.37,279.77,234.96,6.56,3.28,57.92,6.56,0,3.28,5.46,0,2.19,3.28,2.19,0,56.83,1.09,6.56,36.06,846.96,1.09,1.09,5.46,0,1.09,21.86,0,0,1.09,71.04,0,91.8,1.09,4.37,0,5.46,2.19
108-118,0,0,3.06,0,11.49,2.3,225.19,224.43,0.77,2.3,37.53,9.96,0,1.53,3.06,1.53,1.53,0.77,0.77,1.53,36,0,7.66,36.77,897.71,0,2.3,4.6,0,0,9.19,0,0,0.77,76.6,0,54.38,0.77,2.3,3.83,2.3,1.53
120,0,0,0,0,25.48,0,172.46,141.1,1.96,0,37.24,11.76,0,3.92,7.84,0,1.96,1.96,0,0,43.12,0,11.76,35.28,993.61,0,3.92,3.92,0,5.88,3.92,0,1.96,0,27.44,0,94.07,0,1.96,5.88,3.92,0
