stage,endocrine_pancreas,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,glial,gut,immune,iridophores,liver,melanocytes,mesenchyme,mucous,muscle,neural,periderm,pronephros,spinal_cord,vasculature,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0
 60-70,1.96,0,0,0,0,0,0,4.91,0,0,2.94,0,0,0,0,0.98,0,0,0,0,0,0
 72-82,22.58,1.96,0.98,0,4.91,0,0,79.51,0,0.98,48.1,0,3.93,0.98,0,18.65,0.98,0,0,0.98,0,0
 84-94,25.49,0,0,1.06,3.19,0,1.06,181.61,0,1.06,227.28,0,2.12,0,0,10.62,1.06,1.06,0,0,0,0
 96-106,29.51,2.19,2.19,0,9.84,1.09,6.56,351.9,1.09,1.09,296.16,0,5.46,0,2.19,64.48,7.65,0,3.28,0,1.09,2.19
108-118,23.74,3.06,0,6.13,3.83,1.53,1.53,474.13,0,0,432,0.77,8.43,0,0,69.7,3.83,0,0.77,3.06,0.77,0
120,27.44,0,1.96,5.88,3.92,0,0,266.53,0,0,182.26,0,0,0,3.92,58.79,3.92,0,0,0,0,0
