stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,122.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,7.89,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.78,2.63,0,0,36.8,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,132.17,0,0,0,28.32,0,0,3.15,3.15,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,21,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,10,84,0,1,1,0,0,1,0,2,0,0,12,23,0,0,3,0,0
 24-34,0,0,0,0,9.03,0,0,20.52,0,0,0.82,4.93,0,0,1.64,0,0,0,0,0,0,27.09,0,12.31,200.29,2.46,1.64,1.64,0,0,0,0,0,0,0,5.75,46.79,0,0,10.67,0,2.46
 36-46,0,0,0,0,5.64,0,0,84.6,0,0,0,53.17,0.81,0,0.81,0,0,0.81,0,0.81,0.81,33.84,1.61,5.64,352.08,0.81,3.22,0,0,0,0,0,0,0,0,0,79.76,0,0,6.45,0,0.81
 48-58,0,0.57,0,0.57,5.16,0.57,0,97.55,0.57,0,1.72,106.73,0,0.57,2.3,0,0,1.15,0,0.57,1.15,55.66,0.57,9.18,298.38,2.3,0.57,0.57,0,0.57,1.15,0,0,0,1.15,0,72.87,0,0,7.46,0,0
 60-70,0,0,0,0,7.85,0,0,129.56,0,0.98,0,150.17,0,0,0,0,0,0.98,0.98,0,0,81.47,1.96,6.87,341.57,2.94,0,0.98,0,0.98,1.96,0,0,0,0.98,0,41.22,0,4.91,4.91,0,0
 72-82,0,0,0,0,5.89,0,0.98,86.39,0,1.96,1.96,119.76,0.98,0,0.98,0,0.98,0,1.96,0,0,86.39,5.89,7.85,301.37,0.98,0.98,2.94,0,0,0.98,0,0,0,0,0,22.58,0.98,0,13.74,1.96,0
 84-94,0,0,0,0,11.68,0,0,57.35,0,0,5.31,66.91,0,0,2.12,3.19,0,0,2.12,0,0,43.54,2.12,7.43,163.55,1.06,0,2.12,0,0,3.19,0,0,0,1.06,0,9.56,0,1.06,4.25,2.12,0
 96-106,0,0,1.09,0,5.46,0,1.09,42.62,0,1.09,2.19,67.76,1.09,0,3.28,2.19,2.19,1.09,1.09,1.09,0,42.62,3.28,4.37,169.39,1.09,2.19,2.19,0,0,2.19,0,0,0,0,0,9.84,0,1.09,9.84,2.19,1.09
108-118,0,0,0,0,4.6,0,0.77,32.94,0,0.77,0.77,60.51,0,0,1.53,0,0,0.77,0,0,1.53,37.53,0.77,2.3,183.07,3.06,3.06,2.3,0,1.53,1.53,0,0,0,0,0,3.83,0.77,0.77,8.43,1.53,0
120,0,0,0,0,9.8,1.96,0,25.48,1.96,0,1.96,43.12,0,0,0,1.96,0,3.92,0,0,1.96,43.12,0,0,205.78,1.96,0,0,0,0,1.96,0,0,0,0,0,5.88,0,1.96,7.84,0,0
