stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,2582.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,1753.08,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,85.81,0,0,0,18.39,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,94.63,60.46,0,97.26,0,0,0,139.32,0,0,0,0,94.63,0,0,0,0,0,0,0,0,0,0,0,1161.89,107.78,0,0,599.35,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,22.03,0,84.97,0,9.44,0,116.44,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,1230.46,154.2,0,0,494.07,0,0,3.15,6.29,31.47,0,0,0,0,0,0,0,0
 14-21,0,0,0,10,414,29,0,27,1,0,6,12,1,1,0,1,0,0,0,4,107,1,0,75,506,45,0,15,20,0,0,2,53,8,1,48,175,0,0,6,0,3
 24-34,0.82,0,0,3.28,175.66,7.39,0,58.28,12.31,4.1,26.27,1.64,0,4.1,0,0.82,2.46,4.1,0.82,2.46,174.84,3.28,0,105.89,900.48,22.16,4.93,16.42,0,0,4.93,0,0,1.64,0,18.88,279.91,0,0,39.4,0,6.57
 36-46,0,0,0.81,0.81,45.92,1.61,0,54.79,9.67,14.5,61.23,0.81,0,3.22,1.61,0,0,0.81,0.81,4.03,255.4,0,1.61,85.4,553.49,24.17,0,9.67,0,0,1.61,0,0,0.81,0,0,200.61,0,0.81,18.53,0,5.64
 48-58,0,0,0.57,0.57,29.84,0,0,56.81,13.2,25.25,99.27,0.57,0,4.59,4.02,0,1.72,1.72,0.57,1.72,363.22,0.57,6.31,53.94,176.16,12.05,1.15,9.75,0,0.57,0.57,0,0,1.15,0.57,0,103.28,0,1.15,17.21,0,2.87
 60-70,0,0,0,0,26.5,0,0,40.24,8.83,26.5,118.76,0,0,2.94,0.98,0.98,0.98,1.96,0,0.98,469.17,0.98,11.78,47.11,80.48,10.8,0.98,6.87,0,1.96,0.98,0,0,0,0.98,0,25.52,0,7.85,7.85,3.93,8.83
 72-82,0,0,0,0,26.5,3.93,0,50.06,8.83,27.49,184.55,1.96,0,7.85,7.85,0,3.93,4.91,0,0,564.46,0,18.65,39.27,85.4,6.87,2.94,15.71,0,3.93,0.98,0,0,0,0,0,14.72,1.96,11.78,24.54,11.78,1.96
 84-94,0,0,0,0,47.79,2.12,0,62.66,21.24,24.43,109.39,4.25,1.06,3.19,12.74,2.12,9.56,1.06,2.12,3.19,351.53,0,15.93,31.86,53.1,5.31,2.12,12.74,0,3.19,1.06,0,0,1.06,0,0,10.62,0,3.19,19.12,11.68,5.31
 96-106,0,0,3.28,0,44.81,1.09,0,36.06,19.67,22.95,125.68,7.65,0,4.37,26.23,0,2.19,6.56,2.19,3.28,306,1.09,9.84,18.58,62.29,6.56,2.19,18.58,0,6.56,5.46,0,0,1.09,0,0,9.84,2.19,5.46,19.67,14.21,14.21
108-118,0,0,0,0.77,45.96,3.83,0.77,36.77,16.85,7.66,101.87,3.06,0,1.53,13.02,0.77,3.83,3.06,0.77,1.53,233.62,0,7.66,16.09,67.4,3.06,1.53,15.32,0,8.43,0,0,0,2.3,0.77,0,6.89,3.06,3.83,17.62,6.89,9.96
120,0,0,0,1.96,43.12,5.88,0,37.24,23.52,9.8,70.55,3.92,0,5.88,17.64,0,1.96,1.96,1.96,1.96,186.18,1.96,1.96,9.8,60.75,9.8,1.96,15.68,0,3.92,0,0,0,0,0,0,0,1.96,1.96,9.8,5.88,5.88
