stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,3.15,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,11,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,2,31,1,0,0,1,0,0,5,0,0,4,17,0,0,0,0,0
 24-34,0,0,0,6.57,0,0,2.46,0,0,0,0,0,0,0.82,0,1.64,0,0,0,0,7.39,0.82,0.82,4.1,59.1,4.93,0.82,2.46,0,0,0,0,0.82,0.82,1.64,37.76,0,0,3.28,0,0
 36-46,0,0,0,6.45,0.81,0,34.64,0.81,0.81,1.61,5.64,0,0,0,0,1.61,0,0.81,0,0,8.06,0,0,4.83,154.69,7.25,0.81,0,0,0,1.61,0,0,0.81,0,45.92,0,0,1.61,0,0
 48-58,0,0,0,7.46,0.57,0,87.79,0,0,1.72,8.61,0,0,1.15,0,1.15,0,0.57,0,0,16.07,0.57,0,10.9,169.27,1.15,0,1.15,0,0,0.57,0,0,0.57,0,29.26,0,0.57,2.3,0,0
 60-70,0,0,0,6.87,0,0,147.23,1.96,1.96,0,16.69,0,0,0.98,0,0.98,0,0,0,0,31.41,0.98,0.98,1.96,267.96,0,0.98,0.98,0,0,1.96,0,0,0,0,36.32,0,0.98,1.96,0,0
 72-82,0,0.98,0,15.71,1.96,0,162.96,0.98,0,9.82,19.63,0.98,0,0.98,0,0.98,0,0.98,0,0,64.79,0.98,1.96,3.93,274.87,2.94,0.98,2.94,0,0,0.98,0,0,0,0,28.47,1.96,3.93,8.83,0.98,1.96
 84-94,0,1.06,0,28.68,1.06,0,115.76,0,2.12,3.19,16.99,2.12,1.06,1.06,1.06,3.19,2.12,0,0,0,61.6,2.12,3.19,4.25,170.99,0,1.06,3.19,0,2.12,1.06,0,1.06,0,0,19.12,1.06,3.19,9.56,3.19,2.12
 96-106,0,3.28,0,38.25,1.09,1.09,78.68,2.19,0,3.28,17.49,4.37,0,0,2.19,2.19,0,4.37,1.09,3.28,41.53,1.09,1.09,2.19,142.07,1.09,3.28,5.46,0,1.09,1.09,0,1.09,1.09,0,13.11,2.19,1.09,14.21,4.37,1.09
108-118,0,0.77,0,31.4,0.77,0.77,59.75,0,3.83,6.13,22.98,2.3,0,3.83,1.53,2.3,2.3,2.3,1.53,0,36,0,2.3,0.77,159.32,3.06,0,5.36,0,1.53,2.3,0,0.77,2.3,0,8.43,3.06,0.77,13.02,2.3,1.53
120,0,0,0,19.6,1.96,0,47.03,3.92,5.88,3.92,21.56,3.92,0,1.96,5.88,1.96,0,0,1.96,0,31.36,0,1.96,13.72,168.54,1.96,1.96,3.92,0,1.96,1.96,0,0,0,0,7.84,1.96,1.96,9.8,1.96,0
