stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,2.63,7.89,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,190,0,1,0,0,0,1,0,5,0,0,14,165,0,0,0,0,0
 24-34,0,0,0,50.89,0.82,0,13.95,0,1.64,11.49,4.93,0.82,0.82,2.46,0,0.82,0.82,0,0.82,0.82,114.1,0.82,0,156.78,1177.93,0.82,0.82,0.82,0,0.82,5.75,0,0.82,1.64,0,50.07,491.69,0,0,9.03,0,0
 36-46,0,0,0,35.45,0,0,57.2,1.61,12.09,29.81,14.5,0.81,0,1.61,0.81,1.61,1.61,0,0.81,0.81,360.13,0,0.81,195.78,2442.79,2.42,1.61,0.81,0,0.81,12.09,0,1.61,2.42,0.81,1.61,721.88,0,0,4.03,0,2.42
 48-58,0,0,0,75.17,2.87,0,459.62,2.87,27.54,43.04,74.02,0,0.57,4.02,1.72,1.15,1.15,1.15,0.57,1.15,545.11,2.87,3.44,158.94,4476.25,1.72,1.72,4.02,0,0.57,14.35,0,0,2.3,1.72,0,915.79,0,0,8.61,0,12.62
 60-70,0,1.96,0,97.17,1.96,0,1076.73,0.98,32.39,35.33,53.98,0.98,0.98,0.98,4.91,1.96,6.87,3.93,1.96,1.96,991.34,3.93,3.93,139.38,6159.05,2.94,4.91,7.85,0,1.96,25.52,0,0,0.98,0.98,0,933.43,1.96,3.93,6.87,5.89,12.76
 72-82,0,4.91,0,179.64,26.5,0,1511.76,4.91,41.23,54.97,155.1,4.91,0,5.89,4.91,3.93,3.93,3.93,7.85,3.93,1605.02,2.94,21.6,155.1,5236.18,4.91,6.87,9.82,0,2.94,25.52,0.98,0,1.96,0,0,613.54,19.63,18.65,13.74,9.82,11.78
 84-94,0,4.25,0,345.16,10.62,0,1214.97,4.25,78.59,26.55,147.62,6.37,0,9.56,9.56,6.37,8.5,3.19,2.12,1.06,1122.57,3.19,15.93,135.94,2975.83,2.12,7.43,9.56,0,2.12,19.12,0,0,2.12,1.06,0,371.71,61.6,19.12,15.93,13.81,5.31
 96-106,0,3.28,0,298.35,12.02,1.09,887.39,6.56,57.92,31.69,132.23,13.11,0,10.93,12.02,2.19,3.28,6.56,7.65,2.19,1148.58,3.28,12.02,106.01,2293.89,0,3.28,12.02,0,3.28,27.32,4.37,0,1.09,2.19,0,159.56,121.31,22.95,15.3,26.23,3.28
108-118,0,2.3,0,219.07,11.49,0.77,656.43,3.06,76.6,25.28,79.66,9.19,0.77,3.06,3.83,3.06,4.6,1.53,3.06,2.3,969.71,0.77,10.72,98.04,2876.96,3.83,2.3,8.43,0,3.83,15.32,0,0,4.6,0.77,0,121.79,130.21,16.85,5.36,16.09,0
120,0,0,1.96,201.86,11.76,1.96,762.36,5.88,25.48,19.6,111.71,9.8,0,1.96,17.64,3.92,0,1.96,11.76,0,817.23,3.92,13.72,103.87,3188.57,1.96,7.84,11.76,0,0,25.48,0,0,3.92,0,0,129.35,35.28,9.8,15.68,13.72,0
