stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,39.43,2.63,0,0,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,48,0,0,61,2,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
 24-34,0,0,0.82,11.49,0.82,0,1.64,0,0,1.64,2.46,0,0,22.98,0,0.82,0.82,0,0,0,421.1,0,0.82,326.7,49.25,0,0,0.82,0,2.46,0,0,0.82,0,0,1.64,9.03,0,0,3.28,0,0.82
 36-46,0,0,0,4.83,0.81,0,9.67,0,0.81,16.11,4.03,0,0,28.2,0.81,0,4.03,0,0,0,804.86,0,12.09,215.92,58.81,0,0,0,0,0.81,0.81,0,0,0,1.61,0,11.28,0,0,3.22,0,0
 48-58,0,0,0,4.59,0.57,0,19.51,0,1.72,35.58,3.44,0,0,19.51,0.57,0,7.46,0.57,0,2.87,940.47,0,24.67,170.42,74.59,0,0.57,0,0,2.3,1.72,0,0,0,0,0,15.49,0,2.3,1.15,1.72,1.15
 60-70,0.98,0,0,3.93,0,0,29.45,0,0.98,40.24,11.78,0,0,14.72,0.98,0,13.74,0,0.98,0,1326.04,0.98,48.09,125.63,56.93,0,0.98,0,0,8.83,1.96,0,0,0,1.96,0,8.83,0,33.37,2.94,19.63,0
 72-82,0,0,0,19.63,4.91,0,104.06,0.98,2.94,66.75,16.69,1.96,0,15.71,0.98,0,7.85,0,0.98,0,1838.65,0.98,85.4,146.27,107.98,0,2.94,0.98,0,9.82,3.93,0,0,0,0,0,10.8,0,57.92,4.91,53.99,2.94
 84-94,1.06,0,0,30.8,3.19,1.06,162.49,2.12,6.37,46.73,16.99,0,0,15.93,2.12,0,16.99,1.06,1.06,1.06,1357.28,1.06,80.71,118.95,55.23,2.12,1.06,1.06,0,7.43,9.56,0,0,0,0,0,4.25,0,53.1,5.31,58.41,0
 96-106,0,0,0,39.34,3.28,0,123.49,2.19,4.37,30.6,15.3,3.28,0,17.49,4.37,3.28,10.93,1.09,1.09,0,1300.49,0,68.85,101.63,123.49,2.19,0,0,0,15.3,6.56,0,0,3.28,2.19,0,0,2.19,50.27,7.65,66.66,2.19
108-118,0.77,0,0,20.68,3.06,0.77,49.02,0,1.53,32.94,8.43,1.53,0,10.72,2.3,6.89,10.72,0.77,0.77,0,1304.43,0,52.85,82.72,98.81,0,0,0,0,16.85,5.36,0,0,0.77,0,0,3.06,0.77,31.4,3.83,45.19,0
120,0,0,0,21.56,1.96,0,45.08,1.96,0,19.6,11.76,0,0,13.72,1.96,1.96,11.76,1.96,1.96,0,999.49,0,37.24,52.91,86.23,1.96,3.92,0,0,9.8,0,0,0,0,0,0,3.92,1.96,33.32,5.88,62.71,0
