stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,593.01,11201.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.69,0,0,0,0,0,0,0,0,0,0,0
  5-6,662,8814.42,0,12.26,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,281.96,18.39,0,0,67.43,0,220.67,0,0,0,0,0,0,0,0,0,0,0
  7-9,84.12,44.69,0,110.41,0,0,0,144.58,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,0,0,1971.53,63.09,0,0,644.03,0,7.89,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,47.2,0,0,0,50.35,0,0,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,462.6,116.44,0,0,273.79,0,9.44,9.44,6.29,18.88,0,6.29,0,0,0,0,0,0
 14-21,0,0,2,16,404,25,0,27,0,12,0,8,16,43,6,5,15,0,4,8,3,125,1,0,93,439,328,6,132,28,0,54,1,151,17,8,133,249,0,0,4,0,1
 24-34,0,0,1.64,9.85,231.48,5.75,0,83.73,0,41.86,10.67,13.95,5.75,8.21,17.24,30.37,43.51,1.64,15.6,16.42,13.95,283.2,23.8,1.64,152.68,930.03,84.55,15.6,68.95,0,0,177.3,0,0.82,10.67,2.46,46.79,225.74,0,0,31.19,0,12.31
 36-46,0,0,0,1.61,91.85,2.42,0,81.37,0,21.75,34.64,23.36,4.83,1.61,8.06,60.43,10.47,4.83,4.03,5.64,16.92,312.6,25.78,4.83,93.46,839.51,43.51,18.53,16.92,0,0.81,166.77,0,2.42,7.25,0,0.81,170,0,0,19.34,0,15.31
 48-58,0.57,0,0.57,1.72,83.78,1.15,0,166.4,0.57,22.95,32.13,57.38,3.44,2.87,12.05,70.58,5.74,11.48,4.02,4.59,6.89,484.87,29.84,9.75,73.45,785.54,29.84,5.74,22.38,0,2.3,158.37,0,0,5.74,0,0,135.42,0,1.15,17.21,0,9.18
 60-70,0,0,0.98,0,76.56,3.93,0,285.62,0.98,14.72,23.56,92.26,13.74,2.94,5.89,46.13,20.61,26.5,5.89,8.83,2.94,760.68,20.61,21.59,32.39,755.77,30.43,10.8,16.69,0,5.89,106.99,0,0,4.91,0,0,122.69,1.96,12.76,18.65,6.87,10.8
 72-82,0,0,15.71,0,69.7,6.87,3.93,381.87,0.98,4.91,32.39,107,59.88,0.98,10.8,87.37,30.43,24.54,15.71,25.52,2.94,1004.24,39.27,30.43,57.92,632.19,6.87,14.72,44.17,0,8.83,71.66,0.98,0,1.96,0,0,56.94,11.78,26.5,44.17,24.54,7.85
 84-94,0,0,18.05,1.06,101.96,5.31,13.81,268.7,0,21.24,36.11,63.72,97.71,2.12,5.31,111.51,39.3,43.54,26.55,56.29,8.5,749.8,38.23,42.48,38.23,321.8,22.3,14.87,46.73,0,4.25,186.92,0,0,9.56,1.06,0,40.36,39.3,26.55,47.79,28.68,2.12
 96-106,0,0,14.21,1.09,132.23,13.11,16.39,208.73,0,17.49,22.95,72.13,147.53,0,10.93,138.79,40.44,27.32,29.51,77.59,8.74,501.62,37.16,29.51,33.88,301.63,19.67,14.21,50.27,0,3.28,113.66,0,0,8.74,0,0,16.39,37.16,15.3,42.62,34.97,7.65
108-118,0,0,14.55,0,107.23,9.19,19.15,154.72,1.53,13.02,14.55,52.85,134.81,0,3.83,108,27.57,52.85,29.11,116.43,9.19,369.96,13.02,14.55,28.34,317.11,13.79,19.15,28.34,0,8.43,114.89,0,0,8.43,0,0,12.26,50.55,16.09,49.02,22.21,5.36
120,1.96,0,3.92,0,72.51,9.8,5.88,127.39,0,11.76,21.56,43.12,94.07,0,1.96,127.39,21.56,25.48,19.6,82.31,3.92,252.81,9.8,7.84,21.56,317.49,23.52,7.84,31.36,0,5.88,94.07,0,0,7.84,0,0,11.76,17.64,11.76,37.24,11.76,0
