stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88,22.03,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,5,37,0,1,0,0,0,0,3,0,3,0,0,2,0,0,0,46,0,0,69,49,41,0,2,2,0,0,13,0,10,177,32,0,0,40,0,0
 24-34,0.82,0,0,1.64,12.31,4.93,0,6.57,2.46,0.82,6.57,0.82,4.1,0,15.6,1.64,0.82,2.46,0,0,16.42,324.24,0,0,242.15,226.56,107.53,0,13.13,0,0.82,1.64,0.82,0,23.8,41.86,66.49,0,0,224.09,0,8.21
 36-46,0,0,0,0,1.61,1.61,0,9.67,5.64,0,25.78,4.03,0,0,13.7,0.81,0,12.09,0,0,22.56,500.32,0,5.64,205.45,203.83,84.6,0,0,0,0.81,2.42,0,0.81,21.75,2.42,74.93,0,1.61,175.64,0,20.95
 48-58,0.57,0,0,0,2.87,1.15,0,17.79,10.9,0.57,32.13,10.33,0,0,15.49,0,0,17.79,0.57,0.57,27.54,594.46,0.57,16.64,152.63,192.22,29.84,1.15,2.3,0,1.72,1.15,0,0,13.77,0,38.44,0,4.02,131.4,0.57,33.85
 60-70,0,0,0,0,2.94,1.96,0,27.48,18.65,0.98,26.5,26.5,0,0.98,19.63,0,0,35.33,0,0.98,10.8,783.25,0,38.28,124.65,139.38,19.63,0.98,0.98,0,13.74,2.94,0,1.96,8.83,0,12.76,0,14.72,106,15.7,38.28
 72-82,0,0,0,0,11.78,0.98,0,67.73,10.8,1.96,63.81,90.31,0,0,12.76,0.98,0.98,26.5,0,0.98,24.54,1074.92,0,85.4,135.47,207.13,22.58,0.98,1.96,0,26.5,0.98,0,0,2.94,0,12.76,2.94,49.08,160.01,51.05,31.41
 84-94,1.06,0,0,0,10.62,0,0,97.71,18.05,2.12,36.11,82.84,0,0,14.87,3.19,2.12,39.3,0,0,35.05,697.76,1.06,86.03,111.51,146.56,26.55,3.19,3.19,0,21.24,1.06,0,1.06,12.74,0,4.25,1.06,46.73,149.75,59.47,39.3
 96-106,0,0,0,0,6.56,2.19,0,59.01,16.39,3.28,36.06,119.12,2.19,0,21.86,4.37,0,43.71,0,2.19,25.14,799.96,0,67.76,107.1,159.56,24.04,0,12.02,0,42.62,5.46,0,2.19,9.84,0,5.46,0,43.71,178.13,65.57,50.27
108-118,0,0,0,0,9.19,2.3,2.3,33.7,14.55,1.53,35.23,90.38,3.06,0,13.02,1.53,0,62.81,0.77,3.83,37.53,701.62,0.77,50.55,103.41,137.11,16.85,0,8.43,0,51.32,1.53,0,1.53,11.49,0,3.83,0,28.34,127.15,41.36,44.43
120,0,0,0,0,11.76,1.96,0,23.52,5.88,5.88,25.48,76.43,1.96,0,19.6,0,0,41.16,1.96,0,19.6,652.61,0,48.99,131.31,105.83,43.12,1.96,1.96,1.96,41.16,7.84,0,0,1.96,0,3.92,0,15.68,92.11,43.12,19.6
