stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.51,0,5.26,0,0,0,15.77,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,86.75,2.63,0,0,39.43,92,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,22.03,0,9.44,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.26,9.44,0,0,122.73,66.09,3.15,3.15,18.88,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,23,1,0,2,0,0,0,1,1,5,0,0,7,0,0,0,0,1,7,0,1,35,2,0,0,0,1033,0,4,0,0,2,14,0,0,1,0,0
 24-34,0,0,0,0,50.07,1.64,0,33.66,0,10.67,0.82,3.28,0.82,1.64,0,0.82,33.66,0,0.82,2.46,1.64,13.13,33.66,0,11.49,320.13,1.64,6.57,4.1,0,2017.66,0,0,1.64,3.28,1.64,39.4,0,0,6.57,0,1.64
 36-46,0,0,0,0,13.7,1.61,0,19.34,0.81,20.95,0,8.86,0,0.81,0,0,16.11,0,0,0,0,13.7,29.81,0,4.03,173.22,1.61,6.45,1.61,0,2143.08,0,0,0,0,0,31.42,0,0,1.61,0,2.42
 48-58,0,0,0,0,28.69,0,0,26.97,0,30.41,0.57,4.02,3.44,0,0,0,6.31,0,0,0.57,0,12.62,17.79,1.15,1.15,78.04,1.15,2.3,0,0,1549.27,0,0,0,0,0,14.92,0,0,0.57,0,3.44
 60-70,0,0,0,0,75.58,0,0,29.45,0.98,22.58,0,5.89,11.78,0.98,0,0,17.67,0,0.98,0.98,0,5.89,11.78,0,0.98,62.82,0.98,3.93,0,0,1161.14,0,0,0,0,0,2.94,3.93,0.98,0,0,0.98
 72-82,0,0,1.96,0,166.88,4.91,0,37.3,0,23.56,0,13.74,115.84,0.98,0,0.98,41.23,0,0,2.94,0,26.5,8.83,0.98,4.91,98.17,0,3.93,3.93,0,971.85,0,0,0,0,0,5.89,16.69,0.98,3.93,1.96,0
 84-94,0,0,0,0,379.15,3.19,0,38.23,2.12,72.22,2.12,10.62,254.89,0,0,3.19,91.34,0,1.06,1.06,1.06,15.93,23.36,0,1.06,60.54,0,12.74,2.12,0,2310.99,0,0,1.06,0,0,1.06,64.78,0,4.25,1.06,1.06
 96-106,0,0,4.37,0,525.66,15.3,3.28,56.83,2.19,80.87,3.28,22.95,397.8,0,3.28,8.74,135.51,4.37,4.37,6.56,1.09,50.27,31.69,0,5.46,139.88,2.19,15.3,4.37,0,2027.23,0,0,1.09,1.09,0,1.09,107.1,1.09,2.19,4.37,3.28
108-118,0,0,0.77,0,515.49,5.36,0.77,36,1.53,116.43,3.83,16.09,461.11,0,2.3,2.3,145.53,0,1.53,1.53,0,38.3,36,1.53,6.13,135.58,1.53,6.13,2.3,0,1983.08,0,0,0.77,0,0,3.06,121.02,0.77,2.3,1.53,0.77
120,0,0,0,0,393.92,3.92,0,25.48,1.96,72.51,0,3.92,203.82,0,0,9.8,66.63,0,1.96,1.96,0,25.48,27.44,0,5.88,72.51,1.96,1.96,1.96,0,1056.32,0,0,0,0,0,7.84,31.36,0,0,0,0
