stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,171.31,3136.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0
  5-6,337.13,2586.71,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,18.39,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,70.98,2.63,0,31.54,0,0,0,15.77,0,0,0,0,0,86.75,0,0,0,0,0,0,0,0,0,0,0,307.56,18.4,0,0,84.12,0,0,13.14,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,31.47,0,0,0,3.15,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,169.94,15.73,0,0,31.47,0,3.15,3.15,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,7,7,57,12,0,1,0,0,0,2,5,0,0,2,5,0,0,0,0,2,0,0,3,120,3,2,0,2,0,1,0,2,1,1,4,0,0,15,0,0
 24-34,0,0,8.21,0,17.24,22.16,0,13.95,0,1.64,0,1.64,0.82,0,1.64,24.63,27.09,0,0.82,0,0,4.1,3.28,0,3.28,89.47,3.28,3.28,0.82,0,0,0.82,0,0,0,0,4.1,0,0,169.92,0,0
 36-46,0,0,5.64,0,12.09,24.17,0,7.25,0,2.42,0.81,2.42,0.81,0,1.61,37.87,18.53,0.81,0,0,0.81,13.7,4.03,0,2.42,72.51,4.03,8.86,0,0,0,0.81,0,0,1.61,0,4.83,0,0,175.64,0,0.81
 48-58,0,0,4.59,0.57,7.46,33.85,0,11.48,0.57,0.57,2.87,4.02,1.15,0,0,51.07,4.59,0,0.57,0,0,37.87,3.44,0.57,2.3,33.28,1.72,2.3,1.72,0,0,0.57,0,0,2.3,0,7.46,0,0,149.19,0,1.72
 60-70,0,0,2.94,0,6.87,28.46,0,6.87,0,2.94,3.93,2.94,0,0,0.98,67.73,15.7,0.98,4.91,0.98,0,144.28,0,0,0.98,33.37,0,8.83,1.96,0,0,1.96,0,0,2.94,0,2.94,0,0.98,150.17,0,1.96
 72-82,0,0,9.82,0.98,6.87,86.39,0,21.6,0,0.98,8.83,3.93,7.85,0,6.87,84.42,38.28,0,0,0,0,220.87,3.93,1.96,0.98,32.39,0,2.94,5.89,0,0,1.96,0,0,0.98,0,0.98,0,0,291.55,0,1.96
 84-94,0,0,6.37,1.06,11.68,69.03,0,32.92,0,3.19,7.43,8.5,8.5,3.19,0,101.96,42.48,0,3.19,0,0,184.79,2.12,0,4.25,29.74,0,10.62,3.19,0,0,1.06,0,0,4.25,0,0,1.06,1.06,274.01,0,1.06
 96-106,0,0,3.28,0,16.39,113.66,0,25.14,1.09,2.19,4.37,7.65,10.93,0,2.19,107.1,75.41,0,5.46,1.09,1.09,131.14,6.56,0,1.09,44.81,0,21.86,5.46,0,0,5.46,0,0,2.19,0,0,0,0,339.88,3.28,2.19
108-118,0.77,0,3.06,1.53,14.55,81.19,0.77,30.64,0,3.06,2.3,6.13,17.62,0,0,67.4,51.32,3.06,7.66,2.3,0,78.13,3.83,1.53,0.77,42.89,0,6.89,3.83,0,1.53,1.53,0,0,5.36,0,0,0.77,0.77,275.75,0.77,0.77
120,0,0,1.96,0,9.8,86.23,3.92,19.6,0,3.92,3.92,1.96,17.64,1.96,0,111.71,29.4,1.96,5.88,0,0,52.91,1.96,0,1.96,29.4,0,5.88,0,0,0,3.92,0,0,1.96,0,1.96,1.96,1.96,313.57,0,1.96
