stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,368.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,7.89,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.26,2.63,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,72.38,3.15,0,0,34.62,0,0,6.29,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,22,3,0,9,0,0,0,2,1,0,2,0,0,0,0,0,0,9,0,0,7,92,7,1,0,0,0,6,1,13,0,11,52,0,0,1,0,0
 24-34,0,0,0.82,0,15.6,0.82,0,14.78,0,0,2.46,3.28,0.82,0,0,0.82,0,0,0.82,0.82,0,17.24,0,0,6.57,485.95,2.46,7.39,3.28,0,0,9.85,0,0,0,4.1,123.13,0,0,4.1,0,0
 36-46,0,0,0,0.81,8.06,0,0,29.81,0,0,0,7.25,0,0,0.81,0,0,0,0.81,0.81,0,16.92,0,0,1.61,1273.76,1.61,9.67,0.81,0,0,3.22,0,0,0,0.81,193.36,0,0,2.42,0,0
 48-58,0,0,0.57,0,10.33,0.57,0,165.83,0,1.15,1.72,22.95,0.57,0,1.15,0,0,0.57,0.57,0.57,1.15,38.44,0,1.15,7.46,1928.56,0,5.16,1.15,0.57,0,2.3,0,0,0,0,234.69,0,0,2.3,0,2.3
 60-70,0,0,0,0.98,5.89,0,0,440.7,0,0.98,0.98,44.17,0,0,0.98,2.94,0,1.96,0,0.98,0,55.95,0,0,3.93,2602.01,0,3.93,2.94,0,0,2.94,0,0,0.98,0,245.38,0,0.98,7.85,0.98,1.96
 72-82,0,0,1.96,0,11.78,7.85,0,675.38,0.98,0,1.96,69.7,1.96,0,0,2.94,0.98,1.96,1.96,0.98,0,110.93,0,7.85,8.83,2304.94,0,4.91,4.91,0,1.96,2.94,0,0,0,0,145.29,0.98,4.91,7.85,1.96,2.94
 84-94,1.06,0,1.06,0,29.74,2.12,0,420.57,0,4.25,3.19,74.34,3.19,0,1.06,3.19,1.06,4.25,2.12,3.19,0,75.4,0,8.5,7.43,1102.39,3.19,7.43,7.43,0,1.06,1.06,0,0,1.06,0,81.78,0,3.19,11.68,3.19,1.06
 96-106,0,0,1.09,0,18.58,3.28,0,286.33,0,2.19,3.28,48.09,2.19,0,3.28,2.19,2.19,3.28,1.09,1.09,1.09,64.48,2.19,5.46,5.46,887.39,3.28,6.56,3.28,0,3.28,4.37,0,0,1.09,0,34.97,0,1.09,7.65,3.28,2.19
108-118,0,0,0,0,19.92,2.3,1.53,202.21,0,1.53,3.06,36.77,0.77,0,0.77,0.77,1.53,0,1.53,0.77,1.53,39.06,0.77,0,3.06,1016.43,1.53,6.13,3.06,0,0,1.53,0,0,0.77,0,22.98,0.77,0.77,2.3,0.77,0
120,0,0,0,0,11.76,1.96,0,162.66,0,0,1.96,31.36,0,0,0,1.96,1.96,0,0,0,0,37.24,0,0,3.92,919.14,0,1.96,1.96,0,0,1.96,0,0,1.96,0,31.36,0,1.96,5.88,0,0
