stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,368.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,386.17,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,36.78,6.13,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,10.51,0,10.51,0,0,0,31.54,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,260.24,21.03,0,0,113.03,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,15.73,0,6.29,0,37.76,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,450.02,6.29,0,0,116.44,0,3.15,3.15,0,0,0,3.15,3.15,0,0,0,0
 14-21,0,0,0,6,56,9,0,39,0,0,0,14,0,1,0,0,2,0,0,0,0,35,0,0,37,434,8,1,4,6,0,12,0,46,5,3,42,144,0,3,0,0
 24-34,0,0,0,2.46,7.39,5.75,0,63.21,0,0,2.46,7.39,0,0,0,0.82,0,0,0.82,0.82,0.82,44.33,0,0,17.24,357.07,0.82,2.46,2.46,0,0,9.85,0,0,0.82,0,4.1,75.52,0,3.28,0,1.64
 36-46,0,0,0,0,2.42,0,0,116.82,0,0,1.61,16.11,0,0,0.81,0,0,0,1.61,1.61,0,48.34,0,1.61,16.11,267.48,0,0.81,2.42,0,0,12.89,0,0,0,1.61,0.81,50.76,0,4.03,0,0
 48-58,0,0,0,0,7.46,1.72,0,113.04,0,0,1.15,16.07,0.57,0,1.15,1.15,0,0,1.15,0.57,1.72,53.94,0,1.15,9.75,105.58,0,1.72,0,0,0,6.89,0,0,0,0,0.57,24.67,0.57,2.87,0,2.3
 60-70,0,0,0,0,6.87,2.94,0,109.93,0,0,1.96,26.5,0.98,0,0,0,0,0,0,5.89,1.96,56.93,0,1.96,5.89,87.36,0.98,0.98,1.96,0,1.96,5.89,0,0,0,0,0,11.78,0,0.98,0,2.94
 72-82,0,0,0.98,0.98,5.89,4.91,0,55.95,0.98,0,11.78,29.45,0,0,0,2.94,0.98,0,0.98,0.98,0,85.4,0,0.98,16.69,75.59,0.98,0.98,0.98,0,0.98,2.94,0,0,0.98,0,0,5.89,0,0.98,0.98,0
 84-94,0,0,1.06,0,1.06,3.19,0,41.42,0,0,7.43,19.12,1.06,1.06,0,1.06,0,0,1.06,1.06,3.19,43.54,0,4.25,13.81,64.78,0,2.12,2.12,0,1.06,14.87,0,0,3.19,0,0,2.12,0,3.19,1.06,0
 96-106,0,0,0,0,4.37,7.65,0,24.04,1.09,0,3.28,8.74,0,0,2.19,1.09,0,0,0,3.28,1.09,51.36,0,1.09,4.37,49.18,1.09,2.19,3.28,0,0,2.19,0,0,2.19,0,0,2.19,0,0,1.09,1.09
108-118,0,0,0.77,0,9.19,8.43,0.77,31.4,0,1.53,6.89,19.15,0,0,0.77,3.06,0,2.3,0,3.83,0,74.3,0,1.53,12.26,78.89,0.77,2.3,1.53,0,0,9.19,0.77,0,1.53,0,0,0.77,0,3.83,0.77,1.53
120,0,0,1.96,1.96,9.8,11.76,0,29.4,1.96,0,9.8,13.72,1.96,0,3.92,3.92,0,0,0,5.88,0,52.91,1.96,3.92,9.8,66.63,1.96,1.96,1.96,0,0,9.8,0,0,0,0,0,3.92,0,5.88,1.96,0
