stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,184.49,3992.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,202.28,3303.87,0,6.13,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,104.2,6.13,0,0,36.78,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,86.75,73.6,0,115.66,0,2.63,0,165.61,0,0,0,0,0,113.03,0,0,0,0,0,0,0,0,0,0,0,1698.15,81.49,0,0,699.24,0,10.51,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,59.79,0,100.7,0,6.29,0,147.91,0,0,0,0,0,62.94,0,0,0,0,0,0,0,0,0,0,0,1334.31,62.94,0,0,497.22,0,6.29,22.03,6.29,56.65,0,0,9.44,0,0,0,0,0
 14-21,0,0,2,8,167,26,0,41,0,3,0,19,7,2,3,0,3,0,0,0,1,76,0,0,62,594,29,4,11,28,0,17,6,95,13,1,98,268,0,0,14,0,0
 24-34,0.82,0,0.82,4.1,58.28,5.75,0,114.92,0,6.57,5.75,31.19,0.82,0,2.46,2.46,5.75,2.46,4.93,1.64,8.21,135.44,3.28,1.64,72.24,1379.86,9.85,11.49,18.88,0,0,49.25,0,2.46,4.93,0.82,28.73,357.07,0,0,38.58,0,3.28
 36-46,0,0,0,0,20.95,4.83,0,361.75,0.81,7.25,7.25,66.87,0,0,4.03,0.81,7.25,3.22,4.83,0,4.83,190.14,3.22,5.64,56.4,1509.02,6.45,8.86,8.86,0,0,32.23,0.81,0,4.83,0,0,410.09,0,0,24.17,0,5.64
 48-58,0,0,0,0.57,22.95,5.16,0,518.15,0,6.89,12.05,74.02,1.72,2.3,2.87,2.87,0,2.3,1.15,0.57,3.44,228.95,3.44,4.59,32.13,958.25,4.02,7.46,9.18,0.57,2.87,28.12,1.15,0,1.15,1.15,0,265.67,0,1.72,8.61,0,5.16
 60-70,0.98,0,0.98,0,30.43,11.78,0,683.14,0,12.76,11.78,125.63,5.89,0.98,3.93,4.91,1.96,3.93,6.87,0.98,1.96,348.44,3.93,15.7,37.3,941.28,2.94,4.91,9.82,0,1.96,30.43,0.98,0,2.94,0.98,0,133.49,0.98,8.83,13.74,0.98,6.87
 72-82,0,0,0,0,39.27,50.06,0,581.14,0.98,13.74,13.74,187.5,4.91,0,9.82,7.85,5.89,1.96,8.83,0.98,0.98,418.19,7.85,16.69,36.32,736.25,2.94,14.72,21.6,0,4.91,26.5,0,0,0.98,0,0,75.59,1.96,5.89,37.3,11.78,9.82
 84-94,1.06,0,2.12,1.06,67.97,46.73,1.06,363.22,1.06,27.61,9.56,104.08,19.12,4.25,1.06,10.62,11.68,6.37,10.62,1.06,4.25,322.86,3.19,21.24,21.24,395.08,6.37,11.68,14.87,0,2.12,95.58,0,0,9.56,1.06,0,49.92,8.5,12.74,28.68,5.31,2.12
 96-106,0,0,5.46,0,62.29,46.99,1.09,281.95,4.37,15.3,6.56,98.36,20.76,0,9.84,19.67,13.11,4.37,13.11,6.56,1.09,272.12,8.74,17.49,19.67,333.32,5.46,15.3,26.23,0,2.19,75.41,0,0,4.37,0,0,27.32,4.37,3.28,33.88,14.21,6.56
108-118,0,0,3.06,0.77,75.06,29.87,5.36,223.66,2.3,32.94,8.43,85.02,16.85,0,0.77,16.09,11.49,10.72,9.19,4.6,6.89,206.81,3.06,13.02,24.51,422.05,8.43,9.96,16.85,0,5.36,63.57,0,0,5.36,1.53,0,19.92,13.79,3.83,25.28,11.49,13.79
120,0,0,0,0,99.95,33.32,0,235.17,9.8,33.32,7.84,119.55,15.68,1.96,1.96,33.32,13.72,9.8,1.96,5.88,0,199.9,0,3.92,29.4,391.96,7.84,7.84,35.28,0,3.92,109.75,0,0,3.92,1.96,0,9.8,3.92,3.92,15.68,5.88,5.88
