stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,2227.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,753.95,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.92,15.77,0,47.32,0,0,0,68.35,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,486.31,15.77,0,0,207.67,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,22.03,0,3.15,0,56.65,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,506.66,18.88,0,0,210.85,0,0,6.29,0,22.03,0,0,0,0,0,0,0,0
 14-21,0,0,1,6,52,6,0,32,0,3,0,5,3,0,0,0,2,0,0,0,0,22,0,0,14,227,6,0,7,10,0,12,2,32,1,2,40,75,0,0,1,0,0
 24-34,0,0,2.46,4.1,20.52,6.57,0,39.4,0,3.28,1.64,11.49,2.46,0,0,0.82,4.1,0,1.64,0.82,0,36.94,0,0,18.06,325.06,4.93,6.57,0.82,0,0.82,33.66,0,0,0,0,8.21,92.76,0,0,13.95,0,0.82
 36-46,0,0,0,0,6.45,1.61,0,68.48,1.61,0.81,1.61,21.75,2.42,0,2.42,0,1.61,0,2.42,0,0,53.17,0.81,1.61,16.11,464.87,4.83,8.06,4.03,0,0,35.45,0,0.81,0.81,0,0,102.32,0,0,8.06,0,3.22
 48-58,0,0,0,0,8.61,1.15,0,106.73,0,1.72,2.87,31.56,0.57,2.87,1.72,1.72,1.72,0,2.3,1.15,0.57,61.4,3.44,2.3,13.2,290.92,1.72,4.59,3.44,0,0,19.51,0,0,1.15,1.72,0,83.78,0,1.15,5.74,0,4.02
 60-70,0,0,0,0,11.78,0.98,0,162.93,0,5.89,2.94,50.06,1.96,1.96,2.94,3.93,0,0.98,2.94,1.96,1.96,94.23,0,1.96,11.78,271.88,2.94,4.91,5.89,0,0.98,32.39,0,0,0.98,0,0,53.98,1.96,0.98,12.76,0,3.93
 72-82,0,0,2.94,0,17.67,22.58,0.98,155.1,0,0,10.8,59.88,1.96,0,4.91,5.89,4.91,1.96,6.87,0,0.98,154.12,2.94,7.85,13.74,242.47,1.96,21.6,16.69,0,0.98,48.1,0,0,0,0.98,0,37.3,3.93,1.96,22.58,1.96,0.98
 84-94,0,0,1.06,0,40.36,18.05,0,83.9,1.06,9.56,6.37,32.92,8.5,3.19,5.31,9.56,3.19,3.19,4.25,4.25,2.12,101.96,5.31,1.06,6.37,111.51,5.31,3.19,15.93,0,1.06,143.38,0,0,5.31,4.25,0,21.24,3.19,4.25,21.24,3.19,3.19
 96-106,0,0,1.09,1.09,50.27,19.67,1.09,118.03,0,13.11,5.46,39.34,14.21,0,5.46,9.84,4.37,1.09,6.56,5.46,2.19,108.19,3.28,3.28,9.84,113.66,4.37,19.67,12.02,0,1.09,146.44,0,0,1.09,0,0,12.02,4.37,6.56,21.86,3.28,4.37
108-118,0,0,0.77,1.53,56.68,13.02,1.53,79.66,1.53,18.38,6.13,47.49,13.79,0.77,1.53,12.26,5.36,8.43,5.36,4.6,0.77,98.04,6.89,3.06,10.72,125.62,6.89,12.26,16.85,0,3.06,91.92,0,0,3.06,1.53,0,7.66,5.36,2.3,14.55,0.77,6.13
120,0,0,0,0,47.03,21.56,0,68.59,5.88,7.84,3.92,41.16,25.48,0,0,7.84,7.84,5.88,9.8,3.92,1.96,84.27,1.96,5.88,5.88,109.75,5.88,11.76,11.76,0,1.96,82.31,0,0,3.92,0,0,0,3.92,0,11.76,3.92,1.96
