stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1093.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,1042.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,2.63,0,0,0,7.89,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,97.26,0,0,0,23.66,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,1,0,0,18,8,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,4,0,0,1,5,6,0,0,1,0,0
 24-34,0,0,0,3.28,6.57,1.64,0,4.93,0,1.64,0,0.82,0,0,4.93,0.82,0.82,0.82,0,0.82,0,6.57,0,0,4.93,51.71,1.64,1.64,0.82,0,0.82,22.98,0,0,0.82,0,6.57,0,0,9.03,0,1.64
 36-46,0,0,0,0,2.42,0.81,0,3.22,0,0,0.81,3.22,0.81,0,0.81,12.89,0,0,1.61,0,3.22,9.67,0.81,0,0.81,48.34,0.81,0,1.61,0,0,21.75,0.81,0.81,0,0,11.28,0,0,4.83,0,1.61
 48-58,0,0,0.57,0,4.02,2.3,0,3.44,0.57,1.15,1.15,4.02,0,1.15,1.15,12.05,0,0,0.57,0,9.75,10.33,0.57,0,0.57,37.3,1.72,2.3,1.72,0,0,24.1,0.57,0,0,0,4.59,0,0,6.31,0,1.72
 60-70,0,0,0.98,0,8.83,1.96,0,10.8,0,1.96,0.98,13.74,1.96,0.98,0.98,25.52,0.98,0.98,0,1.96,10.8,24.54,0.98,0.98,2.94,28.46,0.98,3.93,0.98,0,1.96,34.35,0,0,0,0,5.89,1.96,0.98,0.98,0,8.83
 72-82,0,0,3.93,0,7.85,12.76,0,14.72,0.98,1.96,0,29.45,4.91,0.98,3.93,45.16,2.94,1.96,3.93,2.94,9.82,63.81,5.89,2.94,6.87,39.27,0.98,5.89,4.91,0,0.98,44.17,0.98,0,0.98,0,4.91,0.98,3.93,16.69,2.94,6.87
 84-94,0,0,1.06,0,12.74,13.81,0,8.5,0,4.25,4.25,10.62,10.62,0,4.25,60.54,3.19,7.43,1.06,3.19,14.87,36.11,1.06,4.25,4.25,29.74,1.06,3.19,7.43,0,1.06,105.14,0,0,3.19,0,4.25,3.19,1.06,18.05,4.25,1.06
 96-106,0,0,0,0,24.04,14.21,1.09,14.21,0,4.37,0,20.76,17.49,0,2.19,62.29,5.46,4.37,4.37,4.37,7.65,42.62,5.46,5.46,4.37,27.32,1.09,2.19,6.56,0,1.09,155.18,1.09,0,1.09,0,4.37,7.65,2.19,20.76,2.19,9.84
108-118,0,0,2.3,0,22.98,9.96,2.3,14.55,0,10.72,0.77,19.92,17.62,0,2.3,59.75,6.89,17.62,2.3,2.3,16.09,49.02,3.83,1.53,3.06,29.87,0,3.83,6.89,0,1.53,93.45,0.77,0,3.06,0,0.77,6.89,0.77,18.38,2.3,8.43
120,0,0,0,0,47.03,19.6,3.92,9.8,0,13.72,5.88,19.6,19.6,0,0,97.99,17.64,9.8,3.92,3.92,3.92,66.63,3.92,1.96,5.88,60.75,3.92,7.84,19.6,0,1.96,205.78,0,0,3.92,0,5.88,0,1.96,17.64,1.96,0
