stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,487.58,6997.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,741.69,9641.92,0,18.39,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0,0,294.22,18.39,0,0,104.2,0,79.69,0,0,0,0,0,0,0,0,0,0
  7-9,107.78,162.98,0,412.71,0,0,0,538.89,0,0,0,0,0,212.93,0,0,0,0,0,0,0,0,0,0,0,4981.41,118.29,0,0,2247.55,0,10.51,42.06,0,0,0,0,0,0,0,0,0
 10-12,0,110.14,0,185.67,0,28.32,0,405.96,0,0,0,0,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,3077.74,53.5,0,0,1469.63,0,9.44,40.91,0,138.47,6.29,18.88,0,0,0,0,0
 14-21,0,3,1,25,214,66,0,117,0,0,0,48,10,1,1,0,6,0,0,5,0,129,0,0,122,1923,40,7,14,69,0,10,5,239,12,161,612,0,0,11,0,0
 24-34,0.82,0,0,6.57,64.85,10.67,0,355.43,0,0,2.46,43.51,1.64,0,4.93,1.64,6.57,0.82,8.21,4.93,0.82,264.32,0.82,0.82,105.07,2631.66,18.88,19.7,24.63,0,0.82,24.63,0,1.64,0.82,17.24,585.27,0,0,30.37,0,10.67
 36-46,0,0,0,0,25.78,8.86,0,624.39,0,2.42,1.61,45.12,0,0,0.81,2.42,0.81,0.81,1.61,2.42,0.81,194.97,0,4.83,69.29,1475.18,5.64,11.28,8.86,0,0,9.67,0,1.61,0.81,0,363.36,0,0,9.67,0,0.81
 48-58,0,0,0,0,16.64,6.89,0,557.74,0,1.72,2.3,40.74,0.57,0,3.44,2.87,1.15,1.72,0.57,0,0,166.98,0.57,6.89,30.41,555.44,2.87,3.44,3.44,0,0,6.31,0,0,0.57,0,83.2,0,0,7.46,0,1.72
 60-70,0,0,0,0,16.69,2.94,0,399.48,0,0.98,4.91,52.02,3.93,0,0,3.93,0,0.98,1.96,0,0,136.43,0,10.8,16.69,365.13,3.93,2.94,2.94,0,0,11.78,0,0,0.98,0,23.56,0.98,0.98,7.85,1.96,1.96
 72-82,0,0,0,0,22.58,4.91,0,207.13,0.98,2.94,5.89,83.44,3.93,0,0.98,4.91,2.94,2.94,2.94,1.96,0,163.94,0.98,6.87,34.36,293.52,0.98,4.91,5.89,0,0.98,3.93,0,0,0,0,11.78,0,0.98,15.71,1.96,0
 84-94,0,0,0,1.06,36.11,10.62,0,157.18,0,3.19,3.19,41.42,3.19,0,1.06,14.87,3.19,3.19,1.06,2.12,2.12,147.62,0,12.74,31.86,220.9,2.12,6.37,8.5,0,0,20.18,0,0,1.06,0,10.62,2.12,1.06,16.99,0,1.06
 96-106,0,0,1.09,0,30.6,9.84,1.09,86.33,0,2.19,2.19,42.62,5.46,0,1.09,9.84,0,3.28,1.09,2.19,0,92.89,2.19,2.19,15.3,167.21,2.19,6.56,7.65,0,1.09,20.76,0,0,1.09,0,4.37,0,0,15.3,0,0
108-118,0,0,0,0.77,19.15,20.68,0.77,102.64,0,2.3,4.6,47.49,6.13,0,2.3,9.96,0.77,3.83,0,3.83,0.77,76.6,0.77,4.6,19.92,237.45,3.06,2.3,6.13,0,0.77,16.09,0,0,0.77,0,1.53,0,0,6.89,0.77,0.77
120,0,0,0,0,43.12,23.52,0,92.11,0,1.96,1.96,33.32,3.92,0,1.96,11.76,3.92,3.92,7.84,0,0,80.35,0,1.96,19.6,166.58,7.84,1.96,9.8,0,0,19.6,0,0,0,0,0,1.96,0,19.6,0,1.96
