stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,10.51,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,52.57,2.63,0,0,34.17,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,91.26,6.29,0,0,47.2,0,0,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,1,46,4,0,9,0,0,0,1,1,2,1,0,0,0,0,1,1,11,0,0,5,93,3,1,3,2,0,2,0,8,1,15,35,0,0,6,0,0
 24-34,0,0,0.82,0.82,27.91,1.64,0,17.24,0,1.64,1.64,2.46,0.82,0,7.39,0,0,0,0,0.82,0.82,27.09,0,0.82,16.42,210.14,1.64,5.75,2.46,0,0,2.46,0,0,6.57,3.28,60.74,0,0,16.42,0,0.82
 36-46,0,0,0,0,12.89,0,0,19.34,0,2.42,2.42,3.22,0,0,0,0,0,0,0,0,0,29.81,0,0,7.25,293.26,2.42,1.61,0.81,0,0.81,2.42,0,0,5.64,0,70.09,0,0,13.7,0,0.81
 48-58,0,0,0,0,6.89,0.57,0,25.82,0.57,2.3,4.59,6.31,1.15,0.57,1.15,0,0,0.57,1.15,0,0,29.26,0,0.57,7.46,221.49,1.15,1.72,1.15,0,0.57,1.15,0,0,1.72,0,43.61,0,0,16.07,0,0.57
 60-70,0,0,0,0,11.78,0,0,65.76,0,5.89,4.91,16.69,5.89,0,0.98,0,0.98,1.96,0,0,0,64.78,0.98,0.98,3.93,321.94,0.98,2.94,0.98,0,0.98,1.96,0,0,1.96,0,40.24,0,0.98,10.8,0.98,0.98
 72-82,0,0,1.96,0,11.78,0,0,96.2,0,6.87,7.85,36.32,1.96,0,0.98,2.94,0,1.96,2.94,0,0,93.26,0.98,0.98,5.89,257.2,1.96,2.94,3.93,0,0,2.94,0,0,0.98,0,22.58,0,0.98,32.39,2.94,0
 84-94,0,0,0,0,35.05,0,0,82.84,2.12,7.43,8.5,20.18,6.37,0,0,0,1.06,3.19,2.12,0,0,75.4,0,6.37,7.43,159.31,1.06,3.19,4.25,0,0,11.68,0,0,7.43,0,12.74,2.12,2.12,31.86,3.19,0
 96-106,0,0,3.28,0,37.16,4.37,0,64.48,0,6.56,3.28,30.6,14.21,0,3.28,2.19,1.09,2.19,0,1.09,0,73.22,0,5.46,3.28,151.91,2.19,6.56,3.28,0,1.09,16.39,0,0,4.37,0,13.11,2.19,2.19,39.34,3.28,1.09
108-118,0,0,0.77,0,36,0,0.77,65.87,0,9.96,3.83,19.92,6.89,0,0.77,0.77,0.77,4.6,0.77,0.77,0,55.15,0.77,2.3,6.89,125.62,0.77,2.3,5.36,0,1.53,11.49,0,0,6.13,0,9.96,1.53,0,22.21,2.3,0
120,0,0,0,0,37.24,3.92,1.96,48.99,1.96,9.8,0,27.44,11.76,0,1.96,9.8,3.92,1.96,1.96,1.96,0,48.99,0,1.96,9.8,129.35,1.96,1.96,3.92,0,0,5.88,0,0,3.92,0,5.88,0,1.96,15.68,1.96,0
