stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,2.63,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,3.15,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,54,0,0,3,0,0,0,4,5,0,1,0,0,0,0,0,0,8,1,0,4,44,6,0,1,3,0,16,2,1,3,17,0,0,1,0,0
 24-34,0,0,0,1.64,25.45,0,0,2.46,0.82,0,0,1.64,0,0,0.82,0.82,0.82,0,1.64,0,0,12.31,0.82,0,5.75,36.12,0,0,2.46,0,0,55,0,0.82,1.64,13.95,0,0,5.75,0,0
 36-46,0,0,0,0.81,16.11,0,0,6.45,0.81,4.83,0.81,3.22,0,0,1.61,0,0.81,0,1.61,0,1.61,18.53,0.81,1.61,5.64,8.06,0,1.61,0,0,0,54.79,0,0.81,0,2.42,0,0,4.03,0,1.61
 48-58,0,0,0,0,6.89,0,0,2.87,0.57,4.02,0,1.15,0,0,0,2.87,0.57,0,2.3,0.57,1.72,16.07,1.72,1.15,4.02,15.49,0,1.15,1.72,0,0,28.69,0,0,0,4.59,0,0,2.3,0,2.87
 60-70,0,0,0,0,13.74,0,0,5.89,0.98,5.89,1.96,6.87,0.98,0,0,4.91,0,2.94,0.98,0,0.98,34.35,0,1.96,2.94,12.76,1.96,0,0.98,0,0.98,31.41,0,0,0,5.89,0,0.98,5.89,0,0.98
 72-82,0,0,0,0,22.58,1.96,0,4.91,0.98,8.83,2.94,9.82,0.98,0.98,0,4.91,2.94,0,1.96,0,0.98,36.32,0.98,5.89,1.96,12.76,0,0,0.98,0,1.96,29.45,0,0.98,0,5.89,2.94,1.96,8.83,0,5.89
 84-94,0,0,0,0,21.24,1.06,0,12.74,0,6.37,1.06,8.5,7.43,0,0,8.5,2.12,2.12,0,1.06,2.12,25.49,2.12,3.19,4.25,8.5,0,1.06,2.12,0,0,70.09,0,1.06,0,0,0,1.06,5.31,0,1.06
 96-106,0,0,0,0,22.95,1.09,0,5.46,0,8.74,1.09,6.56,8.74,0,2.19,4.37,5.46,2.19,3.28,1.09,0,31.69,0,3.28,5.46,9.84,1.09,1.09,1.09,0,1.09,54.64,0,1.09,0,0,1.09,0,6.56,0,1.09
108-118,0,0,1.53,0,26.04,1.53,0.77,4.6,0,6.13,0,2.3,9.96,0,1.53,10.72,4.6,8.43,2.3,1.53,1.53,29.11,0,0,3.83,9.19,1.53,2.3,3.83,0,0.77,41.36,0,1.53,0,1.53,1.53,1.53,9.19,3.06,3.83
120,1.96,0,0,1.96,41.16,0,0,1.96,0,7.84,1.96,7.84,7.84,0,0,11.76,5.88,3.92,1.96,1.96,0,17.64,0,0,3.92,9.8,1.96,0,3.92,0,1.96,47.03,0,1.96,0,1.96,0,1.96,9.8,3.92,5.88
