stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.03,15.73,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,1104,7,0,31,0,11,0,29,6,0,0,0,3,0,1,0,0,12,8,0,15,156,12,1,18,4,0,2,7,1,345,927,128,0,0,0,0,0
 24-34,0,0,0,0.82,558.18,1.64,0,59.92,105.07,96.04,1.64,97.68,3.28,0,3.28,1.64,0.82,0,7.39,0,0,22.16,4.1,0,43.51,251.18,4.1,0.82,33.66,0,0,5.75,1.64,4.93,191.26,320.13,181.41,0,0,4.1,0,0
 36-46,0,0,0,0,143.41,0.81,0,37.87,169.19,90.23,1.61,51.56,1.61,0,0.81,2.42,0.81,0,3.22,0,1.61,16.11,1.61,0,22.56,95.87,1.61,0.81,30.62,0,0,4.83,0,2.42,153.88,10.47,80.57,0,0.81,1.61,0,1.61
 48-58,0.57,0,0,0,100.42,0,0,49.35,206.57,114.19,0.57,50.49,2.3,0,0,2.3,0.57,0.57,6.31,0,0.57,21.23,2.87,0,22.95,98.12,0.57,0.57,36.72,0,0,4.02,0,7.46,110.74,0,43.04,0,0.57,1.15,0.57,2.3
 60-70,0,0,0,0,76.56,0,0,31.41,166.86,86.37,1.96,41.22,8.83,0,0,1.96,0.98,0,1.96,0.98,0,8.83,0.98,0.98,21.59,54.97,0,0.98,27.48,0.98,0,2.94,0,3.93,74.6,0,21.59,0.98,0,0,0,0
 72-82,0,0,0,0,41.23,0.98,0,45.16,125.65,60.86,1.96,51.05,1.96,0,0,3.93,2.94,0,8.83,0,0,22.58,0.98,0.98,15.71,57.92,0.98,0.98,37.3,0.98,0,1.96,0,5.89,46.14,0,14.72,0,0.98,0.98,0,0
 84-94,0,0,0,0,56.29,0,0,44.61,214.53,103.02,2.12,59.47,3.19,2.12,1.06,11.68,7.43,0,2.12,0,0,20.18,0,2.12,21.24,28.68,1.06,0,47.79,0,1.06,4.25,0,3.19,77.53,0,3.19,1.06,0,3.19,2.12,3.19
 96-106,0,0,1.09,0,50.27,2.19,2.19,34.97,310.37,63.39,1.09,51.36,1.09,0,0,7.65,9.84,0,3.28,0,0,32.79,2.19,0,10.93,51.36,0,1.09,65.57,1.09,0,7.65,0,1.09,63.39,0,5.46,3.28,0,5.46,1.09,1.09
108-118,0,0,0,0,37.53,0.77,0,21.45,237.45,68.94,1.53,55.15,1.53,0,0.77,2.3,6.13,0,3.06,1.53,0.77,21.45,0.77,1.53,24.51,26.04,0,0.77,61.28,0.77,0.77,1.53,0,2.3,40.6,0,9.19,0.77,0.77,0.77,0,4.6
120,0,0,0,0,33.32,1.96,1.96,11.76,97.99,47.03,1.96,31.36,3.92,0,1.96,7.84,5.88,0,5.88,0,1.96,1.96,1.96,0,11.76,25.48,0,0,56.83,0,0,0,1.96,1.96,15.68,0,9.8,0,0,1.96,0,0
