stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,2.63,0,0,5.26,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,13,0,0,0,0,4,0,4,0,4,1,4,0,0,3,0,0
 24-34,0,0,0.82,6.57,0,0,4.1,1.64,2.46,0,0,0.82,0,0,0,0.82,0,0,0,0.82,3.28,0.82,0,9.03,41.86,4.93,4.1,0,0,0,48.43,0,0,1.64,0.82,9.03,10.67,0,0,13.95,0,0.82
 36-46,0,0,0,5.64,0,0,3.22,4.83,0,0,2.42,0.81,0,0,0.81,1.61,0,0,0,1.61,7.25,0,0,6.45,128.91,2.42,4.03,0,0,0,41.89,0,0,3.22,3.22,1.61,19.34,0,0,10.47,0,0
 48-58,0,0,0,6.89,0,0,22.38,6.89,1.15,2.3,11.48,1.15,0,1.72,0,0,0,0,1.15,1.15,9.75,2.3,0.57,2.87,129.11,1.72,1.72,0.57,0,0,32.13,0,0,0.57,2.3,0,25.25,0,0,17.21,0,1.15
 60-70,0,0,0,9.82,0.98,0,74.6,2.94,1.96,0.98,22.58,0.98,0,1.96,0.98,0,0,0.98,0,1.96,17.67,0,0,0.98,200.23,1.96,1.96,0,0,0,41.22,0,0,0,2.94,0,28.46,0,0,17.67,0,0.98
 72-82,0,0,0,11.78,0,0,66.75,1.96,2.94,1.96,53.01,1.96,0.98,0.98,6.87,0.98,0,1.96,0,0.98,40.25,1.96,0.98,3.93,182.59,0.98,2.94,0,0,0,52.03,0,0,0,1.96,0,7.85,0.98,0.98,33.38,0,1.96
 84-94,0,2.12,0,26.55,3.19,3.19,62.66,2.12,4.25,2.12,41.42,9.56,0,2.12,5.31,1.06,0,0,1.06,0,29.74,2.12,0,2.12,79.65,2.12,3.19,0,0,0,104.08,0,0,4.25,1.06,0,9.56,0,0,23.36,1.06,1.06
 96-106,0,1.09,0,21.86,5.46,4.37,32.79,4.37,3.28,0,50.27,6.56,0,2.19,3.28,4.37,2.19,3.28,1.09,0,25.14,2.19,2.19,1.09,78.68,1.09,5.46,0,0,1.09,79.78,1.09,0,2.19,3.28,0,4.37,0,0,33.88,0,1.09
108-118,0,0.77,0.77,30.64,0,14.55,31.4,2.3,11.49,1.53,45.96,10.72,0,0.77,6.89,3.06,0.77,3.06,6.89,0,18.38,1.53,1.53,2.3,79.66,3.06,1.53,0.77,0,0.77,52.85,0,0,1.53,6.13,0,3.06,3.06,0,20.68,1.53,1.53
120,0,0,0,41.16,1.96,7.84,29.4,3.92,7.84,3.92,66.63,7.84,0,1.96,3.92,0,1.96,1.96,5.88,0,17.64,1.96,0,5.88,99.95,7.84,1.96,1.96,0,1.96,50.95,0,0,3.92,0,0,9.8,1.96,0,23.52,1.96,0
