stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,208.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,4,3,0,0,1,0,0,0,0,76,19,2,0,0,0,0,0
 24-34,0,0,0,0.82,8.21,0,0,142.01,223.27,0,0,1.64,0.82,0,2.46,0,0.82,1.64,0,0,0,27.09,1.64,0,45.15,159.25,8.21,0.82,0.82,0,0,13.13,0.82,0,187.16,119.84,21.34,0,0,4.93,0,0.82
 36-46,0,0,0,0,3.22,0,0,149.05,467.29,0,0.81,3.22,0,0,3.22,0,0.81,9.67,0,0,1.61,35.45,0.81,1.61,37.06,135.35,8.06,0.81,1.61,0,0,5.64,0,0.81,203.03,20.14,29.81,0,0,4.83,0,1.61
 48-58,0,0,0,0,5.16,0.57,0,157.22,448.72,0,4.02,10.33,0,1.15,0,0.57,0,33.85,0,1.15,4.02,39.59,0,0.57,33.28,146.89,5.16,0.57,1.15,0.57,0,6.31,0,0.57,174.44,0,32.71,0,0,2.87,0.57,4.02
 60-70,0,0,0,0,5.89,0.98,0,121.71,333.72,0,9.82,7.85,0.98,0.98,3.93,0.98,0.98,78.52,0,0,1.96,24.54,0,2.94,36.32,105.02,6.87,0.98,0,0.98,0.98,3.93,0,0,117.78,0,15.7,0,0.98,9.82,0.98,3.93
 72-82,0,0,0,0,3.93,3.93,0,104.06,241.49,1.96,25.52,12.76,0.98,0.98,0.98,0,1.96,88.35,0.98,0.98,1.96,36.32,0.98,6.87,33.38,99.15,5.89,1.96,3.93,1.96,1.96,5.89,0,0,63.81,0,7.85,0.98,0.98,7.85,3.93,2.94
 84-94,0,0,1.06,0,8.5,12.74,0,120.01,406.76,1.06,12.74,16.99,10.62,0,2.12,3.19,0,135.94,0,1.06,4.25,44.61,0,5.31,30.8,74.34,4.25,2.12,2.12,0,1.06,12.74,0,1.06,121.07,0,9.56,1.06,1.06,5.31,4.25,3.19
 96-106,0,0,2.19,0,6.56,17.49,5.46,127.86,632.76,4.37,15.3,24.04,13.11,0,10.93,5.46,2.19,121.31,3.28,4.37,3.28,88.52,4.37,12.02,37.16,126.77,10.93,4.37,0,1.09,0,28.41,0,1.09,126.77,0,8.74,1.09,3.28,17.49,16.39,2.19
108-118,0,0,0.77,0,19.15,9.19,3.06,101.11,502.47,3.83,15.32,16.09,18.38,0,3.83,3.83,0.77,170.04,0,4.6,6.89,67.4,0.77,11.49,54.38,87.32,9.96,0,1.53,0,3.06,12.26,0,0,112.6,0,0.77,1.53,2.3,8.43,5.36,6.13
120,0,0,0,0,15.68,1.96,1.96,88.19,286.13,0,21.56,11.76,17.64,0,5.88,0,0,107.79,0,3.92,3.92,50.95,0,17.64,58.79,52.91,1.96,0,1.96,0,3.92,17.64,1.96,0,47.03,0,0,0,1.96,1.96,5.88,0
